’’	''	ἀεί	a)ei/	d--------
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---nv-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---na-
φειδόμενον	feido/menon	φείδομαι	fei/domai	v-sppema-
φειδόμενον	feido/menon	φείδομαι	fei/domai	v-sppenn-
φειδόμενον	feido/menon	φείδομαι	fei/domai	v-sppenv-
φειδόμενον	feido/menon	φείδομαι	fei/domai	v-sppena-
φεύγοντος	feu/gontos	φεύγω	feu/gw	v-sppamg-
φεύγοντος	feu/gontos	φεύγω	feu/gw	v-sppang-
φεύγουσιν	feu/gousin	φεύγω	feu/gw	v-pppamd-
φεύγουσιν	feu/gousin	φεύγω	feu/gw	v-pppand-
φεύγουσιν	feu/gousin	φεύγω	feu/gw	v3ppia---
φεύγων	feu/gwn	φεύγω	feu/gw	v-sppamn-
φησι	fhsi	φημί	fhmi/	v3spia---
φησιν	fhsin	φημί	fhmi/	v3spia---
φησάντων	fhsa/ntwn	φημί	fhmi/	v-papamg-
φησάντων	fhsa/ntwn	φημί	fhmi/	v-papang-
φησάντων	fhsa/ntwn	φημί	fhmi/	v3pama---
φησί	fhsi/	φημί	fhmi/	v3spia---
φησίν	fhsi/n	φημί	fhmi/	v3spia---
φθεγξάμενος	fqegca/menos	φθέγγομαι	fqe/ggomai	v-sapmmn-
φθονούμενος	fqonou/menos	φθονέω	fqone/w	v-sppemn-
φθορά	fqora/	φθορά	fqora/	n-d---fn-
φθορά	fqora/	φθορά	fqora/	n-d---fv-
φθορά	fqora/	φθορά	fqora/	n-d---fa-
φθορά	fqora/	φθορά	fqora/	n-s---fn-
φθορά	fqora/	φθορά	fqora/	n-s---fv-
φθορᾶς	fqora=s	φθορά	fqora/	n-s---fg-
φθορᾶς	fqora=s	φθορεύς	fqoreu/s	n-p---ma-
φθόγγους	fqo/ggous	φθόγγος	fqo/ggos	n-p---ma-
φθόνοις	fqo/nois	φθόνος	fqo/nos	n-p---md-
φθόνον	fqo/non	φθόνος	fqo/nos	n-s---ma-
φθόνῳ	fqo/nw|	φθόνος	fqo/nos	n-s---md-
φιλανθρώπου	filanqrw/pou	φιλάνθρωπον	fila/nqrwpon	n-s---ng-
φιλανθρώπου	filanqrw/pou	φιλάνθρωπος	fila/nqrwpos	n-s---mg-
φιλανθρώπου	filanqrw/pou	φιλάνθρωπος	fila/nqrwpos	n-s---fg-
φιλανθρώπου	filanqrw/pou	φιλάνθρωπος	fila/nqrwpos	n-s---ng-
φιλανθρώπως	filanqrw/pws	φιλάνθρωπος	fila/nqrwpos	x--------
φιλανθρώπως	filanqrw/pws	φιλάνθρωπος	fila/nqrwpos	n-p---ma-
φιλανθρώπως	filanqrw/pws	φιλάνθρωπος	fila/nqrwpos	n-p---fa-
φιλαργυρίαν	filarguri/an	φιλαργυρία	filarguri/a	n-s---fa-
φιλητικόν	filhtiko/n	φιλητικός	filhtiko/s	a-s---ma-
φιλητικόν	filhtiko/n	φιλητικός	filhtiko/s	a-s---nn-
φιλητικόν	filhtiko/n	φιλητικός	filhtiko/s	a-s---nv-
φιλητικόν	filhtiko/n	φιλητικός	filhtiko/s	a-s---na-
φιλοθέαμον	filoqe/amon	φιλοθέαμος	filoqe/amos	n-s---ma-
φιλοθέαμον	filoqe/amon	φιλοθέαμος	filoqe/amos	n-s---fa-
φιλοθέαμον	filoqe/amon	φιλοθέαμος	filoqe/amos	n-s---nn-
φιλοθέαμον	filoqe/amon	φιλοθέαμος	filoqe/amos	n-s---nv-
φιλοθέαμον	filoqe/amon	φιλοθέαμος	filoqe/amos	n-s---na-
φιλοκίνδυνος	filoki/ndunos	φιλοκίνδυνος	filoki/ndunos	n-s---mn-
φιλοκίνδυνος	filoki/ndunos	φιλοκίνδυνος	filoki/ndunos	n-s---fn-
φιλολάκωνα	filola/kwna	φιλολάκων	filola/kwn	n-s---ma-
φιλολάκωνα	filola/kwna	φιλολάκων	filola/kwn	n-s---fa-
φιλομαθές	filomaqe/s	φιλομαθής	filomaqh/s	n-s---mv-
φιλομαθές	filomaqe/s	φιλομαθής	filomaqh/s	n-s---fv-
φιλομαθές	filomaqe/s	φιλομαθής	filomaqh/s	n-s---nn-
φιλομαθές	filomaqe/s	φιλομαθής	filomaqh/s	n-s---nv-
φιλομαθές	filomaqe/s	φιλομαθής	filomaqh/s	n-s---na-
φιλονικίᾳ	filoniki/a|	φιλονεικία	filoneiki/a	n-p---fn-
φιλονικίᾳ	filoniki/a|	φιλονεικία	filoneiki/a	n-p---fv-
φιλονικίᾳ	filoniki/a|	φιλονεικία	filoneiki/a	n-s---fd-
φιλονικίᾳ	filoniki/a|	φιλονικία	filoniki/a	n-s---fd-
φιλοπολίτῃ	filopoli/th|	φιλοπολίτης	filopoli/ths	n-s---md-
φιλοσόφοις	filoso/fois	φιλόσοφος	filo/sofos	n-p---md-
φιλοσόφου	filoso/fou	φιλόσοφος	filo/sofos	n-s---mg-
φιλοσόφων	filoso/fwn	φιλόσοφος	filo/sofos	n-p---mg-
φιλοτιμοτάτους	filotimota/tous	φιλότιμος	filo/timos	a-p---mas
φιλοτιμούμενος	filotimou/menos	φιλοτιμέομαι	filotime/omai	v-sppemn-
φιλοτιμία	filotimi/a	φιλοτιμία	filotimi/a	n-d---fn-
φιλοτιμία	filotimi/a	φιλοτιμία	filotimi/a	n-d---fv-
φιλοτιμία	filotimi/a	φιλοτιμία	filotimi/a	n-d---fa-
φιλοτιμία	filotimi/a	φιλοτιμία	filotimi/a	n-s---fn-
φιλοτιμία	filotimi/a	φιλοτιμία	filotimi/a	n-s---fv-
φιλοτύραννος	filotu/rannos	φιλοτύραννος	filotu/rannos	n-s---mn-
φιλοτύραννος	filotu/rannos	φιλοτύραννος	filotu/rannos	n-s---fn-
φιλοφροσύναι	filofrosu/nai	φιλόφρων	filo/frwn	a-s---fd-
φιλοφροσύναι	filofrosu/nai	φιλοφρόσυνος	filofro/sunos	a-s---fd-
φιλοφροσύναι	filofrosu/nai	φιλοφροσύνη	filofrosu/nh	n-p---fn-
φιλοφροσύναι	filofrosu/nai	φιλοφροσύνη	filofrosu/nh	n-p---fv-
φιλοφροσύναι	filofrosu/nai	φιλοφροσύνη	filofrosu/nh	n-s---fd-
φιλοφροσύνην	filofrosu/nhn	φιλόφρων	filo/frwn	a-s---fa-
φιλοφροσύνην	filofrosu/nhn	φιλοφρόσυνος	filofro/sunos	a-s---fa-
φιλοφροσύνην	filofrosu/nhn	φιλοφροσύνη	filofrosu/nh	n-s---fa-
φιλία	fili/a	φίλιος	fi/lios	a-d---fn-
φιλία	fili/a	φίλιος	fi/lios	a-d---fv-
φιλία	fili/a	φίλιος	fi/lios	a-d---fa-
φιλία	fili/a	φίλιος	fi/lios	a-s---fn-
φιλία	fili/a	φίλιος	fi/lios	a-s---fv-
φιλία	fili/a	φιλία	fili/a	n-d---fn-
φιλία	fili/a	φιλία	fili/a	n-d---fv-
φιλία	fili/a	φιλία	fili/a	n-d---fa-
φιλία	fili/a	φιλία	fili/a	n-s---fn-
φιλία	fili/a	φιλία	fili/a	n-s---fv-
φιλίαις	fili/ais	φίλιος	fi/lios	a-p---fd-
φιλίαις	fili/ais	φιλία	fili/a	n-p---fd-
φιλίαν	fili/an	φίλιος	fi/lios	a-s---fa-
φιλίαν	fili/an	φιλία	fili/a	n-s---fa-
φιλόσοφος	filo/sofos	φιλόσοφος	filo/sofos	n-s---mn-
φιλόστοργον	filo/storgon	φιλόστοργος	filo/storgos	n-s---ma-
φιλόστοργον	filo/storgon	φιλόστοργος	filo/storgos	n-s---fa-
φιλόστοργον	filo/storgon	φιλόστοργος	filo/storgos	n-s---nn-
φιλόστοργον	filo/storgon	φιλόστοργος	filo/storgos	n-s---nv-
φιλόστοργον	filo/storgon	φιλόστοργος	filo/storgos	n-s---na-
φιλότιμον	filo/timon	φιλότιμος	filo/timos	n-s---ma-
φιλότιμον	filo/timon	φιλότιμος	filo/timos	n-s---fa-
φιλότιμον	filo/timon	φιλότιμος	filo/timos	n-s---nn-
φιλότιμον	filo/timon	φιλότιμος	filo/timos	n-s---nv-
φιλότιμον	filo/timon	φιλότιμος	filo/timos	n-s---na-
φλεγμαινούσης	flegmainou/shs	φλεγμαίνω	flegmai/nw	v-sppafg-
φοβερόν	fobero/n	φοβερός	fobero/s	a-s---ma-
φοβερόν	fobero/n	φοβερός	fobero/s	a-s---nn-
φοβερόν	fobero/n	φοβερός	fobero/s	a-s---nv-
φοβερόν	fobero/n	φοβερός	fobero/s	a-s---na-
φοβερός	fobero/s	φοβερός	fobero/s	a-s---mn-
φοβερᾶς	fobera=s	φοβερός	fobero/s	a-s---fg-
φοβηθείς	fobhqei/s	φοβέω	fobe/w	v-sappmn-
φοβηθείς	fobhqei/s	φοβέω	fobe/w	v-sappmv-
φοβουμένων	foboume/nwn	φοβέω	fobe/w	v-pppefg-
φοβουμένων	foboume/nwn	φοβέω	fobe/w	v-pppemg-
φοβουμένων	foboume/nwn	φοβέω	fobe/w	v-pppeng-
φοβούμενος	fobou/menos	φοβέω	fobe/w	v-sppemn-
φοιτώσας	foitw/sas	φοιτάω	foita/w	v-pppafa-
φοιτώσας	foitw/sas	φοιτάω	foita/w	v-sppafg-
φοιτώσας	foitw/sas	φοιτάζω	foita/zw	v-pfpafa-
φοιτώσας	foitw/sas	φοιτάζω	foita/zw	v-sfpafg-
φορείῳ	forei/w|	φορεῖον	forei=on	n-s---nd-
φορτοφορεῖν	fortoforei=n	φορτοφορέω	fortofore/w	v--pna---
φορά	fora/	φορά	fora/	n-d---fn-
φορά	fora/	φορά	fora/	n-d---fv-
φορά	fora/	φορά	fora/	n-d---fa-
φορά	fora/	φορά	fora/	n-s---fn-
φορά	fora/	φορά	fora/	n-s---fv-
φορά	fora/	φοράς	fora/s	n-s---fv-
φορά	fora/	φορός	foro/s	n-p---nn-
φορά	fora/	φορός	foro/s	n-p---nv-
φορά	fora/	φορός	foro/s	n-p---na-
φραγμούς	fragmou/s	φραγμός	fragmo/s	n-p---ma-
φρονεῖν	fronei=n	φρονέω	frone/w	v--pna---
φρονοῦντος	fronou=ntos	φρονέω	frone/w	v-sppamg-
φρονοῦντος	fronou=ntos	φρονέω	frone/w	v-sppang-
φροντίζων	fronti/zwn	φροντίζω	fronti/zw	v-sppamn-
φρονήματος	fronh/matos	φρόνημα	fro/nhma	n-s---ng-
φρονίμῳ	froni/mw|	φρόνιμος	fro/nimos	n-s---md-
φρονίμῳ	froni/mw|	φρόνιμος	fro/nimos	n-s---fd-
φρονίμῳ	froni/mw|	φρόνιμος	fro/nimos	n-s---nd-
φρονῆσαι	fronh=sai	φρονέω	frone/w	v--ana---
φρουρούντων	frourou/ntwn	φρουρέω	froure/w	v-pppamg-
φρουρούντων	frourou/ntwn	φρουρέω	froure/w	v-pppang-
φρουρούντων	frourou/ntwn	φρουρέω	froure/w	v3ppma---
φρουράν	froura/n	φρουρά	froura/	n-s---fa-
φράτορας	fra/toras	φράτηρ	fra/thr	n-p---ma-
φράτορας	fra/toras	φράτωρ	fra/twr	n-p---ma-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nn-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nv-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---na-
φυγάδα	fuga/da	φυγάς	fuga/s	n-s---ma-
φυγάδα	fuga/da	φυγάς	fuga/s	n-s---fa-
φυγῆς	fugh=s	φυγή	fugh/	n-s---fg-
φυλακαῖς	fulakai=s	φυλακή	fulakh/	n-p---fd-
φυλακήν	fulakh/n	φυλακή	fulakh/	n-s---fa-
φυλετῶν	fuletw=n	φυλέτης	fule/ths	n-p---mg-
φυλάττειν	fula/ttein	φυλάσσω	fula/ssw	v--pna---
φυλῶν	fulw=n	φυλάζω	fula/zw	v-sfpamv-
φυλῶν	fulw=n	φυλάζω	fula/zw	v-sfpann-
φυλῶν	fulw=n	φυλάζω	fula/zw	v-sfpanv-
φυλῶν	fulw=n	φυλάζω	fula/zw	v-sfpana-
φυλῶν	fulw=n	φυλάζω	fula/zw	v-sfpamn-
φυλῶν	fulw=n	φυλή	fulh/	n-p---fg-
φυομένων	fuome/nwn	φύω	fu/w	v-pppefg-
φυομένων	fuome/nwn	φύω	fu/w	v-pppemg-
φυομένων	fuome/nwn	φύω	fu/w	v-pppeng-
φυσικόν	fusiko/n	φυσικός	fusiko/s	a-s---ma-
φυσικόν	fusiko/n	φυσικός	fusiko/s	a-s---nn-
φυσικόν	fusiko/n	φυσικός	fusiko/s	a-s---nv-
φυσικόν	fusiko/n	φυσικός	fusiko/s	a-s---na-
φυσικός	fusiko/s	φυσικός	fusiko/s	a-s---mn-
φυσιολογίαν	fusiologi/an	φυσιολογία	fusiologi/a	n-s---fa-
φυσιολογίας	fusiologi/as	φυσιολογία	fusiologi/a	n-p---fa-
φυσιολογίας	fusiologi/as	φυσιολογία	fusiologi/a	n-s---fg-
φωνάς	fwna/s	φωνή	fwnh/	n-p---fa-
φωνήν	fwnh/n	φωνή	fwnh/	n-s---fa-
φωνῆς	fwnh=s	φωνέω	fwne/w	v2spia---
φωνῆς	fwnh=s	φωνή	fwnh/	n-s---fg-
φωτί	fwti/	φάος	fa/os	n-s---nd-
φωτί	fwti/	φώς	fw/s	n-s---md-
φάναι	fa/nai	φαίνω	fai/nw	v3saoa---
φάναι	fa/nai	φημί	fhmi/	v--pna---
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---nn-
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---nv-
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---na-
φέρειν	fe/rein	φέρω	fe/rw	v--pna---
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamn-
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamv-
φέρων	fe/rwn	φέρω	fe/rw	v-sppamn-
φίλης	fi/lhs	φίλος	fi/los	a-s---fg-
φίλης	fi/lhs	φιλέω	file/w	v2siia---
φίλοι	fi/loi	φίλος	fi/los	a-p---mn-
φίλοι	fi/loi	φίλος	fi/los	a-p---mv-
φίλον	fi/lon	φίλος	fi/los	a-s---ma-
φίλον	fi/lon	φίλος	fi/los	a-s---nn-
φίλον	fi/lon	φίλος	fi/los	a-s---nv-
φίλον	fi/lon	φίλος	fi/los	a-s---na-
φίλος	fi/los	φίλος	fi/los	a-s---mn-
φίλου	fi/lou	φίλος	fi/los	a-s---mg-
φίλου	fi/lou	φίλος	fi/los	a-s---ng-
φίλου	fi/lou	φιλόω	filo/w	v2spma---
φίλου	fi/lou	φιλόω	filo/w	v3siia---
φίλους	fi/lous	φίλος	fi/los	a-p---ma-
φίλους	fi/lous	φῖλος	fi=los	n-s---ng-
φίλους	fi/lous	φιλόω	filo/w	v2siia---
φίλων	fi/lwn	φίλος	fi/los	a-p---fg-
φίλων	fi/lwn	φίλος	fi/los	a-p---mg-
φίλων	fi/lwn	φίλος	fi/los	a-p---ng-
φίλων	fi/lwn	φίλων	fi/lwn	n-s---mn-
φίλων	fi/lwn	φίλων	fi/lwn	n-s---mv-
φίλων	fi/lwn	φιλόω	filo/w	v3piia---
φίλων	fi/lwn	φιλόω	filo/w	v1siia---
φόβοις	fo/bois	φόβος	fo/bos	n-p---md-
φόβον	fo/bon	φόβος	fo/bos	n-s---ma-
φόβους	fo/bous	φόβος	fo/bos	n-p---ma-
φόνον	fo/non	φόνος	fo/nos	n-s---ma-
φόρους	fo/rous	φόρος	fo/ros	n-p---ma-
φύεται	fu/etai	φύω	fu/w	v3spie---
φύλακα	fu/laka	φύλαξ	fu/lac	n-s---ma-
φύσει	fu/sei	φύσις	fu/sis	n-d---fn-
φύσει	fu/sei	φύσις	fu/sis	n-d---fv-
φύσει	fu/sei	φύσις	fu/sis	n-d---fa-
φύσει	fu/sei	φύσις	fu/sis	n-s---fd-
φύσει	fu/sei	φύσις	fu/sis	n-s---fd-
φύσει	fu/sei	φύω	fu/w	v3sasa---
φύσει	fu/sei	φύω	fu/w	v2sfim---
φύσει	fu/sei	φύω	fu/w	v3sfia---
φύσει	fu/sei	φύζω	fu/zw	v3sasa---
φύσει	fu/sei	φύζω	fu/zw	v2sfim---
φύσει	fu/sei	φύζω	fu/zw	v3sfia---
φύσει	fu/sei	φυσάω	fusa/w	v2spma---
φύσει	fu/sei	φυσάω	fusa/w	v3siia---
φύσιν	fu/sin	φύς	fu/s	v-papamd-
φύσιν	fu/sin	φύσις	fu/sis	n-s---fa-
φύσιν	fu/sin	φύω	fu/w	v-papamd-
φύσιν	fu/sin	φύω	fu/w	v-papand-
φύσις	fu/sis	φύσις	fu/sis	n-p---fa-
φύσις	fu/sis	φύσις	fu/sis	n-s---fn-
φῦναι	fu=nai	φύω	fu/w	v--ana---
φῶς	fw=s	φάος	fa/os	n-s---nn-
φῶς	fw=s	φάος	fa/os	n-s---nv-
φῶς	fw=s	φάος	fa/os	n-s---na-
φῶτα	fw=ta	φάος	fa/os	n-p---nn-
φῶτα	fw=ta	φάος	fa/os	n-p---nv-
φῶτα	fw=ta	φάος	fa/os	n-p---na-
φῶτα	fw=ta	φώς	fw/s	n-s---ma-
χαλεπαίνουσι	xalepai/nousi	χαλεπαίνω	xalepai/nw	v-pppamd-
χαλεπαίνουσι	xalepai/nousi	χαλεπαίνω	xalepai/nw	v-pppand-
χαλεπαίνουσι	xalepai/nousi	χαλεπαίνω	xalepai/nw	v3ppia---
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---ma-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---nn-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---nv-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---na-
χαλεπῶς	xalepw=s	χαλεπός	xalepo/s	x--------
χαλκοτύποι	xalkotu/poi	χαλκοτύπος	xalkotu/pos	n-p---mn-
χαλκοτύποι	xalkotu/poi	χαλκοτύπος	xalkotu/pos	n-p---mv-
χαλκοῦ	xalkou=	χάλκεος	xa/lkeos	a-s---mg-
χαλκοῦ	xalkou=	χάλκεος	xa/lkeos	a-s---ng-
χαλκοῦ	xalkou=	χαλκός	xalko/s	n-s---mg-
χαλκοῦ	xalkou=	χαλκόω	xalko/w	v2spme---
χαλκοῦ	xalkou=	χαλκόω	xalko/w	v2siie---
χαλκοῦ	xalkou=	χαλκοῦς	xalkou=s	a-s---mg-
χαλκοῦ	xalkou=	χαλκοῦς	xalkou=s	a-s---ng-
χαλκοῦ	xalkou=	χαλκοῦς	xalkou=s	n-s---mg-
χαλκοῦν	xalkou=n	χάλκεος	xa/lkeos	a-s---ma-
χαλκοῦν	xalkou=n	χάλκεος	xa/lkeos	a-s---nn-
χαλκοῦν	xalkou=n	χάλκεος	xa/lkeos	a-s---nv-
χαλκοῦν	xalkou=n	χάλκεος	xa/lkeos	a-s---na-
χαλκοῦν	xalkou=n	χαλκόω	xalko/w	v-sppamv-
χαλκοῦν	xalkou=n	χαλκόω	xalko/w	v-sppann-
χαλκοῦν	xalkou=n	χαλκόω	xalko/w	v-sppanv-
χαλκοῦν	xalkou=n	χαλκόω	xalko/w	v-sppana-
χαλκοῦν	xalkou=n	χαλκόω	xalko/w	v--pna---
χαλκοῦν	xalkou=n	χαλκοῦς	xalkou=s	a-s---ma-
χαλκοῦν	xalkou=n	χαλκοῦς	xalkou=s	a-s---nn-
χαλκοῦν	xalkou=n	χαλκοῦς	xalkou=s	a-s---nv-
χαλκοῦν	xalkou=n	χαλκοῦς	xalkou=s	a-s---na-
χαλκοῦν	xalkou=n	χαλκοῦς	xalkou=s	n-s---ma-
χαλκός	xalko/s	χαλκός	xalko/s	n-s---mn-
χαλκῆν	xalkh=n	χάλκεος	xa/lkeos	a-s---fa-
χαλκῆν	xalkh=n	χαλκοῦς	xalkou=s	a-s---fa-
χαριζομένη	xarizome/nh	χαρίζομαι	xari/zomai	v-sppefn-
χαριζομένη	xarizome/nh	χαρίζομαι	xari/zomai	v-sppefv-
χαριζομένη	xarizome/nh	χαρίζω	xari/zw	v-sppefn-
χαριζομένη	xarizome/nh	χαρίζω	xari/zw	v-sppefv-
χαριζόμενος	xarizo/menos	χαρίζομαι	xari/zomai	v-sppemn-
χαριζόμενος	xarizo/menos	χαρίζω	xari/zw	v-sppemn-
χαρίεν	xari/en	χαρίεις	xari/eis	n-s---mv-
χαρίεν	xari/en	χαρίεις	xari/eis	n-s---nn-
χαρίεν	xari/en	χαρίεις	xari/eis	n-s---nv-
χαρίσασθαι	xari/sasqai	χαρίζομαι	xari/zomai	v--ane---
χαρίσασθαι	xari/sasqai	χαρίζω	xari/zw	v--anm---
χαίρειν	xai/rein	χαίρω	xai/rw	v--pna---
χαίροντες	xai/rontes	χαίρω	xai/rw	v-pppamn-
χαίροντες	xai/rontes	χαίρω	xai/rw	v-pppamv-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---ma-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---fa-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---mn-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---mv-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---fn-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-p---fv-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-s---mn-
χειροήθης	xeiroh/qhs	χειροήθης	xeiroh/qhs	n-s---fn-
χειρίστη	xeiri/sth	χείριστος	xei/ristos	a-s---fn-
χειρίστη	xeiri/sth	χείριστος	xei/ristos	a-s---fv-
χειρίστη	xeiri/sth	χείρων	xei/rwn	a-s---fn-
χειρίστη	xeiri/sth	χείρων	xei/rwn	a-s---fv-
χειρός	xeiro/s	χείρ	xei/r	n-s---fg-
χειρῶν	xeirw=n	χείρ	xei/r	n-p---fg-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppann-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppanv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppana-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamn-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v--pna---
χεῖρα	xei=ra	χείρ	xei/r	n-s---fa-
χεῖρας	xei=ras	χείρ	xei/r	n-p---fa-
χιλιοταλάντους	xiliotala/ntous	χιλιοτάλαντος	xiliota/lantos	n-p---ma-
χιλιοταλάντους	xiliotala/ntous	χιλιοτάλαντος	xiliota/lantos	n-p---fa-
χιλίοις	xili/ois	χίλιοι	xi/lioi	a-p---md-
χιλίοις	xili/ois	χίλιοι	xi/lioi	a-p---nd-
χιλίοις	xili/ois	χίλιος	xi/lios	a-p---md-
χιλίοις	xili/ois	χίλιος	xi/lios	a-p---nd-
χιλίους	xili/ous	χίλιοι	xi/lioi	a-p---ma-
χιλίους	xili/ous	χίλιος	xi/lios	a-p---ma-
χλαμύδα	xlamu/da	χλαμύς	xlamu/s	n-s---fa-
χλαμύδος	xlamu/dos	χλαμύς	xlamu/s	n-s---fg-
χολήν	xolh/n	χολή	xolh/	n-s---fa-
χορηγεῖν	xorhgei=n	χορηγέω	xorhge/w	v--pna---
χορηγοῦντος	xorhgou=ntos	χορηγέω	xorhge/w	v-sppamg-
χορηγοῦντος	xorhgou=ntos	χορηγέω	xorhge/w	v-sppang-
χορηγίαις	xorhgi/ais	χορηγία	xorhgi/a	n-p---fd-
χορηγός	xorhgo/s	χορηγός	xorhgo/s	n-s---mn-
χοροί	xoroi/	χορός	xoro/s	n-p---mn-
χοροί	xoroi/	χορός	xoro/s	n-p---mv-
χρειῶν	xreiw=n	χρέος	xre/os	n-p---ng-
χρειῶν	xreiw=n	χρεία	xrei/a	n-p---fg-
χρειῶν	xreiw=n	χρείζω	xrei/zw	v-sfpamn-
χρειῶν	xreiw=n	χρεώ	xrew/	n-p---fg-
χρείαν	xrei/an	χρεία	xrei/a	n-s---fa-
χρείας	xrei/as	χρεία	xrei/a	n-p---fa-
χρείας	xrei/as	χρεία	xrei/a	n-s---fg-
χρεῖαι	xrei=ai	χράω2	xra/w2	v2spie---
χρεῖαι	xrei=ai	χρεία	xrei/a	n-p---fn-
χρεῖαι	xrei=ai	χρεία	xrei/a	n-p---fv-
χρηματισμόν	xrhmatismo/n	χρηματισμός	xrhmatismo/s	n-s---ma-
χρημάτων	xrhma/twn	χρῆμα	xrh=ma	n-p---ng-
χρησαμένους	xrhsame/nous	χράω2	xra/w2	v-papmma-
χρησιμωτάτους	xrhsimwta/tous	χρήσιμος	xrh/simos	a-p---mas
χρησιμωτάτους	xrhsimwta/tous	χρήσιμος	xrh/simos	a-p---mas
χρησάμενος	xrhsa/menos	χράω2	xra/w2	v-sapmmn-
χρυσοῦ	xrusou=	χρύσεος	xru/seos	a-s---mg-
χρυσοῦ	xrusou=	χρύσεος	xru/seos	a-s---ng-
χρυσοῦ	xrusou=	χρυσός	xruso/s	n-s---mg-
χρυσοῦ	xrusou=	χρυσόω	xruso/w	v2spme---
