Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
τὠμῷ	tw)mw=|	ἁμόσ1	a(mo/s1	a-s---md-
τὠμῷ	tw)mw=|	ἁμόσ1	a(mo/s1	a-s---nd-
τὠμῷ	tw)mw=|	ἀμάω1	a)ma/w1	v3spoa---
τὠμῷ	tw)mw=|	ἐμός	e)mo/s	a-s---md-
τὠμῷ	tw)mw=|	ἐμός	e)mo/s	a-s---nd-
τὠμῷ	tw)mw=|	ἡμός	h(mo/s	a-s---md-
τὠμῷ	tw)mw=|	ἡμός	h(mo/s	a-s---nd-
τὠμῷ	tw)mw=|	ἡμός	h(mo/s	a-s---md-
τὠμῷ	tw)mw=|	ἡμός	h(mo/s	a-s---nd-
τὠμῷ	tw)mw=|	ὀμάζω	o)ma/zw	v3sfoa---
τὠμῷ	tw)mw=|	ὠμός	w)mo/s	a-s---md-
τὠμῷ	tw)mw=|	ὠμός	w)mo/s	a-s---nd-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	n-d---fv-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fn-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fv-
τάλαιναν	ta/lainan	τάλας	ta/las	a-s---fa-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fv-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fv-
τάλας	ta/las	τάλας	ta/las	a-s---mn-
τάν	ta/n	ὁ	o(	l-s---fa-
τάνδε	ta/nde	ὅδε	o(/de	n-s---fa-
τάνδ’	ta/nd'	ὅδε	o(/de	n-s---fa-
τάς	ta/s	ὁ	o(	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	v3siia---
τάσδ’	ta/sd'	ὅδε	o(/de	n-p---fa-
τάσδ’	ta/sd'	τάσσω	ta/ssw	v2spma---
τάσδ’	ta/sd'	τάσσω	ta/ssw	v3siia---
τάχα	ta/xa	τάχα	ta/xa	d--------
τάχα	ta/xa	τάχος	ta/xos	n-p---nn-
τάχα	ta/xa	τάχος	ta/xos	n-p---nv-
τάχα	ta/xa	τάχος	ta/xos	n-p---na-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nn-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nv-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---na-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---na-
τάχους	ta/xous	τάχος	ta/xos	n-s---ng-
τάχ’	ta/x'	τάχα	ta/xa	d--------
τέ	te/	σύ	su/	p-s----a-
τέ	te/	τε	te	g--------
τέγγει	te/ggei	τέγγω	te/ggw	v2spie---
τέγγει	te/ggei	τέγγω	te/ggw	v3spia---
τέγγει	te/ggei	τέγγω	te/ggw	v2spim---
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3sria---
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3plia---
τέκετο	te/keto	τίκτω	ti/ktw	v3saim---
τέκνοις	te/knois	τέκνον	te/knon	n-p---nd-
τέκνοισι	te/knoisi	τέκνον	te/knon	n-p---nd-
τέκνον	te/knon	τέκνον	te/knon	n-s---nn-
τέκνον	te/knon	τέκνον	te/knon	n-s---nv-
τέκνον	te/knon	τέκνον	te/knon	n-s---na-
τέκνων	te/knwn	τέκνον	te/knon	n-p---ng-
τέκνων	te/knwn	τεκνόω	tekno/w	v3piia---
τέκνων	te/knwn	τεκνόω	tekno/w	v1siia---
τέκτονος	te/ktonos	τέκτων	te/ktwn	n-s---mg-
τέλη	te/lh	τέλος	te/los	n-p---nn-
τέλη	te/lh	τέλος	te/los	n-p---nv-
τέλη	te/lh	τέλος	te/los	n-p---na-
τέλη	te/lh	τέλος	te/los	n-d---nn-
τέλη	te/lh	τέλος	te/los	n-d---nv-
τέλη	te/lh	τέλος	te/los	n-d---na-
τέλη	te/lh	τελέω	tele/w	v2spma---
τέλη	te/lh	τελέω	tele/w	v3siia---
τέλος	te/los	τέλος	te/los	n-s---nn-
τέλος	te/los	τέλος	te/los	n-s---nv-
τέλος	te/los	τέλος	te/los	n-s---na-
τέρας	te/ras	τέρας	te/ras	n-s---nn-
τέρας	te/ras	τέρας	te/ras	n-s---nv-
τέρας	te/ras	τέρας	te/ras	n-s---na-
τέρψεις	te/ryeis	τέρπω	te/rpw	v2sasa---
τέρψεις	te/ryeis	τέρπω	te/rpw	v2sfia---
τέρψεις	te/ryeis	τέρψις	te/ryis	n-p---fn-
τέρψεις	te/ryeis	τέρψις	te/ryis	n-p---fv-
τέρψεις	te/ryeis	τέρψις	te/ryis	n-p---fn-
τέρψεις	te/ryeis	τέρψις	te/ryis	n-p---fa-
τέρψιν	te/ryin	τέρψις	te/ryis	n-s---fa-
τέρψις	te/ryis	τέρψις	te/ryis	n-p---fa-
τέρψις	te/ryis	τέρψις	te/ryis	n-s---fn-
τέχνην	te/xnhn	τέχνη	te/xnh	n-s---fa-
τήν	th/n	ὁ	o(	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	n-s---fa-
τήνδ’	th/nd'	ὅδε	o(/de	n-s---fa-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίκτει	ti/ktei	τίκτω	ti/ktw	v2spie---
τίκτει	ti/ktei	τίκτω	ti/ktw	v3spia---
τίνα	ti/na	τίς	ti/s	n-s---ma-
τίνα	ti/na	τίς	ti/s	n-s---fa-
τίνα	ti/na	τίς	ti/s	n-p---nn-
τίνα	ti/na	τίς	ti/s	n-p---nv-
τίνα	ti/na	τίς	ti/s	n-p---na-
τίνα	ti/na	τις	tis	p-s---ma-
τίνα	ti/na	τις	tis	p-s---fa-
τίνα	ti/na	τις	tis	p-p---nn-
τίνα	ti/na	τις	tis	p-p---nv-
τίνα	ti/na	τις	tis	p-p---na-
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2siia---
τίνες	ti/nes	τίς	ti/s	n-p---mn-
τίνες	ti/nes	τίς	ti/s	n-p---mv-
τίνες	ti/nes	τίς	ti/s	n-p---fn-
τίνες	ti/nes	τίς	ti/s	n-p---fv-
τίνες	ti/nes	τις	tis	p-p---mn-
τίνες	ti/nes	τις	tis	p-p---mv-
τίνες	ti/nes	τις	tis	p-p---fn-
τίνες	ti/nes	τις	tis	p-p---fv-
τίνι	ti/ni	τίς	ti/s	n-s----d-
τίνι	ti/ni	τις	tis	p-s----d-
τίνος	ti/nos	τίς	ti/s	n-s----g-
τίνος	ti/nos	τις	tis	p-s----g-
τίς	ti/s	τίς	ti/s	n-s---mn-
τίς	ti/s	τίς	ti/s	n-s---fn-
τίς	ti/s	τις	tis	p-s---mn-
τίς	ti/s	τις	tis	p-s---fn-
τίσαιτ’	ti/sait'	τίνω	ti/nw	v3saom---
τίσαιτ’	ti/sait'	τίνω	ti/nw	v2paoa---
τίσαιτ’	ti/sait'	τίζω	ti/zw	v3saom---
τίσαιτ’	ti/sait'	τίζω	ti/zw	v2paoa---
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόδε	to/de	ὅδε	o(/de	n-s---nn-
τόδε	to/de	ὅδε	o(/de	n-s---nv-
τόδε	to/de	ὅδε	o(/de	n-s---na-
τόδ’	to/d'	ὅδε	o(/de	n-s---nn-
τόδ’	to/d'	ὅδε	o(/de	n-s---nv-
τόδ’	to/d'	ὅδε	o(/de	n-s---na-
τόκον	to/kon	τόκος	to/kos	n-s---ma-
τόλμας	to/lmas	τόλμα	to/lma	n-p---fa-
τόλμας	to/lmas	τόλμα	to/lma	n-s---fg-
τόλμας	to/lmas	τολμάω	tolma/w	v2siia---
τόλμησον	to/lmhson	τολμάω	tolma/w	v2sama---
τόν	to/n	ὁ	o(	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---na-
τόξα	to/ca	τόξον	to/con	n-p---nn-
τόξα	to/ca	τόξον	to/con	n-p---nv-
τόξα	to/ca	τόξον	to/con	n-p---na-
τόξου	to/cou	τόξον	to/con	n-s---ng-
τόξων	to/cwn	τόξον	to/con	n-p---ng-
τόποις	to/pois	τόπος	to/pos	n-p---md-
τόπων	to/pwn	τόπος	to/pos	n-p---mg-
τότε	to/te	τότε	to/te	d--------
τότ’	to/t'	τότε	to/te	d--------
τύραννε	tu/ranne	τύραννος	tu/rannos	n-s---mv-
τύχη	tu/xh	τύχη	tu/xh	n-s---fn-
τύχη	tu/xh	τύχη	tu/xh	n-s---fv-
τύχης	tu/xhs	τύχη	tu/xh	n-s---fg-
τᾶς	ta=s	ὁ	o(	l-s---fg-
τᾷδέ	ta=|de/	ὅδε	o(/de	n-s---fd-
τῆμος	th=mos	τῆμος	th=mos	d--------
τῆς	th=s	ὁ	o(	l-s---fg-
τῆσδε	th=sde	ὅδε	o(/de	n-s---fg-
τῆσδέ	th=sde/	ὅδε	o(/de	n-s---fg-
τῇ	th=|	ὁ	o(	l-s---fd-
τῇ	th=|	τῇ	th=|	d--------
τῇδε	th=|de	ὅδε	o(/de	n-s---fd-
τῇδε	th=|de	τῇδε	th=|de	d--------
τῇδ’	th=|d'	ὅδε	o(/de	n-s---fd-
τῇδ’	th=|d'	τῇδε	th=|de	d--------
τῳ	tw|	τις	tis	p-s----d-
τῶν	tw=n	ὁ	o(	l-p---fg-
τῶν	tw=n	ὁ	o(	l-p---mg-
τῶν	tw=n	ὁ	o(	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---ng-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---fg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---mg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---ng-
τῷ	tw=|	ὁ	o(	l-s---md-
τῷ	tw=|	ὁ	o(	l-s---nd-
τῷ	tw=|	τίς	ti/s	n-s----d-
τῷ	tw=|	τις	tis	p-s----d-
τῷ	tw=|	τῷ	tw=|	d--------
τῷδε	tw=|de	ὅδε	o(/de	n-s---md-
τῷδε	tw=|de	ὅδε	o(/de	n-s---nd-
φαμί	fami/	φημί	fhmi/	v1spia---
φανερά	fanera/	φανερός	fanero/s	a-p---nn-
φανερά	fanera/	φανερός	fanero/s	a-p---nv-
φανερά	fanera/	φανερός	fanero/s	a-p---na-
φανερά	fanera/	φανερός	fanero/s	a-d---fn-
φανερά	fanera/	φανερός	fanero/s	a-d---fv-
φανερά	fanera/	φανερός	fanero/s	a-d---fa-
φανερά	fanera/	φανερός	fanero/s	a-s---fn-
φανερά	fanera/	φανερός	fanero/s	a-s---fv-
φανερά	fanera/	φανερός	fanero/s	n-p---nn-
φανερά	fanera/	φανερός	fanero/s	n-p---nv-
φανερά	fanera/	φανερός	fanero/s	n-p---na-
φανερός	fanero/s	φανερός	fanero/s	a-s---mn-
φανερός	fanero/s	φανερός	fanero/s	n-s---mn-
φανερός	fanero/s	φανερός	fanero/s	n-s---fn-
φανείην	fanei/hn	φαίνω	fai/nw	v1saop---
φανείς	fanei/s	φαίνω	fai/nw	v-sappmn-
φανείς	fanei/s	φαίνω	fai/nw	v-sappmv-
φανεῖν	fanei=n	φαίνω	fai/nw	v--ana---
φανεῖν	fanei=n	φαίνω	fai/nw	v--fna---
φανεῖν	fanei=n	φανάω	fana/w	v--pna---
φανεῖς	fanei=s	φαίνω	fai/nw	v2sasp---
φανεῖς	fanei=s	φαίνω	fai/nw	v2sfia---
φανεῖς	fanei=s	φανάω	fana/w	v2spia---
φανθέν	fanqe/n	φαίνω	fai/nw	v-sappnn-
φανθέν	fanqe/n	φαίνω	fai/nw	v-sappnv-
φανθέν	fanqe/n	φαίνω	fai/nw	v-sappna-
φανέντα	fane/nta	φαίνω	fai/nw	v-pappnn-
φανέντα	fane/nta	φαίνω	fai/nw	v-pappnv-
φανέντα	fane/nta	φαίνω	fai/nw	v-pappna-
φανέντα	fane/nta	φαίνω	fai/nw	v-sappma-
φανήσομαι	fanh/somai	φαίνω	fai/nw	v1sfip---
φανήσομαι	fanh/somai	φανάω	fana/w	v1sasm---
φανήσομαι	fanh/somai	φανάω	fana/w	v1sfim---
φανῇ	fanh=|	φαίνω	fai/nw	v3sasp---
φανῇ	fanh=|	φαίνω	fai/nw	v2sfim---
φανῇ	fanh=|	φανάω	fana/w	v2spse---
φανῇ	fanh=|	φανάω	fana/w	v2spie---
φανῇ	fanh=|	φανάω	fana/w	v3spsa---
φανῇ	fanh=|	φανάω	fana/w	v3spia---
φανῇ	fanh=|	φανάω	fana/w	v2spse---
φανῇ	fanh=|	φανάω	fana/w	v2spie---
φανῇ	fanh=|	φανάω	fana/w	v3spsa---
φανῇ	fanh=|	φανή	fanh/	n-s---fd-
φανῇ	fanh=|	φανόσ1	fano/s1	a-s---fd-
φανῇς	fanh=|s	φαίνω	fai/nw	v2sasp---
φανῇς	fanh=|s	φανάω	fana/w	v2spsa---
φανῇς	fanh=|s	φανάω	fana/w	v2spia---
φανῇς	fanh=|s	φανάω	fana/w	v2spsa---
φανῇς	fanh=|s	φανή	fanh/	n-p---fd-
φανῇς	fanh=|s	φανόσ1	fano/s1	a-p---fd-
φανῶ	fanw=	φαίνω	fai/nw	v1sasp---
φανῶ	fanw=	φαίνω	fai/nw	v1sfia---
φανῶ	fanw=	φανάω	fana/w	v2spme---
φανῶ	fanw=	φανάω	fana/w	v1spsa---
φανῶ	fanw=	φανάω	fana/w	v1spia---
φανῶ	fanw=	φανάω	fana/w	v1spsa---
φανῶ	fanw=	φανάω	fana/w	v1spia---
φανῶ	fanw=	φανάω	fana/w	v2siie---
φανῶ	fanw=	φανόσ1	fano/s1	a-s---mg-
φανῶ	fanw=	φανόσ1	fano/s1	a-s---ng-
φανῶ	fanw=	φανόσ2	fano/s2	n-s---mg-
φαρμακεύς	farmakeu/s	φαρμακεύς	farmakeu/s	n-s---mn-
φασγάνου	fasga/nou	φάσγανον	fa/sganon	n-s---ng-
φασγάνῳ	fasga/nw|	φάσγανον	fa/sganon	n-s---nd-
φασί	fasi/	φημί	fhmi/	v3ppia---
φασί	fasi/	φημί	fhmi/	v3spia---
φασίν	fasi/n	φημί	fhmi/	v3ppia---
φασίν	fasi/n	φημί	fhmi/	v3spia---
φαίη	fai/h	φημί	fhmi/	v3spoa---
φαίνων	fai/nwn	φαίνω	fai/nw	v-sppamn-
φεῦ	feu=	φεῦ	feu=	x--------
φηγόν	fhgo/n	φηγός	fhgo/s	n-s---fa-
φημι	fhmi	φημί	fhmi/	v1spia---
φημί	fhmi/	φημί	fhmi/	v1spia---
φησ’	fhs'	φημί	fhmi/	v3spia---
φθείρει	fqei/rei	φθείρω	fqei/rw	v3sasa---
φθείρει	fqei/rei	φθείρω	fqei/rw	v2spie---
φθείρει	fqei/rei	φθείρω	fqei/rw	v3spia---
φθίμενος	fqi/menos	φθίω	fqi/w	v-sapmmn-
φθίνει	fqi/nei	φθίω	fqi/w	v2spie---
φθίνει	fqi/nei	φθίω	fqi/w	v3spia---
φθίνει	fqi/nei	φθινάω	fqina/w	v2spma---
φθίνει	fqi/nei	φθινάω	fqina/w	v3siia---
φθίνει	fqi/nei	φθινέω	fqine/w	v2spma---
φθίνει	fqi/nei	φθινέω	fqine/w	v3siia---
φθίνοντι	fqi/nonti	φθίω	fqi/w	v-sppamd-
φθίνοντι	fqi/nonti	φθίω	fqi/w	v-sppand-
φθίνοντι	fqi/nonti	φθίω	fqi/w	v3ppia---
φθίνοντος	fqi/nontos	φθίω	fqi/w	v-sppamg-
φθίνοντος	fqi/nontos	φθίω	fqi/w	v-sppang-
φθίνουσαν	fqi/nousan	φθίω	fqi/w	v-sppafa-
φθίσας	fqi/sas	φθίω	fqi/w	v-sapamn-
φθίσας	fqi/sas	φθίω	fqi/w	v-sapamv-
φθίσας	fqi/sas	φθίω	fqi/w	v-sapamn-
φθίσας	fqi/sas	φθίω	fqi/w	v-sapamv-
φθίσας	fqi/sas	φθίω	fqi/w	v2saia---
φθίσας	fqi/sas	φθῖσα	fqi=sa	n-p---fa-
φθίσας	fqi/sas	φθῖσα	fqi=sa	n-s---fg-
φθόνησις	fqo/nhsis	φθόνησις	fqo/nhsis	n-s---fn-
φθόνον	fqo/non	φθόνος	fqo/nos	n-s---ma-
φιλεῖ	filei=	φιλέω	file/w	v2spie---
φιλεῖ	filei=	φιλέω	file/w	v3spia---
φιλεῖν	filei=n	φιλέω	file/w	v--pna---
φιτύσας	fitu/sas	φιτύω	fitu/w	v-sapamn-
φιτύσας	fitu/sas	φιτύω	fitu/w	v-sapamv-
φλεγέθων	flege/qwn	φλεγέθω	flege/qw	v-sppamn-
φλογιζόμενον	flogizo/menon	φλογίζω	flogi/zw	v-sppema-
φλογιζόμενον	flogizo/menon	φλογίζω	flogi/zw	v-sppenn-
φλογιζόμενον	flogizo/menon	φλογίζω	flogi/zw	v-sppenv-
φλογιζόμενον	flogizo/menon	φλογίζω	flogi/zw	v-sppena-
φλόγα	flo/ga	φλόξ	flo/c	n-s---fa-
φλόξ	flo/c	φλόξ	flo/c	n-s---fn-
φλόξ	flo/c	φλόξ	flo/c	n-s---fv-
φοβεῖ	fobei=	φοβέω	fobe/w	v2spie---
φοβεῖ	fobei=	φοβέω	fobe/w	v3spia---
φοβουμένη	foboume/nh	φοβέω	fobe/w	v-sppefn-
φοβουμένη	foboume/nh	φοβέω	fobe/w	v-sppefv-
φοβοῦμαι	fobou=mai	φοβέω	fobe/w	v1spie---
φοινίας	foini/as	φοίνιος	foi/nios	a-p---fa-
φοινίας	foini/as	φοίνιος	foi/nios	a-s---fg-
φοιτάδα	foita/da	φοιτάς	foita/s	n-s---fa-
φοιτῶν	foitw=n	φοίτης	foi/ths	n-p---mg-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamv-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppann-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppanv-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppana-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamn-
φοιτῶν	foitw=n	φοιτάω	foita/w	v-sppamn-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpamv-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpann-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpanv-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpana-
φοιτῶν	foitw=n	φοιτάζω	foita/zw	v-sfpamn-
φονέα	fone/a	φονεύς	foneu/s	n-s---ma-
φονίᾳ	foni/a|	φόνιος	fo/nios	a-s---fd-
φονῶν	fonw=n	φονάω	fona/w	v-sppamv-
φονῶν	fonw=n	φονάω	fona/w	v-sppann-
φονῶν	fonw=n	φονάω	fona/w	v-sppanv-
φονῶν	fonw=n	φονάω	fona/w	v-sppana-
φονῶν	fonw=n	φονάω	fona/w	v-sppamn-
φονῶν	fonw=n	φονάω	fona/w	v-sppamn-
φονῶν	fonw=n	φονή	fonh/	n-p---fg-
φονῶν	fonw=n	φονός	fono/s	n-p---fg-
φονῶν	fonw=n	φονόω	fono/w	v-sppamv-
φονῶν	fonw=n	φονόω	fono/w	v-sppann-
φονῶν	fonw=n	φονόω	fono/w	v-sppanv-
φονῶν	fonw=n	φονόω	fono/w	v-sppana-
φονῶν	fonw=n	φονόω	fono/w	v-sppamn-
φονῶν	fonw=n	φονόω	fono/w	v--pna---
φορεῖ	forei=	φορέω	fore/w	v2spie---
φορεῖ	forei=	φορέω	fore/w	v3spia---
φορεῖ	forei=	φορεύς	foreu/s	n-s---md-
φορᾶς	fora=s	φορά	fora/	n-s---fg-
φορᾶς	fora=s	φορεύς	foreu/s	n-p---ma-
φρενοῦν	frenou=n	φρενόω	freno/w	v-sppamv-
φρενοῦν	frenou=n	φρενόω	freno/w	v-sppann-
φρενοῦν	frenou=n	φρενόω	freno/w	v-sppanv-
φρενοῦν	frenou=n	φρενόω	freno/w	v-sppana-
φρενοῦν	frenou=n	φρενόω	freno/w	v--pna---
φρενί	freni/	φρήν	frh/n	n-s---fd-
φρενός	freno/s	φρήν	frh/n	n-s---fg-
φρονεῖ	fronei=	φρονέω	frone/w	v2spie---
φρονεῖ	fronei=	φρονέω	frone/w	v3spia---
φρονεῖν	fronei=n	φρονέω	frone/w	v--pna---
φρονεῖς	fronei=s	φρονέω	frone/w	v2spia---
φρονοῦμεν	fronou=men	φρονέω	frone/w	v1ppia---
φρονοῦμεν	fronou=men	φρονέω	frone/w	v1piia---
φρονοῦντα	fronou=nta	φρονέω	frone/w	v-pppann-
φρονοῦντα	fronou=nta	φρονέω	frone/w	v-pppanv-
φρονοῦντα	fronou=nta	φρονέω	frone/w	v-pppana-
φρονοῦντα	fronou=nta	φρονέω	frone/w	v-sppama-
φρονοῦσαν	fronou=san	φρονέω	frone/w	v-sppafa-
φροντίδων	fronti/dwn	φροντίς	fronti/s	n-p---fg-
φρονῶ	fronw=	φρονέω	frone/w	v1spsa---
φρονῶ	fronw=	φρονέω	frone/w	v1spia---
φρουράν	froura/n	φρουρά	froura/	n-s---fa-
φρούρουν	frou/roun	φρουρέω	froure/w	v3piia---
φρούρουν	frou/roun	φρουρέω	froure/w	v1siia---
φράζε	fra/ze	φράζω	fra/zw	v2spma---
φράζε	fra/ze	φράζω	fra/zw	v3siia---
φράζω	fra/zw	φράζω	fra/zw	v1spsa---
φράζω	fra/zw	φράζω	fra/zw	v1spia---
φράζ’	fra/z'	φράζω	fra/zw	v2spma---
φράζ’	fra/z'	φράζω	fra/zw	v3siia---
φράσαι	fra/sai	φράζω	fra/zw	v-sfpafd-
φράσαι	fra/sai	φράζω	fra/zw	v2samm---
φράσαι	fra/sai	φράζω	fra/zw	v--ana---
φράσαι	fra/sai	φράζω	fra/zw	v3saoa---
φράσεις	fra/seis	φράσις	fra/sis	n-p---fn-
φράσεις	fra/seis	φράσις	fra/sis	n-p---fv-
φράσεις	fra/seis	φράσις	fra/sis	n-p---fn-
φράσεις	fra/seis	φράσις	fra/sis	n-p---fa-
φράσεις	fra/seis	φράζω	fra/zw	v2sasa---
φράσεις	fra/seis	φράζω	fra/zw	v2sfia---
φράσον	fra/son	φράζω	fra/zw	v2sama---
φράσον	fra/son	φράζω	fra/zw	v-sfpamv-
φράσον	fra/son	φράζω	fra/zw	v-sfpann-
φράσον	fra/son	φράζω	fra/zw	v-sfpanv-
φράσον	fra/son	φράζω	fra/zw	v-sfpana-
φράσουσα	fra/sousa	φράζω	fra/zw	v-sfpafn-
φράσουσα	fra/sousa	φράζω	fra/zw	v-sfpafv-
φράσουσ’	fra/sous'	φράζω	fra/zw	v-sfpafn-
φράσουσ’	fra/sous'	φράζω	fra/zw	v-sfpafv-
φράσουσ’	fra/sous'	φράζω	fra/zw	v3pasa---
φράσουσ’	fra/sous'	φράζω	fra/zw	v-pfpamd-
φράσουσ’	fra/sous'	φράζω	fra/zw	v-pfpand-
φράσουσ’	fra/sous'	φράζω	fra/zw	v3pfia---
φράσουσ’	fra/sous'	φράζω	fra/zw	v-pfpafn-
φράσουσ’	fra/sous'	φράζω	fra/zw	v-pfpafv-
φράσω	fra/sw	φράζω	fra/zw	v1sasa---
φράσω	fra/sw	φράζω	fra/zw	v1sfia---
φράσω	fra/sw	φράζω	fra/zw	v2saim---
φράσων	fra/swn	φράζω	fra/zw	v-sfpamn-
φρένας	fre/nas	φρήν	frh/n	n-p---fa-
φρήν	frh/n	φρήν	frh/n	n-s---fn-
φρήν	frh/n	φρήν	frh/n	n-s---fv-
φρόνει	fro/nei	φρόνις	fro/nis	n-d---fn-
φρόνει	fro/nei	φρόνις	fro/nis	n-d---fv-
φρόνει	fro/nei	φρόνις	fro/nis	n-d---fa-
φρόνει	fro/nei	φρόνις	fro/nis	n-s---fd-
φρόνει	fro/nei	φρόνις	fro/nis	n-s---fd-
φρόνει	fro/nei	φρονέω	frone/w	v2spma---
φρόνει	fro/nei	φρονέω	frone/w	v3siia---
φυλλάδα	fulla/da	φυλλάς	fulla/s	n-s---fa-
φυτεύσαντος	futeu/santos	φυτεύω	futeu/w	v-sapamg-
φυτεύσαντος	futeu/santos	φυτεύω	futeu/w	v-sapang-
φυτοσπόρον	futospo/ron	φυτοσπόρος	futospo/ros	n-s---ma-
φυτοσπόρον	futospo/ron	φυτοσπόρος	futospo/ros	n-s---fa-
φυτοσπόρον	futospo/ron	φυτοσπόρος	futospo/ros	n-s---nn-
φυτοσπόρον	futospo/ron	φυτοσπόρος	futospo/ros	n-s---nv-
φυτοσπόρον	futospo/ron	φυτοσπόρος	futospo/ros	n-s---na-
φωνεῖ	fwnei=	φωνέω	fwne/w	v2spie---
φωνεῖ	fwnei=	φωνέω	fwne/w	v3spia---
φωνεῖν	fwnei=n	φωνέω	fwne/w	v--pna---
φωνεῖς	fwnei=s	φωνέω	fwne/w	v2spia---
φωνήσασα	fwnh/sasa	φωνέω	fwne/w	v-sapafn-
φωνήσασα	fwnh/sasa	φωνέω	fwne/w	v-sapafv-
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	v2pama---
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	v3saim---
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	v2paia---
φωτός	fwto/s	φάος	fa/os	n-s---ng-
φωτός	fwto/s	φώς	fw/s	n-s---mg-
φάρη	fa/rh	φάρος	fa/ros	n-p---nn-
φάρη	fa/rh	φάρος	fa/ros	n-p---nv-
φάρη	fa/rh	φάρος	fa/ros	n-p---na-
φάρη	fa/rh	φάρος	fa/ros	n-d---nn-
φάρη	fa/rh	φάρος	fa/ros	n-d---nv-
φάρη	fa/rh	φάρος	fa/ros	n-d---na-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---nn-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---nv-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---na-
φάρη	fa/rh	φᾶρος	fa=ros	n-d---nn-
φάρη	fa/rh	φᾶρος	fa=ros	n-d---nv-
φάρη	fa/rh	φᾶρος	fa=ros	n-d---na-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---nn-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---nv-
φάρη	fa/rh	φᾶρος	fa=ros	n-p---na-
