Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
πολιτῶν	politw=n	πολίτης	poli/ths	n-p---mg-
πολιός	polio/s	πολιός	polio/s	a-s---mn-
πολιός	polio/s	πολιός	polio/s	n-s---mn-
πολιός	polio/s	πολιός	polio/s	n-s---fn-
πολλαί	pollai/	πολύς	polu/s	a-p---fn-
πολλαί	pollai/	πολύς	polu/s	a-p---fv-
πολλαῖσί	pollai=si/	πολύς	polu/s	a-p---fd-
πολλούς	pollou/s	πολύς	polu/s	a-p---ma-
πολλά	polla/	πολύς	polu/s	a-d---fn-
πολλά	polla/	πολύς	polu/s	a-d---fv-
πολλά	polla/	πολύς	polu/s	a-d---fa-
πολλά	polla/	πολύς	polu/s	a-s---fn-
πολλά	polla/	πολύς	polu/s	a-s---fv-
πολλά	polla/	πολύς	polu/s	a-p---nn-
πολλά	polla/	πολύς	polu/s	a-p---nv-
πολλά	polla/	πολύς	polu/s	a-p---na-
πολλάκις	polla/kis	πολλάκις	polla/kis	d--------
πολλή	pollh/	πολύς	polu/s	a-s---fn-
πολλή	pollh/	πολύς	polu/s	a-s---fv-
πολλήν	pollh/n	πολύς	polu/s	a-s---fa-
πολλῶν	pollw=n	πολύς	polu/s	a-p---fg-
πολλῶν	pollw=n	πολύς	polu/s	a-p---mg-
πολλῶν	pollw=n	πολύς	polu/s	a-p---ng-
πολλῷ	pollw=|	πολύς	polu/s	a-s---md-
πολλῷ	pollw=|	πολύς	polu/s	a-s---nd-
πολέμου	pole/mou	πόλεμος	po/lemos	n-s---mg-
πολέμου	pole/mou	πολεμόω	polemo/w	v2spma---
πολέμου	pole/mou	πολεμόω	polemo/w	v3siia---
πολίτας	poli/tas	πολίτης	poli/ths	n-p---ma-
πολίτας	poli/tas	πολίτης	poli/ths	n-s---mn-
πολύ	polu/	πολύς	polu/s	n-s---nn-
πολύ	polu/	πολύς	polu/s	n-s---nv-
πολύ	polu/	πολύς	polu/s	n-s---na-
πολύν	polu/n	πολύς	polu/s	n-s---ma-
πολύπειρον	polu/peiron	πολύπειρος	polu/peiros	n-s---ma-
πολύπειρον	polu/peiron	πολύπειρος	polu/peiros	n-s---fa-
πολύπειρον	polu/peiron	πολύπειρος	polu/peiros	n-s---nn-
πολύπειρον	polu/peiron	πολύπειρος	polu/peiros	n-s---nv-
πολύπειρον	polu/peiron	πολύπειρος	polu/peiros	n-s---na-
πολύς	polu/s	πολύς	polu/s	n-s---mn-
πονηρούς	ponhrou/s	πονηρός	ponhro/s	a-p---ma-
πονηροῖς	ponhroi=s	πονηρός	ponhro/s	a-p---md-
πονηροῖς	ponhroi=s	πονηρός	ponhro/s	a-p---nd-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---ma-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---nn-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---nv-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---na-
πονηρός	ponhro/s	πονηρός	ponhro/s	a-s---mn-
πονηρότερον	ponhro/teron	πονηρός	ponhro/s	x--------
πονηρότερον	ponhro/teron	πονηρός	ponhro/s	a-s---ma-
πονηρότερον	ponhro/teron	πονηρός	ponhro/s	a-s---nn-
πονηρότερον	ponhro/teron	πονηρός	ponhro/s	a-s---nv-
πονηρότερον	ponhro/teron	πονηρός	ponhro/s	a-s---na-
πονηρᾶς	ponhra=s	πονηρός	ponhro/s	a-s---fg-
πονήρα	ponh/ra	πονηρός	ponhro/s	a-d---fn-
πονήρα	ponh/ra	πονηρός	ponhro/s	a-d---fv-
πονήρα	ponh/ra	πονηρός	ponhro/s	a-d---fa-
πονήρα	ponh/ra	πονηρός	ponhro/s	a-s---fn-
πονήρα	ponh/ra	πονηρός	ponhro/s	a-s---fv-
πορπακισάμενος	porpakisa/menos	πορπακίζομαι	porpaki/zomai	v-sapemn-
ποτε	pote	ποτέ	pote/	g--------
ποτάομαι	pota/omai	ποτάομαι	pota/omai	v1spie---
ποτέ	pote/	ποτέ	pote/	g--------
ποτέ	pote/	ποτός	poto/s	a-s---mv-
ποτί	poti/	πρός	pro/s	r--------
που	pou	πού	pou/	d--------
ποία	poi/a	πόα	po/a	n-d---fn-
ποία	poi/a	πόα	po/a	n-d---fv-
ποία	poi/a	πόα	po/a	n-d---fa-
ποία	poi/a	πόα	po/a	n-s---fn-
ποία	poi/a	πόα	po/a	n-s---fv-
ποία	poi/a	ποῖος	poi=os	a-d---fn-
ποία	poi/a	ποῖος	poi=os	a-d---fv-
ποία	poi/a	ποῖος	poi=os	a-d---fa-
ποία	poi/a	ποῖος	poi=os	a-s---fn-
ποία	poi/a	ποῖος	poi=os	a-s---fv-
ποίει	poi/ei	ποιέω	poie/w	v2spma---
ποίει	poi/ei	ποιέω	poie/w	v3siia---
ποίοισιν	poi/oisin	ποῖος	poi=os	a-p---md-
ποίοισιν	poi/oisin	ποῖος	poi=os	a-p---nd-
ποίοισιν	poi/oisin	ποιέω	poie/w	v-pppamd-
ποίοισιν	poi/oisin	ποιέω	poie/w	v-pppand-
ποίων	poi/wn	ποῖος	poi=os	a-p---fg-
ποίων	poi/wn	ποῖος	poi=os	a-p---mg-
ποίων	poi/wn	ποῖος	poi=os	a-p---ng-
ποίων	poi/wn	ποιέω	poie/w	v-sppamn-
ποίων	poi/wn	ποιόω	poio/w	v3piia---
ποίων	poi/wn	ποιόω	poio/w	v1siia---
πού	pou/	πού	pou/	d--------
ποῖ	poi=	ποι	poi	d--------
ποῖ	poi=	ποῖ	poi=	d--------
ποῖοι	poi=oi	ποῖος	poi=os	a-p---mn-
ποῖοι	poi=oi	ποῖος	poi=os	a-p---mv-
ποῖον	poi=on	ποῖος	poi=os	a-s---ma-
ποῖον	poi=on	ποῖος	poi=os	a-s---nn-
ποῖον	poi=on	ποῖος	poi=os	a-s---nv-
ποῖον	poi=on	ποῖος	poi=os	a-s---na-
ποῖος	poi=os	ποῖος	poi=os	a-s---mn-
ποῦ	pou=	πού	pou/	d--------
ποῦ	pou=	ποῦ	pou=	x--------
πραγμάτων	pragma/twn	πρᾶγμα	pra=gma	n-p---ng-
πρεπτόν	prepto/n	πρεπτός	prepto/s	a-s---ma-
πρεπτόν	prepto/n	πρεπτός	prepto/s	a-s---nn-
πρεπτόν	prepto/n	πρεπτός	prepto/s	a-s---nv-
πρεπτόν	prepto/n	πρεπτός	prepto/s	a-s---na-
πρεσβειῶν	presbeiw=n	πρέσβεια	pre/sbeia	n-p---fg-
πρεσβειῶν	presbeiw=n	πρεσβεία	presbei/a	n-p---fg-
πρεσβεύσομεν	presbeu/somen	πρεσβεύω	presbeu/w	v1pasa---
πρεσβεύσομεν	presbeu/somen	πρεσβεύω	presbeu/w	v1pfia---
πρεσβυτάταις	presbuta/tais	πρέσβυς	pre/sbus	a-p---fd-
πρηστῆρι	prhsth=ri	πρηστήρ	prhsth/r	n-s---md-
προαγορεύω	proagoreu/w	προαγορεύω	proagoreu/w	v1spsa---
προαγορεύω	proagoreu/w	προαγορεύω	proagoreu/w	v1spia---
προαγορεύω	proagoreu/w	προαγορεύω	proagoreu/w	v1spsa---
προαγορεύω	proagoreu/w	προαγορεύω	proagoreu/w	v1spia---
προβούλοις	probou/lois	πρόβουλος	pro/boulos	n-p---md-
προβούλοις	probou/lois	πρόβουλος	pro/boulos	n-p---fd-
προβούλοις	probou/lois	πρόβουλος	pro/boulos	n-p---nd-
προβάλλει	proba/llei	προβάλλω	proba/llw	v2spie---
προβάλλει	proba/llei	προβάλλω	proba/llw	v3spia---
προδώσομεν	prodw/somen	προδίδωμι	prodi/dwmi	v1pfia---
προπύλαια	propu/laia	προπύλαιος	propu/laios	a-p---nn-
προπύλαια	propu/laia	προπύλαιος	propu/laios	a-p---nv-
προπύλαια	propu/laia	προπύλαιος	propu/laios	a-p---na-
προσαιτῶν	prosaitw=n	προσαίτης	prosai/ths	n-p---mg-
προσαιτῶν	prosaitw=n	προσαιτέω	prosaite/w	v-sppamn-
προσαιτῶν	prosaitw=n	προσαιτέω	prosaite/w	v-sppamn-
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v2spme---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spia---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spia---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v2spme---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spia---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v1spia---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v2siie---
προσδοκῶ	prosdokw=	προσδοκάω	prosdoka/w	v2siie---
προσδοκῶ	prosdokw=	προσδοκέω	prosdoke/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκέω	prosdoke/w	v1spia---
προσδοκῶ	prosdokw=	προσδοκέω	prosdoke/w	v1spsa---
προσδοκῶ	prosdokw=	προσδοκέω	prosdoke/w	v1spia---
προσεδόκων	prosedo/kwn	προσδοκάω	prosdoka/w	v3piia---
προσεδόκων	prosedo/kwn	προσδοκάω	prosdoka/w	v1siia---
προσελθών	proselqw/n	προσέρχομαι	prose/rxomai	v-sapamn-
προσεπιωρκήσαμεν	prosepiwrkh/samen	πρόσ-ἐπιορκέω	pro/s-e)piorke/w	v1paia---
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-sppafn-
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-sppafv-
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-pppamd-
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-pppand-
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-pppafn-
προσιοῦσ’	prosiou=s'	πρόσειμι1	pro/seimi1	v-pppafv-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-sfpafn-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-sfpafv-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-pfpamd-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-pfpand-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v3pfia---
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-pfpafn-
προσιοῦσ’	prosiou=s'	προσίζω	prosi/zw	v-pfpafv-
προσιόντα	prosio/nta	πρόσειμι1	pro/seimi1	v-sppama-
προσιόντα	prosio/nta	πρόσειμι1	pro/seimi1	v-pppann-
προσιόντα	prosio/nta	πρόσειμι1	pro/seimi1	v-pppanv-
προσιόντα	prosio/nta	πρόσειμι1	pro/seimi1	v-pppana-
προσκεφάλαιον	proskefa/laion	προσκεφάλαιον	proskefa/laion	n-s---nn-
προσκεφάλαιον	proskefa/laion	προσκεφάλαιον	proskefa/laion	n-s---nv-
προσκεφάλαιον	proskefa/laion	προσκεφάλαιον	proskefa/laion	n-s---na-
προσκινήσομαι	proskinh/somai	προσκινέομαι	proskine/omai	v1sase---
προσκινήσομαι	proskinh/somai	προσκινέομαι	proskine/omai	v1sfie---
προσλαβοῦ	proslabou=	προσλαμβάνω	proslamba/nw	v2samm---
προσοίσει	prosoi/sei	προσφέρω	prosfe/rw	v2sfim---
προσοίσει	prosoi/sei	προσφέρω	prosfe/rw	v3sfia---
προσοίσεις	prosoi/seis	προσφέρω	prosfe/rw	v2sfia---
προσπεσόν	prospeso/n	προσπίτνω	prospi/tnw	v-sapamv-
προσπεσόν	prospeso/n	προσπίτνω	prospi/tnw	v-sapann-
προσπεσόν	prospeso/n	προσπίτνω	prospi/tnw	v-sapanv-
προσπεσόν	prospeso/n	προσπίτνω	prospi/tnw	v-sapana-
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v2pama---
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v2pama---
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v3saim---
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v3saim---
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v2paia---
προσταλαιπωρήσατ’	prostalaipwrh/sat'	προσταλαιπωρέω	prostalaipwre/w	v2paia---
προσταλαιπωρήσομεν	prostalaipwrh/somen	προσταλαιπωρέω	prostalaipwre/w	v1pasa---
προσταλαιπωρήσομεν	prostalaipwrh/somen	προσταλαιπωρέω	prostalaipwre/w	v1pfia---
προσταλαιπωρήσομεν	prostalaipwrh/somen	προσταλαιπωρέω	prostalaipwre/w	v1pasa---
προσταλαιπωρήσομεν	prostalaipwrh/somen	προσταλαιπωρέω	prostalaipwre/w	v1pfia---
προστέτακται	proste/taktai	προστάσσω	prosta/ssw	v3srie---
προσφέρειν	prosfe/rein	προσφέρω	prosfe/rw	v--pna---
προσφέρῃ	prosfe/rh|	προσφέρω	prosfe/rw	v2spse---
προσφέρῃ	prosfe/rh|	προσφέρω	prosfe/rw	v2spie---
προσφέρῃ	prosfe/rh|	προσφέρω	prosfe/rw	v3spsa---
προσέρχεται	prose/rxetai	προσέρχομαι	prose/rxomai	v3spie---
προσέρχονταί	prose/rxontai/	προσέρχομαι	prose/rxomai	v3ppie---
προσέτι	prose/ti	προσέτι	prose/ti	d--------
προσίοιμεν	prosi/oimen	πρόσειμι1	pro/seimi1	v1ppoa---
προτέραν	prote/ran	πρότερος	pro/teros	a-s---fa-
προφασίζει	profasi/zei	προφασίζομαι	profasi/zomai	v2spie---
προφάσεις	profa/seis	πρόφασις	pro/fasis	n-p---fn-
προφάσεις	profa/seis	πρόφασις	pro/fasis	n-p---fv-
προφάσεις	profa/seis	πρόφασις	pro/fasis	n-p---fn-
προφάσεις	profa/seis	πρόφασις	pro/fasis	n-p---fa-
προφάσεις	profa/seis	προφάω	profa/w	v2sasa---
προφάσεις	profa/seis	προφάω	profa/w	v2sfia---
προὐθέμεσθά	prou)qe/mesqa/	προτίθημι	proti/qhmi	v1paim---
προὐργιαίτερα	prou)rgiai/tera	προὔργου	prou)/rgou	a-p---nn-
προὐργιαίτερα	prou)rgiai/tera	προὔργου	prou)/rgou	a-p---nv-
προὐργιαίτερα	prou)rgiai/tera	προὔργου	prou)/rgou	a-p---na-
προὐφείλω	prou)fei/lw	προοφείλω	proofei/lw	v1spsa---
προὐφείλω	prou)fei/lw	προοφείλω	proofei/lw	v1spia---
προὔδοσαν	prou)/dosan	προδίδωμι	prodi/dwmi	v3paia---
προὔδοσαν	prou)/dosan	προδίδωμι	prodi/dwmi	v3paia---
πρυτάνιες	pruta/nies	πρύτανις	pru/tanis	n-p---mn-
πρυτάνιες	pruta/nies	πρύτανις	pru/tanis	n-p---mv-
πρυτάνιες	pruta/nies	πρύτανις	pru/tanis	n-p---mn-
πρωκτός	prwkto/s	πρωκτός	prwkto/s	n-s---mn-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-p---nn-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-p---nv-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-p---na-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-s---nd-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-d---nn-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-d---nv-
πράγμαθ’	pra/gmaq'	πρᾶγμα	pra=gma	n-d---na-
πράγματα	pra/gmata	πρᾶγμα	pra=gma	n-p---nn-
πράγματα	pra/gmata	πρᾶγμα	pra=gma	n-p---nv-
πράγματα	pra/gmata	πρᾶγμα	pra=gma	n-p---na-
πράγματι	pra/gmati	πρᾶγμα	pra=gma	n-s---nd-
πράγματος	pra/gmatos	πρᾶγμα	pra=gma	n-s---ng-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-p---nn-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-p---nv-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-p---na-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-s---nd-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-d---nn-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-d---nv-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	n-d---na-
πράγους	pra/gous	πρᾶγος	pra=gos	n-s---ng-
πρέμνα	pre/mna	πρέμνον	pre/mnon	n-p---nn-
πρέμνα	pre/mna	πρέμνον	pre/mnon	n-p---nv-
πρέμνα	pre/mna	πρέμνον	pre/mnon	n-p---na-
πρέπει	pre/pei	πρέπω	pre/pw	v2spie---
πρέπει	pre/pei	πρέπω	pre/pw	v3spia---
πρέσβειρά	pre/sbeira/	πρέσβειρα	pre/sbeira	n-s---fn-
πρέσβειρά	pre/sbeira/	πρέσβειρα	pre/sbeira	n-s---fv-
πρέσβεις	pre/sbeis	πρέσβις	pre/sbis	n-p---fn-
πρέσβεις	pre/sbeis	πρέσβις	pre/sbis	n-p---fv-
πρέσβεις	pre/sbeis	πρέσβις	pre/sbis	n-p---fn-
πρέσβεις	pre/sbeis	πρέσβις	pre/sbis	n-p---fa-
πρέσβεις	pre/sbeis	πρέσβυς	pre/sbus	n-p---mn-
πρέσβεις	pre/sbeis	πρέσβυς	pre/sbus	n-p---mv-
πρίν	pri/n	πρίν	pri/n	d--------
πρόβουλε	pro/boule	πρόβουλος	pro/boulos	n-s---mv-
πρόβουλε	pro/boule	πρόβουλος	pro/boulos	n-s---fv-
πρόβουλος	pro/boulos	πρόβουλος	pro/boulos	n-s---mn-
πρόβουλος	pro/boulos	πρόβουλος	pro/boulos	n-s---fn-
πρός	pro/s	πρός	pro/s	r--------
πρόσαγε	pro/sage	προσάγω	prosa/gw	v2spma---
πρόσαγε	pro/sage	προσάγω	prosa/gw	v3siia---
πρόσει	pro/sei	πρόσειμι1	pro/seimi1	v2spia---
πρόσεισιν	pro/seisin	πρόσειμι1	pro/seimi1	v3spia---
πρόσεισιν	pro/seisin	πρόσειμι1	pro/seimi1	v3ppia---
πρόσθεν	pro/sqen	πρόσθεν	pro/sqen	d--------
πρόσφερε	pro/sfere	προσφέρω	prosfe/rw	v2spma---
πρόσφερε	pro/sfere	προσφέρω	prosfe/rw	v3siia---
πρόσωπον	pro/swpon	πρόσωπον	pro/swpon	n-s---nn-
πρόσωπον	pro/swpon	πρόσωπον	pro/swpon	n-s---nv-
πρόσωπον	pro/swpon	πρόσωπον	pro/swpon	n-s---na-
πρότεινέ	pro/teine/	προτείνω	protei/nw	v2spma---
πρότεινέ	pro/teine/	προτείνω	protei/nw	v3saia---
πρότεινέ	pro/teine/	προτείνω	protei/nw	v3siia---
πρότερον	pro/teron	πρότερος	pro/teros	a-s---ma-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---nn-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---nv-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---na-
πρόφαινε	pro/faine	προφαίνω	profai/nw	v2spma---
πρόφαινε	pro/faine	προφαίνω	profai/nw	v3siia---
πρώτας	prw/tas	πρότερος	pro/teros	a-p---fa-
πρώτας	prw/tas	πρότερος	pro/teros	a-s---fg-
πρώτας	prw/tas	πρῶτος	prw=tos	a-p---fa-
πρώτας	prw/tas	πρῶτος	prw=tos	a-s---fg-
πρώτην	prw/thn	πρότερος	pro/teros	a-s---fa-
πρώτην	prw/thn	πρῶτος	prw=tos	a-s---fa-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	a-p---nn-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	a-p---nv-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	a-p---na-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	n-p---nn-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	n-p---nv-
πρώτιστα	prw/tista	πρώτιστος	prw/tistos	n-p---na-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	a-s---ma-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	a-s---nn-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	a-s---nv-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	a-s---na-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	n-s---ma-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	n-s---fa-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	n-s---nn-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	n-s---nv-
πρώτιστον	prw/tiston	πρώτιστος	prw/tistos	n-s---na-
πρώτιστ’	prw/tist'	πρώτιστος	prw/tistos	a-p---nn-
πρώτιστ’	prw/tist'	πρώτιστος	prw/tistos	a-p---nv-
πρώτιστ’	prw/tist'	πρώτιστος	prw/tistos	a-p---na-
πρώτιστ’	prw/tist'	πρώτιστος	prw/tistos	n-p---nn-
πρώτιστ’	prw/tist'	πρώτιστος	prw/tistos	n-p---nv-
