Γαιηόχου	*gaiho/xou	Γαιήοχος	*gaih/oxos	n-s---mg-
φέροντα	fe/ronta	φέρω	fe/rw	v-pppanv-
φέροντα	fe/ronta	φέρω	fe/rw	v-pppana-
φέροντα	fe/ronta	φέρω	fe/rw	v-sppama-
φέρουσα	fe/rousa	φέρω	fe/rw	v-sppafn-
φέρουσα	fe/rousa	φέρω	fe/rw	v-sppafv-
φέρων	fe/rwn	φέρω	fe/rw	v-sppamn-
φέρῃσι	fe/rh|si	φέρω	fe/rw	v3spsa---
φή	fh/	φή	fh/	d--------
φή	fh/	φή	fh/	x--------
φήμ’	fh/m'	φήμη	fh/mh	n-s---fd-
φήμ’	fh/m'	φημί	fhmi/	v1spia---
φίλα	fi/la	φίλος	fi/los	a-p---nn-
φίλα	fi/la	φίλος	fi/los	a-p---nv-
φίλα	fi/la	φίλος	fi/los	a-p---na-
φίλα	fi/la	φίλος	fi/los	a-d---fn-
φίλα	fi/la	φίλος	fi/los	a-d---fv-
φίλα	fi/la	φίλος	fi/los	a-d---fa-
φίλα	fi/la	φίλος	fi/los	a-s---fn-
φίλα	fi/la	φίλος	fi/los	a-s---fv-
φίλα	fi/la	φῖλος	fi=los	n-p---nn-
φίλα	fi/la	φῖλος	fi=los	n-p---nv-
φίλα	fi/la	φῖλος	fi=los	n-p---na-
φίλε	fi/le	φίλος	fi/los	n-s---mv-
φίλε	fi/le	φίλος	fi/los	a-s---mv-
φίλον	fi/lon	φίλος	fi/los	a-s---ma-
φίλον	fi/lon	φίλος	fi/los	a-s---nn-
φίλον	fi/lon	φίλος	fi/los	a-s---nv-
φίλον	fi/lon	φίλος	fi/los	a-s---na-
φίλος	fi/los	φίλος	fi/los	a-s---mn-
φίλτερον	fi/lteron	φίλτερος	fi/lteros	a-s---ma-
φίλτερον	fi/lteron	φίλτερος	fi/lteros	a-s---nn-
φίλτερον	fi/lteron	φίλτερος	fi/lteros	a-s---nv-
φίλτερον	fi/lteron	φίλτερος	fi/lteros	a-s---na-
φόρμιγγα	fo/rmigga	φόρμιγξ	fo/rmigc	n-s---fa-
φόρμιγγι	fo/rmiggi	φόρμιγξ	fo/rmigc	n-s---fd-
φόως	fo/ws	φόως	fo/ws	n-s---nn-
φόως	fo/ws	φόως	fo/ws	n-s---na-
φύοντο	fu/onto	φύω	fu/w	v3piie---
φώρην	fw/rhn	φωράω	fwra/w	v3piia---
φώρην	fw/rhn	φωράω	fwra/w	v1siia---
φῆ	fh=	φημί	fhmi/	v3siia---
φῦλα	fu=la	φῦλον	fu=lon	n-p---nn-
φῦλα	fu=la	φῦλον	fu=lon	n-p---nv-
φῦλα	fu=la	φῦλον	fu=lon	n-p---na-
φῦλ’	fu=l'	φῦλον	fu=lon	n-p---nn-
φῦλ’	fu=l'	φῦλον	fu=lon	n-p---nv-
φῦλ’	fu=l'	φῦλον	fu=lon	n-p---na-
φῦσαν	fu=san	φύω	fu/w	v-sapafa-
φῦσαν	fu=san	φύω	fu/w	v-sapann-
φῦσαν	fu=san	φύω	fu/w	v-sapanv-
φῦσαν	fu=san	φύω	fu/w	v-sapana-
φῦσαν	fu=san	φύω	fu/w	v3paia---
φῦσαν	fu=san	φύω	fu/w	v3paia---
φῦσαν	fu=san	φῦσα	fu=sa	n-s---fa-
φῶς	fw=s	φάος	fa/os	n-s---nn-
φῶς	fw=s	φάος	fa/os	n-s---nv-
φῶς	fw=s	φάος	fa/os	n-s---na-
φῶτα	fw=ta	φάος	fa/os	n-p---nn-
φῶτα	fw=ta	φάος	fa/os	n-p---nv-
φῶτα	fw=ta	φάος	fa/os	n-p---na-
φῶτα	fw=ta	φώς	fw/s	n-s---ma-
φῶτες	fw=tes	φώς	fw/s	n-p---mn-
φῶτες	fw=tes	φώς	fw/s	n-p---mv-
φῶτες	fw=tes	φώς	fw/s	n-p---mn-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---ma-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---nn-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---nv-
χαλεπόν	xalepo/n	χαλεπός	xalepo/s	a-s---na-
χαμαί	xamai/	χαμαί	xamai/	d--------
χαρμόφρων	xarmo/frwn	χαρμόφρων	xarmo/frwn	n-s---mn-
χαρμόφρων	xarmo/frwn	χαρμόφρων	xarmo/frwn	n-s---mv-
χαρμόφρων	xarmo/frwn	χαρμόφρων	xarmo/frwn	n-s---fn-
χαρμόφρων	xarmo/frwn	χαρμόφρων	xarmo/frwn	n-s---fv-
χαροποί	xaropoi/	χαροπός	xaropo/s	a-p---mn-
χαροποί	xaropoi/	χαροπός	xaropo/s	a-p---mv-
χαροποῖσι	xaropoi=si	χαροπός	xaropo/s	a-p---md-
χαροποῖσι	xaropoi=si	χαροπός	xaropo/s	a-p---nd-
χαρίεντα	xari/enta	χαρίεις	xari/eis	n-p---nn-
χαρίεντα	xari/enta	χαρίεις	xari/eis	n-p---nv-
χαρίεντα	xari/enta	χαρίεις	xari/eis	n-p---na-
χαρίεντα	xari/enta	χαρίεις	xari/eis	n-s---ma-
χαῖρε	xai=re	χαίρω	xai/rw	v2spma---
χαῖρε	xai=re	χαίρω	xai/rw	v3siia---
χειρός	xeiro/s	χείρ	xei/r	n-s---fg-
χειρῶν	xeirw=n	χείρ	xei/r	n-p---fg-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppann-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppanv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppana-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamn-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v--pna---
χελώνης	xelw/nhs	χελώνη	xelw/nh	n-s---fg-
χερσί	xersi/	χείρ	xei/r	n-p---fd-
χερσίν	xersi/n	χείρ	xei/r	n-p---fd-
χεῖράς	xei=ra/s	χείρ	xei/r	n-p---fa-
χθιζός	xqizo/s	χθιζός	xqizo/s	a-s---mn-
χθονός	xqono/s	χθών	xqw/n	n-s---fg-
χθές	xqe/s	χθές	xqe/s	d--------
χθόνα	xqo/na	χθών	xqw/n	n-s---fa-
χθών	xqw/n	χθών	xqw/n	n-s---fn-
χθών	xqw/n	χθών	xqw/n	n-s---fv-
χλωρόν	xlwro/n	χλωρός	xlwro/s	a-s---ma-
χλωρόν	xlwro/n	χλωρός	xlwro/s	a-s---nn-
χλωρόν	xlwro/n	χλωρός	xlwro/s	a-s---nv-
χλωρόν	xlwro/n	χλωρός	xlwro/s	a-s---na-
χολούμενος	xolou/menos	χολάω	xola/w	v-sppemn-
χολούμενος	xolou/menos	χολόομαι	xolo/omai	v-sppemn-
χολούμενος	xolou/menos	χολόω	xolo/w	v-sppemn-
χολάδεσσι	xola/dessi	χολάς	xola/s	n-p---fd-
χορδάς	xorda/s	χορδή	xordh/	n-p---fa-
χοροιτύπε	xoroitu/pe	χοροιτύπος	xoroitu/pos	n-s---mv-
χοροιτύπε	xoroitu/pe	χοροιτύπος	xoroitu/pos	n-s---fv-
χοροί	xoroi/	χορός	xoro/s	n-p---mn-
χοροί	xoroi/	χορός	xoro/s	n-p---mv-
χορόν	xoro/n	χορός	xoro/s	n-s---ma-
χρυσείην	xrusei/hn	χρύσεος	xru/seos	a-s---fa-
χρυσόθρονον	xruso/qronon	χρυσόθρονος	xruso/qronos	n-s---ma-
χρυσόθρονον	xruso/qronon	χρυσόθρονος	xruso/qronos	n-s---fa-
χρυσόθρονον	xruso/qronon	χρυσόθρονος	xruso/qronos	n-s---nn-
χρυσόθρονον	xruso/qronon	χρυσόθρονος	xruso/qronos	n-s---nv-
χρυσόθρονον	xruso/qronon	χρυσόθρονος	xruso/qronos	n-s---na-
χρυσόν	xruso/n	χρυσός	xruso/s	n-s---ma-
χρυσόρραπι	xruso/rrapi	χρυσόρραπις	xruso/rrapis	n-s---mv-
χρυσόρραπι	xruso/rrapi	χρυσόρραπις	xruso/rrapis	n-s---fv-
χρυσός	xruso/s	χρυσός	xruso/s	n-s---mn-
χρέος	xre/os	χρέος	xre/os	n-s---nn-
χρέος	xre/os	χρέος	xre/os	n-s---nv-
χρέος	xre/os	χρέος	xre/os	n-s---na-
χρή	xrh/	χρή	xrh/	v3spia---
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-p---nn-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-p---nv-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-p---na-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-s---nd-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-d---nn-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-d---nv-
χρήματ’	xrh/mat'	χρῆμα	xrh=ma	n-d---na-
χρῆμα	xrh=ma	χρῆμα	xrh=ma	n-s---nn-
χρῆμα	xrh=ma	χρῆμα	xrh=ma	n-s---nv-
χρῆμα	xrh=ma	χρῆμα	xrh=ma	n-s---na-
χωόμενον	xwo/menon	χάω	xa/w	v-sppema-
χωόμενον	xwo/menon	χάω	xa/w	v-sppenn-
χωόμενον	xwo/menon	χάω	xa/w	v-sppenv-
χωόμενον	xwo/menon	χάω	xa/w	v-sppena-
χωόμενον	xwo/menon	χάζομαι	xa/zomai	v-sfpema-
χωόμενον	xwo/menon	χάζομαι	xa/zomai	v-sfpenn-
χωόμενον	xwo/menon	χάζομαι	xa/zomai	v-sfpenv-
χωόμενον	xwo/menon	χάζομαι	xa/zomai	v-sfpena-
χωόμενον	xwo/menon	χώομαι	xw/omai	v-sppema-
χωόμενον	xwo/menon	χώομαι	xw/omai	v-sppenn-
χωόμενον	xwo/menon	χώομαι	xw/omai	v-sppenv-
χωόμενον	xwo/menon	χώομαι	xw/omai	v-sppena-
χάρη	xa/rh	χαίρω	xai/rw	v3saip---
χάριν	xa/rin	χάρις	xa/ris	d--------
χάριν	xa/rin	χάρις	xa/ris	r--------
χάριν	xa/rin	χάρις	xa/ris	n-s---fa-
χέλυν	xe/lun	χέλυς	xe/lus	n-s---fa-
χέλυς	xe/lus	χέλυς	xe/lus	n-p---fa-
χέλυς	xe/lus	χέλυς	xe/lus	n-p---fn-
χέλυς	xe/lus	χέλυς	xe/lus	n-p---fv-
χέλυς	xe/lus	χέλυς	xe/lus	n-s---fn-
χώρης	xw/rhs	χώρα	xw/ra	n-s---fg-
χώρης	xw/rhs	χωρέω	xwre/w	v2siia---
χῶρον	xw=ron	χῶρος	xw=ros	n-s---ma-
ψαμαθώδεα	yamaqw/dea	ψαμαθώδης	yamaqw/dhs	n-p---nn-
ψαμαθώδεα	yamaqw/dea	ψαμαθώδης	yamaqw/dhs	n-p---nv-
ψαμαθώδεα	yamaqw/dea	ψαμαθώδης	yamaqw/dhs	n-p---na-
ψαμαθώδεα	yamaqw/dea	ψαμαθώδης	yamaqw/dhs	n-s---ma-
ψαμαθώδεα	yamaqw/dea	ψαμαθώδης	yamaqw/dhs	n-s---fa-
ψαμάθοιο	yama/qoio	ψάμαθος	ya/maqos	n-s---fg-
ψαμάθοις	yama/qois	ψάμαθος	ya/maqos	n-p---fd-
ψεύδεσθαι	yeu/desqai	ψεύδω	yeu/dw	v--pne---
ψεύδονται	yeu/dontai	ψεύδω	yeu/dw	v3ppie---
ψόφου	yo/fou	ψόφος	yo/fos	n-s---mg-
ἀβλαβέως	a)blabe/ws	ἀβλαβής	a)blabh/s	x--------
ἀβλαβίῃσι	a)blabi/h|si	ἀβλάβεια	a)bla/beia	n-p---fd-
ἀβλαβίῃσι	a)blabi/h|si	ἀβλαβία	a)blabi/a	n-p---fd-
ἀγαθῶν	a)gaqw=n	ἀγαθός	a)gaqo/s	a-p---fg-
ἀγαθῶν	a)gaqw=n	ἀγαθός	a)gaqo/s	a-p---mg-
ἀγαθῶν	a)gaqw=n	ἀγαθός	a)gaqo/s	a-p---ng-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamv-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppann-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppanv-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppana-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamn-
ἀγαθῶν	a)gaqw=n	ἀγαθόω	a)gaqo/w	v--pna---
ἀγαλλόμεναι	a)gallo/menai	ἀγάλλω	a)ga/llw	v-pppefn-
ἀγαλλόμεναι	a)gallo/menai	ἀγάλλω	a)ga/llw	v-pppefv-
ἀγαυοῦ	a)gauou=	ἀγαυός	a)gauo/s	a-s---mg-
ἀγαυοῦ	a)gauou=	ἀγαυός	a)gauo/s	a-s---ng-
ἀγαυόν	a)gauo/n	ἀγαυός	a)gauo/s	a-s---ma-
ἀγαυόν	a)gauo/n	ἀγαυός	a)gauo/s	a-s---nn-
ἀγαυόν	a)gauo/n	ἀγαυός	a)gauo/s	a-s---nv-
ἀγαυόν	a)gauo/n	ἀγαυός	a)gauo/s	a-s---na-
ἀγγελιώτην	a)ggeliw/thn	ἀγγελιώτης	a)ggeliw/ths	n-s---ma-
ἀγείρας	a)gei/ras	ἀγείρω	a)gei/rw	v-sapamn-
ἀγείρας	a)gei/ras	ἀγείρω	a)gei/rw	v-sapamv-
ἀγκλίνων	a)gkli/nwn	ἀνακλίνω	a)nakli/nw	v-sppamn-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-p---nn-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-p---nv-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-p---na-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-d---fn-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-d---fv-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-d---fa-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-s---fn-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	a-s---fv-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	n-p---nn-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	n-p---nv-
ἀγλαά	a)glaa/	ἀγλαός	a)glao/s	n-p---na-
ἀγλαέ	a)glae/	ἀγλαός	a)glao/s	a-s---mv-
ἀγλαέ	a)glae/	ἀγλαός	a)glao/s	n-s---mv-
ἀγλαέ	a)glae/	ἀγλαός	a)glao/s	n-s---fv-
ἀγλαίας	a)glai/as	ἀγλαία	a)glai/a	n-p---fa-
ἀγλαίας	a)glai/as	ἀγλαία	a)glai/a	n-s---fg-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	a-s---ma-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	a-s---nn-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	a-s---nv-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	a-s---na-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	n-s---ma-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	n-s---fa-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	n-s---nn-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	n-s---nv-
ἀγλαόν	a)glao/n	ἀγλαός	a)glao/s	n-s---na-
ἀγλαός	a)glao/s	ἀγλαός	a)glao/s	a-s---mn-
ἀγλαός	a)glao/s	ἀγλαός	a)glao/s	n-s---mn-
ἀγλαός	a)glao/s	ἀγλαός	a)glao/s	n-s---fn-
ἀγορεύειν	a)goreu/ein	ἀγορεύω	a)goreu/w	v--pna---
ἀγορεύεις	a)goreu/eis	ἀγορεύω	a)goreu/w	v2spia---
ἀγορεύσω	a)goreu/sw	ἀγορεύω	a)goreu/w	v2saim---
ἀγορεύσω	a)goreu/sw	ἀγορεύω	a)goreu/w	v1sasa---
ἀγορεύσω	a)goreu/sw	ἀγορεύω	a)goreu/w	v1sfia---
ἀγορεύσω	a)goreu/sw	ἀγορεύω	a)goreu/w	v1stia---
ἀγορεύσω	a)goreu/sw	ἀγορεύω	a)goreu/w	v2saim---
ἀγορεύω	a)goreu/w	ἀγορεύω	a)goreu/w	v1spsa---
ἀγορεύω	a)goreu/w	ἀγορεύω	a)goreu/w	v1spia---
ἀγραύλοισι	a)grau/loisi	ἄγραυλος	a)/graulos	n-p---md-
ἀγραύλοισι	a)grau/loisi	ἄγραυλος	a)/graulos	n-p---fd-
ἀγραύλοισι	a)grau/loisi	ἄγραυλος	a)/graulos	n-p---nd-
ἀγραύλοισιν	a)grau/loisin	ἄγραυλος	a)/graulos	n-p---md-
ἀγραύλοισιν	a)grau/loisin	ἄγραυλος	a)/graulos	n-p---fd-
ἀγραύλοισιν	a)grau/loisin	ἄγραυλος	a)/graulos	n-p---nd-
ἀγραύλους	a)grau/lous	ἄγραυλος	a)/graulos	n-p---ma-
ἀγραύλους	a)grau/lous	ἄγραυλος	a)/graulos	n-p---fa-
ἀγρούς	a)grou/s	ἀγρός	a)gro/s	n-p---ma-
ἀγάννιφον	a)ga/nnifon	ἀγάννιφος	a)ga/nnifos	n-s---ma-
ἀγάννιφον	a)ga/nnifon	ἀγάννιφος	a)ga/nnifos	n-s---fa-
ἀγάννιφον	a)ga/nnifon	ἀγάννιφος	a)ga/nnifos	n-s---nn-
ἀγάννιφον	a)ga/nnifon	ἀγάννιφος	a)ga/nnifos	n-s---nv-
ἀγάννιφον	a)ga/nnifon	ἀγάννιφος	a)ga/nnifos	n-s---na-
ἀγάσσασθαι	a)ga/ssasqai	ἄγαμαι	a)/gamai	v--anm---
ἀγάσσασθαι	a)ga/ssasqai	ἀγάζω	a)ga/zw	v--anm---
ἀγέλης	a)ge/lhs	ἀγέλη	a)ge/lh	n-s---fg-
ἀγήνωρ	a)gh/nwr	ἀγήνωρ	a)gh/nwr	n-s---mn-
ἀγήνωρ	a)gh/nwr	ἀγήνωρ	a)gh/nwr	n-s---fn-
ἀγόρευεν	a)go/reuen	ἀγορεύω	a)goreu/w	v3siia---
ἀγόρευεν	a)go/reuen	ἀγορεύω	a)goreu/w	v3siia---
ἀγόρευον	a)go/reuon	ἀγορεύω	a)goreu/w	v3piia---
ἀγόρευον	a)go/reuon	ἀγορεύω	a)goreu/w	v1siia---
ἀγόρευον	a)go/reuon	ἀγορεύω	a)goreu/w	v3piia---
ἀγόρευον	a)go/reuon	ἀγορεύω	a)goreu/w	v1siia---
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	x--------
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	n-p---ma-
ἀδίκως	a)di/kws	ἄδικος	a)/dikos	n-p---fa-
ἀδύτους	a)du/tous	ἄδυτος	a)/dutos	n-p---ma-
ἀδύτους	a)du/tous	ἄδυτος	a)/dutos	n-p---fa-
ἀδώρητοι	a)dw/rhtoi	ἀδώρητος	a)dw/rhtos	n-p---mn-
ἀδώρητοι	a)dw/rhtoi	ἀδώρητος	a)dw/rhtos	n-p---mv-
ἀδώρητοι	a)dw/rhtoi	ἀδώρητος	a)dw/rhtos	n-p---fn-
ἀδώρητοι	a)dw/rhtoi	ἀδώρητος	a)dw/rhtos	n-p---fv-
ἀειρόμενος	a)eiro/menos	ἀείρω	a)ei/rw	v-sppemn-
ἀείδοις	a)ei/dois	ἀείδω	a)ei/dw	v2spoa---
ἀείρας	a)ei/ras	ἀείρω	a)ei/rw	v-sapamn-
ἀείρας	a)ei/ras	ἀείρω	a)ei/rw	v-sapamv-
ἀθανάτοις	a)qana/tois	ἀθάνατος	a)qa/natos	a-p---md-
ἀθανάτοις	a)qana/tois	ἀθάνατος	a)qa/natos	a-p---nd-
ἀθανάτοις	a)qana/tois	ἀθάνατος	a)qa/natos	n-p---md-
ἀθανάτοις	a)qana/tois	ἀθάνατος	a)qa/natos	n-p---fd-
ἀθανάτοις	a)qana/tois	ἀθάνατος	a)qa/natos	n-p---nd-
ἀθανάτοισι	a)qana/toisi	ἀθάνατος	a)qa/natos	a-p---md-
ἀθανάτοισι	a)qana/toisi	ἀθάνατος	a)qa/natos	a-p---nd-
ἀθανάτοισι	a)qana/toisi	ἀθάνατος	a)qa/natos	n-p---md-
ἀθανάτοισι	a)qana/toisi	ἀθάνατος	a)qa/natos	n-p---fd-
ἀθανάτοισι	a)qana/toisi	ἀθάνατος	a)qa/natos	n-p---nd-
ἀθανάτοισιν	a)qana/toisin	ἀθάνατος	a)qa/natos	a-p---md-
ἀθανάτοισιν	a)qana/toisin	ἀθάνατος	a)qa/natos	a-p---nd-
ἀθανάτοισιν	a)qana/toisin	ἀθάνατος	a)qa/natos	n-p---md-
ἀθανάτοισιν	a)qana/toisin	ἀθάνατος	a)qa/natos	n-p---fd-
ἀθανάτοισιν	a)qana/toisin	ἀθάνατος	a)qa/natos	n-p---nd-
ἀθανάτους	a)qana/tous	ἀθάνατος	a)qa/natos	a-p---ma-
ἀθανάτους	a)qana/tous	ἀθάνατος	a)qa/natos	n-p---ma-
ἀθανάτους	a)qana/tous	ἀθάνατος	a)qa/natos	n-p---fa-
ἀθανάτους	a)qana/tous	ἀθανατόω	a)qanato/w	v2siia---
ἀθανάτους	a)qana/tous	ἀθανατόω	a)qanato/w	v2siia---
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	a-p---fg-
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	a-p---mg-
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	a-p---ng-
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	n-p---mg-
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	n-p---fg-
ἀθανάτων	a)qana/twn	ἀθάνατος	a)qa/natos	n-p---ng-
ἀθανάτων	a)qana/twn	ἀθανατόω	a)qanato/w	v3piia---
ἀθανάτων	a)qana/twn	ἀθανατόω	a)qanato/w	v1siia---
ἀθανάτων	a)qana/twn	ἀθανατόω	a)qanato/w	v3piia---
ἀθανάτων	a)qana/twn	ἀθανατόω	a)qanato/w	v1siia---
ἀθρήσας	a)qrh/sas	ἀθρέω	a)qre/w	v-sapamn-
ἀθρήσας	a)qrh/sas	ἀθρέω	a)qre/w	v-sapamv-
ἀθρόας	a)qro/as	ἀθρόος	a)qro/os	n-s---fg-
ἀθρόας	a)qro/as	ἀθρόος	a)qro/os	a-p---fa-
ἀθρόας	a)qro/as	ἀθρόος	a)qro/os	a-s---fg-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	a-p---mn-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	a-p---mv-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	n-p---mn-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	n-p---mv-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	n-p---fn-
ἀθάνατοι	a)qa/natoi	ἀθάνατος	a)qa/natos	n-p---fv-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	a-s---ma-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	a-s---nn-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	a-s---nv-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	a-s---na-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	n-s---ma-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	n-s---fa-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	n-s---nn-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	n-s---nv-
ἀθάνατόν	a)qa/nato/n	ἀθάνατος	a)qa/natos	n-s---na-
ἀθύρων	a)qu/rwn	ἄθυρος	a)/quros	n-p---mg-
ἀθύρων	a)qu/rwn	ἄθυρος	a)/quros	n-p---fg-
ἀθύρων	a)qu/rwn	ἄθυρος	a)/quros	n-p---ng-
ἀθύρων	a)qu/rwn	ἀθύρω	a)qu/rw	v-sppamn-
ἀκαχήσεις	a)kaxh/seis	ἀχεύω	a)xeu/w	v2sfia---
ἀκηρασίους	a)khrasi/ous	ἀκηράσιος	a)khra/sios	n-p---ma-
ἀκηρασίους	a)khrasi/ous	ἀκηράσιος	a)khra/sios	n-p---fa-
ἀκμῆτες	a)kmh=tes	ἀκμής	a)kmh/s	n-p---mn-
ἀκμῆτες	a)kmh=tes	ἀκμής	a)kmh/s	n-p---mv-
ἀκμῆτες	a)kmh=tes	ἀκμής	a)kmh/s	n-p---fn-
ἀκμῆτες	a)kmh=tes	ἀκμής	a)kmh/s	n-p---fv-
ἀκουστήν	a)kousth/n	ἀκουστής	a)kousth/s	n-s---ma-
ἀκουστήν	a)kousth/n	ἀκουστός	a)kousto/s	a-s---fa-
ἀκουάζοντα	a)koua/zonta	ἀκούω	a)kou/w	v-pppann-
ἀκουάζοντα	a)koua/zonta	ἀκούω	a)kou/w	v-pppanv-
ἀκουάζοντα	a)koua/zonta	ἀκούω	a)kou/w	v-pppana-
ἀκουάζοντα	a)koua/zonta	ἀκούω	a)kou/w	v-sppama-
ἀκούσας	a)kou/sas	ἀέκων	a)e/kwn	a-p---fa-
ἀκούσας	a)kou/sas	ἀέκων	a)e/kwn	a-s---fg-
ἀκούσας	a)kou/sas	ἀκέω	a)ke/w	v-pppafa-
ἀκούσας	a)kou/sas	ἀκέω	a)ke/w	v-sppafg-
ἀκούσας	a)kou/sas	ἀκούω	a)kou/w	v-sapamn-
ἀκούσας	a)kou/sas	ἀκούω	a)kou/w	v-sapamv-
ἀκούσεαι	a)kou/seai	ἀκούω	a)kou/w	v2sasm---
ἀκούσεαι	a)kou/seai	ἀκούω	a)kou/w	v2sfim---
ἀκούω	a)kou/w	ἀκούω	a)kou/w	v1spsa---
ἀκούω	a)kou/w	ἀκούω	a)kou/w	v1spia---
ἀκούων	a)kou/wn	ἀκούω	a)kou/w	v-sppamn-
ἀκήριον	a)kh/rion	ἀκήριος	a)kh/rios	n-s---ma-
ἀκήριον	a)kh/rion	ἀκήριος	a)kh/rios	n-s---fa-
ἀκήριον	a)kh/rion	ἀκήριος	a)kh/rios	n-s---nn-
ἀκήριον	a)kh/rion	ἀκήριος	a)kh/rios	n-s---nv-
ἀκήριον	a)kh/rion	ἀκήριος	a)kh/rios	n-s---na-
ἀκόντιον	a)ko/ntion	ἀκόντιον	a)ko/ntion	n-s---nn-
ἀκόντιον	a)ko/ntion	ἀκόντιον	a)ko/ntion	n-s---nv-
ἀκόντιον	a)ko/ntion	ἀκόντιον	a)ko/ntion	n-s---na-
ἀλαπαδνόν	a)lapadno/n	ἀλαπαδνός	a)lapadno/s	a-s---ma-
ἀλαπαδνόν	a)lapadno/n	ἀλαπαδνός	a)lapadno/s	a-s---nn-
ἀλαπαδνόν	a)lapadno/n	ἀλαπαδνός	a)lapadno/s	a-s---nv-
ἀλαπαδνόν	a)lapadno/n	ἀλαπαδνός	a)lapadno/s	a-s---na-
ἀλεγύνων	a)legu/nwn	ἀλεγύνω	a)legu/nw	v-sppamn-
ἀληθείην	a)lhqei/hn	ἀλάομαι	a)la/omai	v1saoe---
ἀληθείην	a)lhqei/hn	ἀλήθεια	a)lh/qeia	n-s---fa-
ἀλλά	a)lla/	ἀλλά	a)lla/	d--------
ἀλλήλους	a)llh/lous	ἀλλήλων	a)llh/lwn	n-p---ma-
ἀλλήλων	a)llh/lwn	ἀλλήλων	a)llh/lwn	n-p---ng-
ἀλλήλων	a)llh/lwn	ἀλλήλων	a)llh/lwn	n-p---fg-
ἀλλήλων	a)llh/lwn	ἀλλήλων	a)llh/lwn	n-p---mg-
