Αἰγεΐδη	*ai)gei+/dh	Αἰγεΐδης	*ai)gei/+dhs	n-s---mv-
στρεβλῶν	streblw=n	στρεβλόω	streblo/w	v-sppanv-
στρεβλῶν	streblw=n	στρεβλόω	streblo/w	v-sppana-
στρεβλῶν	streblw=n	στρεβλόω	streblo/w	v-sppamn-
στρεβλῶν	streblw=n	στρεβλόω	streblo/w	v--pna---
στρόβει	stro/bei	στροβέω	strobe/w	v2spma---
στρόβει	stro/bei	στροβέω	strobe/w	v3siia---
στρώματα	strw/mata	στρῶμα	strw=ma	n-p---nn-
στρώματα	strw/mata	στρῶμα	strw=ma	n-p---nv-
στρώματα	strw/mata	στρῶμα	strw=ma	n-p---na-
στυππειοπώλης	stuppeiopw/lhs	στυππειοπώλης	stuppeiopw/lhs	n-s---mn-
στυφελιγμούς	stufeligmou/s	στυφελιγμός	stufeligmo/s	n-p---ma-
στωμυλεῖται	stwmulei=tai	στωμύλλω	stwmu/llw	v3sfim---
στάσεως	sta/sews	στάσις	sta/sis	n-s---fg-
στάχυς	sta/xus	στάχυς	sta/xus	n-p---ma-
στάχυς	sta/xus	στάχυς	sta/xus	n-p---mn-
στάχυς	sta/xus	στάχυς	sta/xus	n-p---mv-
στάχυς	sta/xus	στάχυς	sta/xus	n-s---mn-
στέργω	ste/rgw	στέργω	ste/rgw	v1spsa---
στέργω	ste/rgw	στέργω	ste/rgw	v1spia---
στέφανε	ste/fane	στέφανος	ste/fanos	n-s---mv-
στέφανον	ste/fanon	στέφανος	ste/fanos	n-s---ma-
στίχας	sti/xas	στίξ	sti/c	n-p---fa-
στίχας	sti/xas	στίχη	sti/xh	n-p---fa-
στίχας	sti/xas	στίχη	sti/xh	n-s---fg-
στίχας	sti/xas	στιχάομαι	stixa/omai	v2siia---
στόμα	sto/ma	στόμα	sto/ma	n-s---nn-
στόμα	sto/ma	στόμα	sto/ma	n-s---nv-
στόμα	sto/ma	στόμα	sto/ma	n-s---na-
στόματος	sto/matos	στόμα	sto/ma	n-s---ng-
στόμ’	sto/m'	στόμα	sto/ma	n-s---nn-
στόμ’	sto/m'	στόμα	sto/ma	n-s---nv-
στόμ’	sto/m'	στόμα	sto/ma	n-s---na-
στῖφος	sti=fos	στῖφος	sti=fos	n-s---nn-
στῖφος	sti=fos	στῖφος	sti=fos	n-s---nv-
στῖφος	sti=fos	στῖφος	sti=fos	n-s---na-
συγγεγένημαι	suggege/nhmai	συγγίγνομαι	suggi/gnomai	v1srie---
συγγενής	suggenh/s	συγγενής	suggenh/s	n-s---mn-
συγγενής	suggenh/s	συγγενής	suggenh/s	n-s---fn-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpann-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpanv-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpana-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpann-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpanv-
συγκεκυφός	sugkekufo/s	συγκύπτω	sugku/ptw	v-srpana-
συγκλῄειν	sugklh/|ein	συγκλείω	sugklei/w	v--pna---
συκοπέδιλε	sukope/dile	συκοπέδιλος	sukope/dilos	n-s---mv-
συκοπέδιλε	sukope/dile	συκοπέδιλος	sukope/dilos	n-s---fv-
συκοφαντίας	sukofanti/as	συκοφαντία	sukofanti/a	n-p---fa-
συκοφαντίας	sukofanti/as	συκοφαντία	sukofanti/a	n-s---fg-
συκοφαντίας	sukofanti/as	συκοφαντίας	sukofanti/as	n-p---ma-
συκοφαντίας	sukofanti/as	συκοφαντίας	sukofanti/as	n-s---mn-
συκοφαντίας	sukofanti/as	συκοφαντίης	sukofanti/hs	n-p---ma-
συκοφαντίας	sukofanti/as	συκοφαντίης	sukofanti/hs	n-s---mn-
συμβαίνουσι	sumbai/nousi	συμβαίνω	sumbai/nw	v-pppamd-
συμβαίνουσι	sumbai/nousi	συμβαίνω	sumbai/nw	v-pppand-
συμβαίνουσι	sumbai/nousi	συμβαίνω	sumbai/nw	v3ppia---
συμμάχους	summa/xous	σύμμαχος	su/mmaxos	n-p---ma-
συμμάχους	summa/xous	σύμμαχος	su/mmaxos	n-p---fa-
συμφοραῖς	sumforai=s	συμφορά	sumfora/	n-p---fd-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppenn-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppenv-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppena-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppenn-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppenv-
συμφυσώμενα	sumfusw/mena	συμφυσάω	sumfusa/w	v-pppena-
συνδήσας	sundh/sas	συνδέομαι	sunde/omai	v-sapamn-
συνδήσας	sundh/sas	συνδέομαι	sunde/omai	v-sapamv-
συνδήσας	sundh/sas	συνδέω	sunde/w	v-sapamn-
συνδήσας	sundh/sas	συνδέω	sunde/w	v-sapamv-
συνδήσας	sundh/sas	συνδέω	sunde/w	v-sapamn-
συνδήσας	sundh/sas	συνδέω	sunde/w	v-sapamv-
συνερτικός	sunertiko/s	συνερτικός	sunertiko/s	a-s---mn-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppenn-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppenv-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppena-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppenn-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppenv-
συντυρούμενα	sunturou/mena	συντυρόω	sunturo/w	v-pppena-
συστείλας	sustei/las	συστέλλω	suste/llw	v-sapamn-
συστείλας	sustei/las	συστέλλω	suste/llw	v-sapamv-
σφε	sfe	σφεῖς	sfei=s	n-p---ma-
σφε	sfe	σφεῖς	sfei=s	n-p---fa-
σφω	sfw	σφεῖς	sfei=s	n-d---mn-
σφω	sfw	σφεῖς	sfei=s	n-d---mv-
σφω	sfw	σφεῖς	sfei=s	n-d---ma-
σφω	sfw	σφεῖς	sfei=s	n-d---fn-
σφω	sfw	σφεῖς	sfei=s	n-d---fv-
σφω	sfw	σφεῖς	sfei=s	n-d---fa-
σφόδρα	sfo/dra	σφόδρα	sfo/dra	d--------
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---mg-
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---fg-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σχελίδας	sxeli/das	σχελίς	sxeli/s	n-p---fa-
σχήματι	sxh/mati	σχῆμα	sxh=ma	n-s---nd-
σωτηρίαν	swthri/an	σωτηρία	swthri/a	n-s---fa-
σωτήρ	swth/r	σωτήρ	swth/r	n-s---mn-
σωφρονικῶς	swfronikw=s	σωφρονικός	swfroniko/s	x--------
σωφρόνως	swfro/nws	σώφρων	sw/frwn	x--------
σέ	se/	σός	so/s	a-s---mv-
σέ	se/	σύ	su/	p-s----a-
σέ	se/	σύ	su/	p-s----a-
σέθεν	se/qen	σύ	su/	p-s----g-
σίζον	si/zon	σίζω	si/zw	v-sppamv-
σίζον	si/zon	σίζω	si/zw	v-sppann-
σίζον	si/zon	σίζω	si/zw	v-sppanv-
σίζον	si/zon	σίζω	si/zw	v-sppana-
σίζον	si/zon	σίζω	si/zw	v3piia---
σίζον	si/zon	σίζω	si/zw	v1siia---
σίτησιν	si/thsin	σίτησις	si/thsis	n-s---fa-
σόν	so/n	σός	so/s	a-s---ma-
σόν	so/n	σός	so/s	a-s---nn-
σόν	so/n	σός	so/s	a-s---nv-
σόν	so/n	σός	so/s	a-s---na-
σός	so/s	σός	so/s	a-s---mn-
σύ	su/	σύ	su/	p-s----n-
σύγγνωθι	su/ggnwqi	συγγιγνώσκω	suggignw/skw	v2sama---
σᾶς	sa=s	σής	sh/s	n-p---ma-
σᾶς	sa=s	σός	so/s	a-s---fg-
σῴζειν	sw/|zein	σώζω	sw/zw	v--pna---
σῴζεσθαί	sw/|zesqai/	σώζω	sw/zw	v--pne---
σῶς	sw=s	σός	so/s	x--------
σῶς	sw=s	σῶς	sw=s	n-p---ma-
σῶς	sw=s	σῶς	sw=s	n-p---fa-
σῶς	sw=s	σῶς	sw=s	n-s---mn-
σῶς	sw=s	σῶς	sw=s	n-s---fn-
σῷ	sw=|	σός	so/s	a-s---md-
σῷ	sw=|	σός	so/s	a-s---nd-
ταγέ	tage/	ταγός	tago/s	n-s---mv-
ταδί	tadi/	ὅδε	o(/de	n-p---mn-
ταλάντων	tala/ntwn	τάλαντον	ta/lanton	n-p---ng-
ταλάντων	tala/ntwn	ταλαντάω	talanta/w	v3piia---
ταλάντων	tala/ntwn	ταλαντάω	talanta/w	v1siia---
ταμιεύσεις	tamieu/seis	ταμίευσις	tami/eusis	n-p---fn-
ταμιεύσεις	tamieu/seis	ταμίευσις	tami/eusis	n-p---fv-
ταμιεύσεις	tamieu/seis	ταμίευσις	tami/eusis	n-p---fn-
ταμιεύσεις	tamieu/seis	ταμίευσις	tami/eusis	n-p---fa-
ταμιεύσεις	tamieu/seis	ταμιεύω	tamieu/w	v2sasa---
ταμιεύσεις	tamieu/seis	ταμιεύω	tamieu/w	v2sfia---
ταμίευέ	tami/eue/	ταμιεύω	tamieu/w	v2spma---
ταμίευέ	tami/eue/	ταμιεύω	tamieu/w	v3siia---
ταραξιππόστρατον	taracippo/straton	ταραξιππόστρατος	taracippo/stratos	n-s---ma-
ταραξιππόστρατον	taracippo/straton	ταραξιππόστρατος	taracippo/stratos	n-s---fa-
ταραξιππόστρατον	taracippo/straton	ταραξιππόστρατος	taracippo/stratos	n-s---nn-
ταραξιππόστρατον	taracippo/straton	ταραξιππόστρατος	taracippo/stratos	n-s---nv-
ταραξιππόστρατον	taracippo/straton	ταραξιππόστρατος	taracippo/stratos	n-s---na-
ταράξω	tara/cw	ταράσσω	tara/ssw	v1sasa---
ταράξω	tara/cw	ταράσσω	tara/ssw	v1sfia---
ταράξω	tara/cw	ταράσσω	tara/ssw	v2saim---
ταράττει	tara/ttei	ταράσσω	tara/ssw	v2spie---
ταράττει	tara/ttei	ταράσσω	tara/ssw	v3spia---
ταράττεις	tara/tteis	ταράσσω	tara/ssw	v2spia---
ταράττων	tara/ttwn	ταράσσω	tara/ssw	v-sppamn-
ταράττῃς	tara/tth|s	ταράσσω	tara/ssw	v2spsa---
ταυταγί	tautagi/	οὗτος	ou(=tos	n-p---nn-
ταυταγί	tautagi/	οὗτος	ou(=tos	n-p---nv-
ταυταγί	tautagi/	οὗτος	ou(=tos	n-p---na-
ταυτηνί	tauthni/	οὗτος	ou(=tos	n-s---fa-
ταυτησί	tauthsi/	οὗτος	ou(=tos	n-s---fg-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---nn-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---nv-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---na-
ταυτῃί	tauth|i/	οὗτος	ou(=tos	n-s---fd-
ταχείας	taxei/as	ταχύς	taxu/s	a-p---fa-
ταχείας	taxei/as	ταχύς	taxu/s	a-s---fg-
ταχέως	taxe/ws	ταχέως	taxe/ws	d--------
ταχέως	taxe/ws	ταχύς	taxu/s	x--------
ταχύ	taxu/	ταχύς	taxu/s	a-s---mv-
ταχύ	taxu/	ταχύς	taxu/s	a-s---nn-
ταχύ	taxu/	ταχύς	taxu/s	a-s---nv-
ταχύ	taxu/	ταχύς	taxu/s	a-s---na-
ταχύπουν	taxu/poun	ταχύπους	taxu/pous	n-s---ma-
ταχύπουν	taxu/poun	ταχύπους	taxu/pous	n-s---fa-
ταὐτοῦ	tau)tou=	ταὐτός	tau)to/s	a-s---mg-
ταὐτοῦ	tau)tou=	ταὐτός	tau)to/s	a-s---ng-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---ma-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---nn-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---nv-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---na-
ταί	tai/	ὁ	o(	l-p---fn-
ταύρειον	tau/reion	ταύρειος	tau/reios	a-s---ma-
ταύρειον	tau/reion	ταύρειος	tau/reios	a-s---nn-
ταύρειον	tau/reion	ταύρειος	tau/reios	a-s---nv-
ταύρειον	tau/reion	ταύρειος	tau/reios	a-s---na-
ταύρειον	tau/reion	ταύρειος	tau/reios	n-s---ma-
ταύρειον	tau/reion	ταύρειος	tau/reios	n-s---fa-
ταύρειον	tau/reion	ταύρειος	tau/reios	n-s---nn-
ταύρειον	tau/reion	ταύρειος	tau/reios	n-s---nv-
ταύρειον	tau/reion	ταύρειος	tau/reios	n-s---na-
ταύτας	tau/tas	οὗτος	ou(=tos	n-p---fa-
ταύτας	tau/tas	οὗτος	ou(=tos	n-s---fg-
ταύτην	tau/thn	οὗτος	ou(=tos	n-s---fa-
ταύτῃ	tau/th|	οὗτος	ou(=tos	n-s---fd-
ταύτῃ	tau/th|	ταύτῃ	tau/th|	d--------
ταῖς	tai=s	ὁ	o(	l-p---fd-
ταῖσι	tai=si	ὁ	o(	l-p---fd-
ταῖσιν	tai=sin	ὁ	o(	l-p---fd-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nn-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nv-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---na-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nv-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---na-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nn-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nv-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---na-
τε	te	τε	te	g--------
τεκμηρίῳ	tekmhri/w|	τεκμήριον	tekmh/rion	n-s---nd-
τεκταινόμενα	tektaino/mena	τεκταίνομαι	tektai/nomai	v-pppenn-
τεκταινόμενα	tektaino/mena	τεκταίνομαι	tektai/nomai	v-pppenv-
τεκταινόμενα	tektaino/mena	τεκταίνομαι	tektai/nomai	v-pppena-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppamv-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppann-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppanv-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppana-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppamn-
τελευτῶν	teleutw=n	τελευτάω	teleuta/w	v-sppamn-
τελευτῶν	teleutw=n	τελευτή	teleuth/	n-p---fg-
τελεῖσθαι	telei=sqai	τέλλω	te/llw	v--fnm---
τελεῖσθαι	telei=sqai	τελέω	tele/w	v--fnm---
τελεῖσθαι	telei=sqai	τελέω	tele/w	v--pne---
τελώνην	telw/nhn	τελώνης	telw/nhs	n-s---ma-
τερατευόμενος	terateuo/menos	τερατεύομαι	terateu/omai	v-sppemn-
τερηδόνων	terhdo/nwn	τερηδών	terhdw/n	n-p---fg-
τερθρίους	terqri/ous	τέρθριος	te/rqrios	n-p---ma-
τετταράκοντα	tettara/konta	τεσσαράκοντα	tessara/konta	m--------
τεττιγοφόρας	tettigofo/ras	τεττιγοφόρας	tettigofo/ras	n-p---ma-
τεττιγοφόρας	tettigofo/ras	τεττιγοφόρας	tettigofo/ras	n-s---mn-
τεττιγοφόρας	tettigofo/ras	τεττιγοφόρης	tettigofo/rhs	n-p---ma-
τεττιγοφόρας	tettigofo/ras	τεττιγοφόρης	tettigofo/rhs	n-s---mn-
τευθίδων	teuqi/dwn	τευθίς	teuqi/s	n-p---fg-
τεύξομαι	teu/comai	τεύχω	teu/xw	v1sasm---
τεύξομαι	teu/comai	τεύχω	teu/xw	v1sfim---
τεύξομαι	teu/comai	τυγχάνω	tugxa/nw	v1sfim---
τεῖχος	tei=xos	τεῖχος	tei=xos	n-s---nn-
τεῖχος	tei=xos	τεῖχος	tei=xos	n-s---nv-
τεῖχος	tei=xos	τεῖχος	tei=xos	n-s---na-
τηλικοῦτον	thlikou=ton	τηλικοῦτος	thlikou=tos	n-s---nn-
τηλικοῦτον	thlikou=ton	τηλικοῦτος	thlikou=tos	n-s---nv-
τηλικοῦτον	thlikou=ton	τηλικοῦτος	thlikou=tos	n-s---na-
τηλικοῦτον	thlikou=ton	τηλικοῦτος	thlikou=tos	n-s---ma-
τηρῶ	thrw=	τηρέω	thre/w	v1spsa---
τηρῶ	thrw=	τηρέω	thre/w	v1spia---
τηρῶ	thrw=	τηρός	thro/s	n-s---mg-
τι	ti	τις	tis	p-s---nn-
τι	ti	τις	tis	p-s---nv-
τι	ti	τις	tis	p-s---na-
τιμή	timh/	τιμή	timh/	n-s---fn-
τιμή	timh/	τιμή	timh/	n-s---fv-
τινα	tina	τις	tis	p-s---ma-
τινα	tina	τις	tis	p-s---fa-
τινα	tina	τις	tis	p-p---nn-
τινα	tina	τις	tis	p-p---nv-
τινα	tina	τις	tis	p-p---na-
τινες	tines	τις	tis	p-p---mn-
τινες	tines	τις	tis	p-p---mv-
τινες	tines	τις	tis	p-p---fn-
τινες	tines	τις	tis	p-p---fv-
τινί	tini/	τις	tis	p-s----d-
τινῶν	tinw=n	τις	tis	p-p----g-
τις	tis	τις	tis	p-s---mn-
τις	tis	τις	tis	p-s---fn-
τιή	tih/	τίη	ti/h	d--------
τοδί	todi/	ὅδε	o(/de	n-s---mg-
τοδί	todi/	ὅδε	o(/de	n-s---ng-
τοι	toi	σύ	su/	p-s----d-
τοι	toi	τοι	toi	g--------
τοιαδί	toiadi/	τοιόσδε	toio/sde	n-p---mn-
τοιαυτί	toiauti/	τοιοῦτος	toiou=tos	n-p---nn-
τοιαυτί	toiauti/	τοιοῦτος	toiou=tos	n-p---nv-
τοιαυτί	toiauti/	τοιοῦτος	toiou=tos	n-p---na-
τοιαύτας	toiau/tas	τοιοῦτος	toiou=tos	n-p---fa-
τοιαύτας	toiau/tas	τοιοῦτος	toiou=tos	n-s---fg-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nn-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nv-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---na-
τοιουτονί	toioutoni/	τοιοῦτος	toiou=tos	n-s---ma-
τοιοῦτον	toiou=ton	τοιοῦτος	toiou=tos	n-s---ma-
τοιοῦτος	toiou=tos	τοιοῦτος	toiou=tos	n-s---mn-
τολμᾷ	tolma=|	τολμάω	tolma/w	v2spse---
τολμᾷ	tolma=|	τολμάω	tolma/w	v2spie---
τολμᾷ	tolma=|	τολμάω	tolma/w	v3spsa---
τολμᾷ	tolma=|	τολμάω	tolma/w	v3spia---
τολμᾷς	tolma=|s	τολμάω	tolma/w	v2spsa---
τολμᾷς	tolma=|s	τολμάω	tolma/w	v2spia---
τονδί	tondi/	ὅδε	o(/de	n-s---ma-
τοξόται	toco/tai	τοξότης	toco/ths	n-p---mn-
τοξόται	toco/tai	τοξότης	toco/ths	n-p---mv-
τοξόται	toco/tai	τοξότης	toco/ths	n-s---md-
τορύνη	toru/nh	τορύνη	toru/nh	n-s---fn-
τορύνη	toru/nh	τορύνη	toru/nh	n-s---fv-
τορύνη	toru/nh	τορυνάω	toruna/w	v2spma---
τορύνη	toru/nh	τορυνάω	toruna/w	v2spma---
τορύνη	toru/nh	τορυνάω	toruna/w	v3siia---
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---nn-
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---nv-
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---na-
τοσουτονί	tosoutoni/	τοσοῦτος	tosou=tos	n-s---ma-
τοσούτῳ	tosou/tw|	τοσοῦτος	tosou=tos	n-s---nd-
τοσούτῳ	tosou/tw|	τοσοῦτος	tosou=tos	n-s---md-
τοσοῦτον	tosou=ton	τοσοῦτος	tosou=tos	n-s---ma-
τοσοῦτος	tosou=tos	τοσοῦτος	tosou=tos	n-s---mn-
τοσόνδε	toso/nde	τοσόσδε	toso/sde	n-s---ma-
τοσόνδε	toso/nde	τοσόσδε	toso/sde	n-s---na-
τοσόνδε	toso/nde	τοσόσδε	toso/sde	n-s---nn-
τοτέ	tote/	τοτέ	tote/	d--------
του	tou	τις	tis	p-s----g-
τουτογί	toutogi/	οὗτος	ou(=tos	n-s---nn-
τουτογί	toutogi/	οὗτος	ou(=tos	n-s---nv-
τουτογί	toutogi/	οὗτος	ou(=tos	n-s---na-
τουτονί	toutoni/	οὗτος	ou(=tos	n-s---ma-
τουτουί	toutoui/	οὗτος	ou(=tos	n-s---mg-
τουτί	touti/	οὗτος	ou(=tos	n-s---nn-
τουτί	touti/	οὗτος	ou(=tos	n-s---nv-
τουτί	touti/	οὗτος	ou(=tos	n-s---na-
τουτῳί	toutw|i/	οὗτος	ou(=tos	n-s---md-
τοὐβολοῦ	tou)bolou=	ἀντιβολέω	a)ntibole/w	v2siie---
τοὐβολοῦ	tou)bolou=	βολέω	bole/w	v2siie---
τοὐβολοῦ	tou)bolou=	ὀβολός	o)bolo/s	n-s---mg-
τοὐλεόν	tou)leo/n	ἐλεόν	e)leo/n	d--------
τοὐλεόν	tou)leo/n	ἐλεός	e)leo/s	n-s---ma-
τοὐλεόν	tou)leo/n	ἐλεός	e)leo/s	n-s---nn-
τοὐλεόν	tou)leo/n	ἐλεός	e)leo/s	n-s---nv-
τοὐλεόν	tou)leo/n	ἐλεός	e)leo/s	n-s---na-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---ma-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---nn-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---nv-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---na-
τοὐντεῦθεν	tou)nteu=qen	ἐντεῦθεν	e)nteu=qen	d--------
τοὐπτάνιον	tou)pta/nion	ὀπτάνιον	o)pta/nion	n-s---nn-
τοὐπτάνιον	tou)pta/nion	ὀπτάνιον	o)pta/nion	n-s---nv-
τοὐπτάνιον	tou)pta/nion	ὀπτάνιον	o)pta/nion	n-s---na-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---nn-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---nv-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---na-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---nn-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---nv-
τοὔνομ’	tou)/nom'	ὄνομα	o)/noma	n-s---na-
τοὔνομ’	tou)/nom'	ὄνομαι	o)/nomai	v1spie---
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nn-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nv-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---na-
τοὔψον	tou)/yon	ἕψω	e(/yw	v-sppamv-
τοὔψον	tou)/yon	ἕψω	e(/yw	v-sppann-
τοὔψον	tou)/yon	ἕψω	e(/yw	v-sppanv-
τοὔψον	tou)/yon	ἕψω	e(/yw	v-sppana-
τοὔψον	tou)/yon	ὄψον	o)/yon	n-s---nn-
τοὔψον	tou)/yon	ὄψον	o)/yon	n-s---nv-
τοὔψον	tou)/yon	ὄψον	o)/yon	n-s---na-
τοί	toi/	ὁ	o(	l-p---mn-
τοί	toi/	σύ	su/	p-s----d-
τοί	toi/	σύ	su/	p-s----d-
τοί	toi/	τοι	toi	g--------
τοίνυν	toi/nun	τοίνυν	toi/nun	g--------
τούς	tou/s	ὁ	o(	l-p---ma-
τούσδ’	tou/sd'	ὅδε	o(/de	n-p---ma-
τούτοις	tou/tois	οὗτος	ou(=tos	n-p---md-
τούτοις	tou/tois	οὗτος	ou(=tos	n-p---nd-
τούτοισι	tou/toisi	οὗτος	ou(=tos	n-p---md-
τούτοισι	tou/toisi	οὗτος	ou(=tos	n-p---nd-
τούτοισιν	tou/toisin	οὗτος	ou(=tos	n-p---md-
τούτοισιν	tou/toisin	οὗτος	ou(=tos	n-p---nd-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---mg-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---ng-
τούτους	tou/tous	οὗτος	ou(=tos	n-p---ma-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---mg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---fg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---ng-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---md-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---nd-
τοῖς	toi=s	ὁ	o(	l-p---md-
τοῖς	toi=s	ὁ	o(	l-p---nd-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---md-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---nd-
τοῖσι	toi=si	ὁ	o(	l-p---md-
τοῖσι	toi=si	ὁ	o(	l-p---nd-
τοῖσι	toi=si	τίς	ti/s	n-p----d-
τοῖσιν	toi=sin	ὁ	o(	l-p---md-
τοῖσιν	toi=sin	ὁ	o(	l-p---nd-
τοῖσιν	toi=sin	τίς	ti/s	n-p----d-
τοῦ	tou=	ὁ	o(	l-s---mg-
τοῦ	tou=	ὁ	o(	l-s---ng-
