Αἰγαίαις	*ai)gai/ais	Αἰγαῖος	*ai)gai=os	urn:cite2:hmt:lsj.chicago_md:n2118	a-p---fd-
παρεῖκεν	parei=ken	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v3sria---
παρεῖναι	parei=nai	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v--pna---
παρεῖναι	parei=nai	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v--pna---
παρεῖναι	parei=nai	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v--ana---
παρεῖναι	parei=nai	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v--ana---
παρεῖχες	parei=xes	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v2siia---
παρηίδα	parhi/da	παρηίς	parhi/s	urn:cite2:hmt:lsj.chicago_md:n79547	n-s---fa-
παρηίδα	parhi/da	παρηίς	parhi/s	urn:cite2:hmt:lsj.chicago_md:n79547	n-s---fa-
παρθενεύεται	parqeneu/etai	παρθενεύω	parqeneu/w	urn:cite2:hmt:lsj.chicago_md:n79577	v3spie---
παρθενίων	parqeni/wn	παρθένια	parqe/nia	urn:cite2:hmt:lsj.chicago_md:n79582	n-p---ng-
παρθενίων	parqeni/wn	παρθένιον	parqe/nion	urn:cite2:hmt:lsj.chicago_md:n79587	n-p---ng-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	a-p---fg-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	a-p---mg-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	a-p---ng-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	n-p---mg-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	n-p---fg-
παρθενίων	parqeni/wn	παρθένιος	parqe/nios	urn:cite2:hmt:lsj.chicago_md:n79588	n-p---ng-
παρθένε	parqe/ne	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fv-
παρθένε	parqe/ne	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fv-
παρθένοι	parqe/noi	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-p---fn-
παρθένοι	parqe/noi	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-p---fn-
παρθένοι	parqe/noi	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-p---fv-
παρθένοι	parqe/noi	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-p---fv-
παρθένον	parqe/non	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fa-
παρθένον	parqe/non	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fa-
παρθένος	parqe/nos	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fn-
παρθένος	parqe/nos	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fn-
παρθένου	parqe/nou	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fg-
παρθένου	parqe/nou	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fg-
παρθένων	parqe/nwn	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-p---fg-
παρθένων	parqe/nwn	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-p---fg-
παρθένῳ	parqe/nw|	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fd-
παρθένῳ	parqe/nw|	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fd-
παρθέν’	parqe/n'	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79595	n-s---fv-
παρθέν’	parqe/n'	παρθένος	parqe/nos	urn:cite2:hmt:lsj.chicago_md:n79572	n-s---fv-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppamn-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppamv-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppama-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppann-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppanv-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppana-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppamn-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppamv-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppama-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppann-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppanv-
παριππεύοντε	parippeu/onte	παριππεύω	parippeu/w	urn:cite2:hmt:lsj.chicago_md:n79623	v-dppana-
παρούσης	parou/shs	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppafg-
παρούσης	parou/shs	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppafg-
παρούσης	parou/shs	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-sppafg-
παροῦσά	parou=sa/	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppafn-
παροῦσά	parou=sa/	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppafn-
παροῦσά	parou=sa/	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppafv-
παροῦσά	parou=sa/	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppafv-
παροῦσά	parou=sa/	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-sppafn-
παροῦσά	parou=sa/	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-sppafv-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppafn-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppafn-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppafv-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppafv-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppamd-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppamd-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppand-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppand-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppafn-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppafn-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppafv-
παροῦσ’	parou=s'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppafv-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-sppafn-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-sppafv-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-pppamd-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-pppand-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v3ppia---
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-pppafn-
παροῦσ’	parou=s'	παρόω	paro/w	urn:cite2:hmt:lsj.chicago_md:n79825	v-pppafv-
παροῦσ’	parou=s'	πείρω	pei/rw	urn:cite2:hmt:lsj.chicago_md:n80362	v3pasp---
παρά	para/	παρά	para/	urn:cite2:hmt:lsj.chicago_md:n77763	r--------
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-p---nn-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-p---nv-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-p---na-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-d---fn-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-d---fv-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-d---fa-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-s---fn-
παρά	para/	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-s---fv-
παράσχω	para/sxw	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v1sasa---
παρέλιπεν	pare/lipen	παραλείπω	paralei/pw	urn:cite2:hmt:lsj.chicago_md:n78309	v3saia---
παρέξεις	pare/ceis	πάρεξις	pa/recis	urn:cite2:hmt:lsj.chicago_md:n79430	n-p---fn-
παρέξεις	pare/ceis	πάρεξις	pa/recis	urn:cite2:hmt:lsj.chicago_md:n79430	n-p---fv-
παρέξεις	pare/ceis	πάρεξις	pa/recis	urn:cite2:hmt:lsj.chicago_md:n79430	n-p---fn-
παρέξεις	pare/ceis	πάρεξις	pa/recis	urn:cite2:hmt:lsj.chicago_md:n79430	n-p---fa-
παρέξεις	pare/ceis	παραξέω	parace/w	urn:cite2:hmt:lsj.chicago_md:n78514	v2siia---
παρέξεις	pare/ceis	παρέξειμι	pare/ceimi	urn:cite2:hmt:lsj.chicago_md:n79418	v2spia---
παρέξεις	pare/ceis	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v2sfia---
παρέσχε	pare/sxe	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v3saia---
παρέφερον	pare/feron	παραφέρω	parafe/rw	urn:cite2:hmt:lsj.chicago_md:n79013	v3piia---
παρέφερον	pare/feron	παραφέρω	parafe/rw	urn:cite2:hmt:lsj.chicago_md:n79013	v1siia---
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppama-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppama-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppann-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppann-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppanv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppanv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppana-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppana-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppamd-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppamd-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppand-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppand-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppamn-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppamn-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppamv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppamv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppama-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppama-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppann-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppann-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppanv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppanv-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-dppana-
παρόνθ’	paro/nq'	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-dppana-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppama-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppama-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppann-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppann-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppanv-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppanv-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppana-
παρόντα	paro/nta	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppana-
παρόντας	paro/ntas	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppama-
παρόντας	paro/ntas	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppama-
παρόντες	paro/ntes	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppamn-
παρόντες	paro/ntes	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppamn-
παρόντες	paro/ntes	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-pppamv-
παρόντες	paro/ntes	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-pppamv-
παρών	parw/n	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v-sppamn-
παρών	parw/n	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v-sppamn-
παρών	parw/n	παρών	parw/n	urn:cite2:hmt:lsj.chicago_md:n79879	n-s---mn-
παρών	parw/n	παρών	parw/n	urn:cite2:hmt:lsj.chicago_md:n79879	n-s---mv-
παρῇδί	parh=|di/	παρηίς	parhi/s	urn:cite2:hmt:lsj.chicago_md:n79547	n-s---fd-
παρῇς	parh=|s	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79223	v2spsa---
παρῇς	parh=|s	πάρειμι1	pa/reimi	urn:cite2:hmt:lsj.chicago_md:n79224	v2spsa---
παρῇς	parh=|s	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v2sasa---
παρῇς	parh=|s	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v2sasa---
παρῇς	parh=|s	πείρω	pei/rw	urn:cite2:hmt:lsj.chicago_md:n80362	v2sasp---
παρῇς	parh=|s	πηρός	phro/s	urn:cite2:hmt:lsj.chicago_md:n83010	a-p---fd-
πατρί	patri/	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---md-
πατρί	patri/	πατρίς	patri/s	urn:cite2:hmt:lsj.chicago_md:n80043	n-s---fv-
πατρίας	patri/as	πάτριος	pa/trios	urn:cite2:hmt:lsj.chicago_md:n80042	a-p---fa-
πατρίας	patri/as	πάτριος	pa/trios	urn:cite2:hmt:lsj.chicago_md:n80042	a-s---fg-
πατρίδα	patri/da	πατρίς	patri/s	urn:cite2:hmt:lsj.chicago_md:n80043	n-s---fa-
πατρίδος	patri/dos	πατρίς	patri/s	urn:cite2:hmt:lsj.chicago_md:n80043	n-s---fg-
πατρίς	patri/s	πατρίς	patri/s	urn:cite2:hmt:lsj.chicago_md:n80043	n-s---fn-
πατρός	patro/s	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---mg-
πατρῴας	patrw/|as	πατρῷος	patrw=|os	urn:cite2:hmt:lsj.chicago_md:n80107	a-p---fa-
πατρῴας	patrw/|as	πατρῷος	patrw=|os	urn:cite2:hmt:lsj.chicago_md:n80107	a-s---fg-
πατρῴᾳ	patrw/|a|	πατρώιος	patrw/ios	urn:cite2:hmt:lsj.chicago_md:n80092	a-p---fn-
πατρῴᾳ	patrw/|a|	πατρώιος	patrw/ios	urn:cite2:hmt:lsj.chicago_md:n80092	a-p---fv-
πατρῴᾳ	patrw/|a|	πατρῷος	patrw=|os	urn:cite2:hmt:lsj.chicago_md:n80107	a-s---fd-
πατέρα	pate/ra	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---ma-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---ma-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---md-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---md-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-d---mn-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-d---mv-
πατέρ’	pate/r'	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-d---ma-
πατήρ	path/r	πατήρ	path/r	urn:cite2:hmt:lsj.chicago_md:n80011	n-s---mn-
παύροις	pau/rois	παῦρος	pau=ros	urn:cite2:hmt:lsj.chicago_md:n80121	n-p---md-
παύροις	pau/rois	παῦρος	pau=ros	urn:cite2:hmt:lsj.chicago_md:n80121	n-p---fd-
παύροις	pau/rois	παῦρος	pau=ros	urn:cite2:hmt:lsj.chicago_md:n80121	n-p---nd-
παύσουσί	pau/sousi/	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v3pasa---
παύσουσί	pau/sousi/	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v-pfpamd-
παύσουσί	pau/sousi/	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v-pfpand-
παύσουσί	pau/sousi/	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v3pfia---
παύσω	pau/sw	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v1sasa---
παύσω	pau/sw	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v1sfia---
παύσω	pau/sw	παύω	pau/w	urn:cite2:hmt:lsj.chicago_md:n80140	v2saim---
παῖ	pai=	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---mv-
παῖ	pai=	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fv-
παῖδα	pai=da	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---ma-
παῖδα	pai=da	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fa-
παῖδας	pai=das	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---ma-
παῖδας	pai=das	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---fa-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---mn-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---mv-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---ma-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fn-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fv-
παῖδε	pai=de	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fa-
παῖδες	pai=des	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---mn-
παῖδες	pai=des	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---mv-
παῖδες	pai=des	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---fn-
παῖδες	pai=des	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---fv-
παῖδά	pai=da/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---ma-
παῖδά	pai=da/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---ma-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---mn-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---mv-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---ma-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fn-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fv-
παῖδ’	pai=d'	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-d---fa-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79904	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79905	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79906	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79904	n-s---mv-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79905	n-s---mv-
παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79906	n-s---mv-
παῖς	pai=s	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---mn-
παῖς	pai=s	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fn-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---mn-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---mv-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---ma-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---fn-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---fv-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---fa-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---nn-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---nv-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-d---na-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-s---md-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-s---fd-
πεδοστιβεῖ	pedostibei=	πεδοστιβής	pedostibh/s	urn:cite2:hmt:lsj.chicago_md:n80265	n-s---nd-
πεδία	pedi/a	πεδίον	pedi/on	urn:cite2:hmt:lsj.chicago_md:n80240	n-p---nn-
πεδία	pedi/a	πεδίον	pedi/on	urn:cite2:hmt:lsj.chicago_md:n80240	n-p---nv-
πεδία	pedi/a	πεδίον	pedi/on	urn:cite2:hmt:lsj.chicago_md:n80240	n-p---na-
πεδίων	pedi/wn	πέδιον	pe/dion	urn:cite2:hmt:lsj.chicago_md:n80239	n-p---ng-
πεδίων	pedi/wn	πεδάω	peda/w	urn:cite2:hmt:lsj.chicago_md:n80220	v-sppamn-
πεδίων	pedi/wn	πεδίον	pedi/on	urn:cite2:hmt:lsj.chicago_md:n80240	n-p---ng-
πειθόμεναι	peiqo/menai	πείθω	pei/qw	urn:cite2:hmt:lsj.chicago_md:n80327	v-pppefn-
πειθόμεναι	peiqo/menai	πείθω	pei/qw	urn:cite2:hmt:lsj.chicago_md:n80327	v-pppefv-
πειθώ	peiqw/	Πειθώ	*peiqw/	urn:cite2:hmt:lsj.chicago_md:n80327	n-s---fn-
πειθώ	peiqw/	Πειθώ	*peiqw/	urn:cite2:hmt:lsj.chicago_md:n80328	n-s---fn-
πειθώ	peiqw/	πειθός	peiqo/s	urn:cite2:hmt:lsj.chicago_md:n80326	a-d---mn-
πειθώ	peiqw/	πειθός	peiqo/s	urn:cite2:hmt:lsj.chicago_md:n80326	a-d---mv-
πειθώ	peiqw/	πειθός	peiqo/s	urn:cite2:hmt:lsj.chicago_md:n80326	a-d---ma-
πειθώ	peiqw/	πειθός	peiqo/s	urn:cite2:hmt:lsj.chicago_md:n80326	a-d---nn-
