Αἰξωνέα	*ai)cwne/a	Αἰξωνεύς	*ai)cwneu/s	n-s---ma-
σοφώτερον	sofw/teron	σοφός	sofo/s	x--------
σοφώτερον	sofw/teron	σοφός	sofo/s	a-s---ma-
σοφώτερον	sofw/teron	σοφός	sofo/s	a-s---nn-
σοφώτερον	sofw/teron	σοφός	sofo/s	a-s---nv-
σοφώτερον	sofw/teron	σοφός	sofo/s	a-s---na-
σοφῆς	sofh=s	σοφός	sofo/s	a-s---fg-
σοφῶς	sofw=s	σοφός	sofo/s	x--------
σοφῶς	sofw=s	σοφόω	sofo/w	v2spia---
σοὐς	sou)s	εἰς	ei)s	r--------
σοὐστίν	sou)sti/n	εἰμί	ei)mi/	v3spia---
σοί	soi/	σός	so/s	a-p---mn-
σοί	soi/	σός	so/s	a-p---mv-
σοί	soi/	σύ	su/	p-s----d-
σοί	soi/	σύ	su/	p-s----d-
σού	sou/	σύ	su/	p-s----g-
σοῖς	soi=s	σέω	se/w	v2spoa---
σοῖς	soi=s	σός	so/s	a-p---md-
σοῖς	soi=s	σός	so/s	a-p---nd-
σοῦ	sou=	σέω	se/w	v2spme---
σοῦ	sou=	σέω	se/w	v2siie---
σοῦ	sou=	σεύω	seu/w	v2spmm---
σοῦ	sou=	σός	so/s	a-s---mg-
σοῦ	sou=	σός	so/s	a-s---ng-
σοῦ	sou=	σοῦ	sou=	x--------
σοῦ	sou=	σύ	su/	p-s----g-
σοῦσθ’	sou=sq'	σεύω	seu/w	v2ppmm---
σπανίζοντος	spani/zontos	σπανίζω	spani/zw	v-sppamg-
σπανίζοντος	spani/zontos	σπανίζω	spani/zw	v-sppang-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-papann-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-papanv-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-papana-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-sapama-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-sapamd-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-sapand-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapamn-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapamv-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapama-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapann-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapanv-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v-dapana-
σπείραντ’	spei/rant'	σπείρω	spei/rw	v3paim---
σπείραντ’	spei/rant'	σπειράομαι	speira/omai	v3ppia---
σπείραντ’	spei/rant'	σπειράομαι	speira/omai	v3ppie---
σπεύδωμεν	speu/dwmen	σπεύδω	speu/dw	v1ppsa---
σπεῦδ’	speu=d'	σπεύδω	speu/dw	v2spma---
σπεῦδ’	speu=d'	σπεύδω	speu/dw	v3siia---
σπλάγχνων	spla/gxnwn	σπλάγχνον	spla/gxnon	n-p---ng-
σπονδαῖς	spondai=s	σπονδή	spondh/	n-p---fd-
σπένδομεν	spe/ndomen	σπένδω	spe/ndw	v1ppia---
σπένδομεν	spe/ndomen	σπένδω	spe/ndw	v1piia---
σπένδων	spe/ndwn	σπένδω	spe/ndw	v-sppamn-
σπόδισον	spo/dison	σποδίζω	spodi/zw	v2sama---
στεμμάτων	stemma/twn	στέμμα	ste/mma	n-p---ng-
στεμμάτων	stemma/twn	στεμματόω	stemmato/w	v3piia---
στεμμάτων	stemma/twn	στεμματόω	stemmato/w	v1siia---
στενάζειν	stena/zein	στενάζω	stena/zw	v--pna---
στερηθείς	sterhqei/s	στερέω	stere/w	v-sappmn-
στερηθείς	sterhqei/s	στερέω	stere/w	v-sappmv-
στεφάνοισιν	stefa/noisin	στέφανος	ste/fanos	n-p---md-
στεφάνους	stefa/nous	στέφανος	ste/fanos	n-p---ma-
στεφάνους	stefa/nous	στεφανόω	stefano/w	v2siia---
στιζόμενος	stizo/menos	στίζω	sti/zw	v-sppemn-
στομφάζοντας	stomfa/zontas	στομφάζω	stomfa/zw	v-pppama-
στραγγουρίας	straggouri/as	στραγγουρία	straggouri/a	n-p---fa-
στραγγουρίας	straggouri/as	στραγγουρία	straggouri/a	n-s---fg-
στραγγουρίας	straggouri/as	στραγγουριάω	straggouria/w	v2siia---
στρατιώταις	stratiw/tais	στρατιώτης	stratiw/ths	n-p---md-
στρατιᾶς	stratia=s	στρατία	strati/a	n-s---fg-
στρατιᾶς	stratia=s	στρατιά	stratia/	n-s---fg-
στρατόν	strato/n	στρατός	strato/s	n-s---ma-
στροῦθος	strou=qos	στρουθός	strouqo/s	n-s---mn-
στροῦθος	strou=qos	στρουθός	strouqo/s	n-s---fn-
στρυφνόν	strufno/n	στρυφνός	strufno/s	a-s---ma-
στρυφνόν	strufno/n	στρυφνός	strufno/s	a-s---nn-
στρυφνόν	strufno/n	στρυφνός	strufno/s	a-s---nv-
στρυφνόν	strufno/n	στρυφνός	strufno/s	a-s---na-
στράτιον	stra/tion	στράτιος	stra/tios	a-s---ma-
στράτιον	stra/tion	στράτιος	stra/tios	a-s---nn-
στράτιον	stra/tion	στράτιος	stra/tios	a-s---nv-
στράτιον	stra/tion	στράτιος	stra/tios	a-s---na-
στράτιον	stra/tion	στρατάω#	strata/w%2	v3piia---
στράτιον	stra/tion	στρατάω#	strata/w%2	v1siia---
στρέφεται	stre/fetai	στρέφω	stre/fw	v3spie---
στρόβει	stro/bei	στροβέω	strobe/w	v2spma---
στρόβει	stro/bei	στροβέω	strobe/w	v3siia---
στρώμασιν	strw/masin	στρῶμα	strw=ma	n-p---nd-
στάντας	sta/ntas	ἵστημι	i(/sthmi	v-papama-
στάς	sta/s	ἵστημι	i(/sthmi	v-sapamn-
στάς	sta/s	ἵστημι	i(/sthmi	v-sapamv-
στέγειν	ste/gein	στέγω	ste/gw	v--pna---
στένει	ste/nei	στένος	ste/nos	n-d---nn-
στένει	ste/nei	στένος	ste/nos	n-d---nv-
στένει	ste/nei	στένος	ste/nos	n-d---na-
στένει	ste/nei	στένος	ste/nos	n-s---nd-
στένει	ste/nei	στένος	ste/nos	n-s---nd-
στένει	ste/nei	στένω	ste/nw	v2spie---
στένει	ste/nei	στένω	ste/nw	v3spia---
στένεις	ste/neis	στένω	ste/nw	v2spia---
στέργετε	ste/rgete	στέργω	ste/rgw	v2ppma---
στέργετε	ste/rgete	στέργω	ste/rgw	v2ppia---
στέργετε	ste/rgete	στέργω	ste/rgw	v2piia---
στίλην	sti/lhn	στίλη	sti/lh	n-s---fa-
στίλην	sti/lhn	στῖλα	sti=la	n-s---fa-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-p---nn-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-p---nv-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-p---na-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-s---nd-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-d---nn-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-d---nv-
στόμαθ’	sto/maq'	στόμα	sto/ma	n-d---na-
στῆθι	sth=qi	ἵστημι	i(/sthmi	v2sama---
συγγνώμην	suggnw/mhn	συγγνώμη	suggnw/mh	n-s---fa-
συγκαθήμενα	sugkaqh/mena	σύν-κάθημαι	su/n-ka/qhmai	v-prpmnn-
συγκαθήμενα	sugkaqh/mena	σύν-κάθημαι	su/n-ka/qhmai	v-prpmnv-
συγκαθήμενα	sugkaqh/mena	σύν-κάθημαι	su/n-ka/qhmai	v-prpmna-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-papann-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-papanv-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-papana-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-sapama-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-sapamd-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-sapand-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapamn-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapamv-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapama-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapann-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapanv-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v-dapana-
συγκύψανθ’	sugku/yanq'	συγκύπτω	sugku/ptw	v3paim---
συκοφαντήσειν	sukofanth/sein	συκοφαντέω	sukofante/w	v--fna---
συκίνου	suki/nou	σύκινος	su/kinos	a-s---mg-
συκίνου	suki/nou	σύκινος	su/kinos	a-s---ng-
συλλήβδην	sullh/bdhn	συλλήβδην	sullh/bdhn	d--------
συμβαλεῖν	sumbalei=n	συμβάλλω	sumba/llw	v--ana---
συμβαλεῖν	sumbalei=n	συμβάλλω	sumba/llw	v--fna---
συμποσίῳ	sumposi/w|	συμπόσιον	sumpo/sion	n-s---nd-
συμποσίῳ	sumposi/w|	συμπόσιος	sumpo/sios	a-s---md-
συμποσίῳ	sumposi/w|	συμπόσιος	sumpo/sios	a-s---nd-
συμπόται	sumpo/tai	συμπότης	sumpo/ths	n-p---mn-
συμπόται	sumpo/tai	συμπότης	sumpo/ths	n-p---mv-
συμπόται	sumpo/tai	συμπότης	sumpo/ths	n-s---md-
συμπόταις	sumpo/tais	συμπότης	sumpo/ths	n-p---md-
συνδικαστής	sundikasth/s	συνδικαστής	sundikasth/s	n-s---mn-
συνδικαστῶν	sundikastw=n	συνδικαστής	sundikasth/s	n-p---mg-
συνεκόλλων	suneko/llwn	συγκολλάω	sugkolla/w	v3piia---
συνεκόλλων	suneko/llwn	συγκολλάω	sugkolla/w	v1siia---
συνηγορικόν	sunhgoriko/n	συνηγορικός	sunhgoriko/s	a-s---ma-
συνηγορικόν	sunhgoriko/n	συνηγορικός	sunhgoriko/s	a-s---nn-
συνηγορικόν	sunhgoriko/n	συνηγορικός	sunhgoriko/s	a-s---nv-
συνηγορικόν	sunhgoriko/n	συνηγορικός	sunhgoriko/s	a-s---na-
συνθιασῶτα	sunqiasw=ta	συνθιασώτης	sunqiasw/ths	n-s---mv-
συνθιασῶτα	sunqiasw=ta	συνθιασώτης	sunqiasw/ths	n-s---mn-
συσκεύαζε	suskeu/aze	συσκευάζω	suskeua/zw	v2spma---
συσκεύαζε	suskeu/aze	συσκευάζω	suskeua/zw	v2spma---
συσκεύαζε	suskeu/aze	συσκευάζω	suskeua/zw	v3siia---
συσκεύαζε	suskeu/aze	συσκευάζω	suskeua/zw	v3siia---
σφαλλόμενος	sfallo/menos	σφάλλω	sfa/llw	v-sppemn-
σφηκιάν	sfhkia/n	σφηκιά	sfhkia/	n-s---fa-
σφηκιᾷ	sfhkia=|	σφηκιά	sfhkia/	n-s---fd-
σφηκός	sfhko/s	σφήξ	sfh/c	n-s---mg-
σφηκός	sfhko/s	σφηκός	sfhko/s	a-s---mn-
σφηξί	sfhci/	σφήξ	sfh/c	n-p---md-
σφηξίν	sfhci/n	σφήξ	sfh/c	n-p---md-
σφυρόν	sfuro/n	σφυρόν	sfuro/n	n-s---nn-
σφυρόν	sfuro/n	σφυρόν	sfuro/n	n-s---nv-
σφυρόν	sfuro/n	σφυρόν	sfuro/n	n-s---na-
σφόγγον	sfo/ggon	σφογγίον	sfoggi/on	n-s---nn-
σφόγγον	sfo/ggon	σφογγίον	sfoggi/on	n-s---nv-
σφόγγον	sfo/ggon	σφογγίον	sfoggi/on	n-s---na-
σφόγγον	sfo/ggon	σπόγγος	spo/ggos	n-s---ma-
σφόδρα	sfo/dra	σφόδρα	sfo/dra	d--------
σφόδρ’	sfo/dr'	σφόδρα	sfo/dra	d--------
σφῆκας	sfh=kas	σφήξ	sfh/c	n-p---ma-
σφῆκες	sfh=kes	σφήξ	sfh/c	n-p---mn-
σφῆκες	sfh=kes	σφήξ	sfh/c	n-p---mv-
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---mg-
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---fg-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σχεῖν	sxei=n	ἔχω	e)/xw	v--ana---
σχεῖν	sxei=n	σχάω	sxa/w	v--pna---
σχοινίον	sxoini/on	σχοινίον	sxoini/on	n-s---nn-
σχοινίον	sxoini/on	σχοινίον	sxoini/on	n-s---nv-
σχοινίον	sxoini/on	σχοινίον	sxoini/on	n-s---na-
σχοινίου	sxoini/ou	σχοινίον	sxoini/on	n-s---ng-
σχήματος	sxh/matos	σχῆμα	sxh=ma	n-s---ng-
σχῆμα	sxh=ma	σχῆμα	sxh=ma	n-s---nn-
σχῆμα	sxh=ma	σχῆμα	sxh=ma	n-s---nv-
σχῆμα	sxh=ma	σχῆμα	sxh=ma	n-s---na-
σωτηρίαν	swthri/an	σωτηρία	swthri/a	n-s---fa-
σωφρονεῖ	swfronei=	σωφρονέω	swfrone/w	v2spie---
σωφρονεῖ	swfronei=	σωφρονέω	swfrone/w	v3spia---
σωφρονεῖν	swfronei=n	σωφρονέω	swfrone/w	v--pna---
σάγματι	sa/gmati	σάγμα	sa/gma	n-s---nd-
σέ	se/	σός	so/s	a-s---mv-
σέ	se/	σύ	su/	p-s----a-
σέ	se/	σύ	su/	p-s----a-
σέρφῳ	se/rfw|	σέρφος	se/rfos	n-s---md-
σήσαμα	sh/sama	σήσαμον	sh/samon	n-p---nn-
σήσαμα	sh/sama	σήσαμον	sh/samon	n-p---nv-
σήσαμα	sh/sama	σήσαμον	sh/samon	n-p---na-
σίγα	si/ga	σῖγος	si=gos	n-p---nn-
σίγα	si/ga	σῖγος	si=gos	n-p---nv-
σίγα	si/ga	σῖγος	si=gos	n-p---na-
σίγα	si/ga	σιγάω	siga/w	v2spma---
σίγα	si/ga	σιγάω	siga/w	v3siia---
σίμβλον	si/mblon	σίμβλος	si/mblos	n-s---ma-
σύ	su/	σύ	su/	p-s----n-
σύκινος	su/kinos	σύκινος	su/kinos	a-s---mn-
σύρφακα	su/rfaka	σύρφαξ	su/rfac	n-s---ma-
σώματι	sw/mati	σῶμα	sw=ma	n-s---nd-
σῆς	sh=s	σέω	se/w	v2spia---
σῆς	sh=s	σέω	se/w	v2siia---
σῆς	sh=s	σής	sh/s	n-p---ma-
σῆς	sh=s	σής	sh/s	n-p---mn-
σῆς	sh=s	σής	sh/s	n-p---mv-
σῆς	sh=s	σός	so/s	a-s---fg-
σῖτον	si=ton	σῖτος	si=tos	n-s---ma-
σῦκά	su=ka/	σῦκον	su=kon	n-p---nn-
σῦκά	su=ka/	σῦκον	su=kon	n-p---nv-
σῦκά	su=ka/	σῦκον	su=kon	n-p---na-
σῴζεσθ’	sw/|zesq'	σώζω	sw/zw	v2ppme---
σῴζεσθ’	sw/|zesq'	σώζω	sw/zw	v2ppie---
σῴζεσθ’	sw/|zesq'	σώζω	sw/zw	v--pne---
σῴζεσθ’	sw/|zesq'	σώζω	sw/zw	v2piie---
σῶσον	sw=son	σώζω	sw/zw	v2sama---
σῶσον	sw=son	σώζω	sw/zw	v-sfpamv-
σῶσον	sw=son	σώζω	sw/zw	v-sfpann-
σῶσον	sw=son	σώζω	sw/zw	v-sfpanv-
σῶσον	sw=son	σώζω	sw/zw	v-sfpana-
ταδί	tadi/	ὅδε	o(/de	n-p---mn-
ταλαιπωρουμένους	talaipwroume/nous	ταλαιπωρέω	talaipwre/w	v-pppema-
ταλαιπωρούμενοι	talaipwrou/menoi	ταλαιπωρέω	talaipwre/w	v-pppemn-
ταλαιπωρούμενοι	talaipwrou/menoi	ταλαιπωρέω	talaipwre/w	v-pppemv-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-sppafn-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-sppafv-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-pppamd-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-pppand-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v3ppia---
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-pppafn-
ταμιεύουσ’	tamieu/ous'	ταμιεύω	tamieu/w	v-pppafv-
ταμίαν	tami/an	τάμιας	ta/mias	n-s---ma-
ταμίαν	tami/an	τάμιας	ta/mias	n-s---ma-
ταμίαν	tami/an	ταμία	tami/a	n-s---fa-
ταμίαν	tami/an	ταμίας	tami/as	n-s---ma-
ταμίαν	tami/an	ταμίας	tami/as	n-s---ma-
ταράττεις	tara/tteis	ταράσσω	tara/ssw	v2spia---
ταρίχους	tari/xous	τάριχοσ1	ta/rixos1	n-p---ma-
ταρίχους	tari/xous	τάριχοσ2	ta/rixos2	n-s---ng-
τασδί	tasdi/	ὅδε	o(/de	n-p---fa-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---nn-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---nv-
ταυτί	tauti/	οὗτος	ou(=tos	n-p---na-
ταυτῃί	tauth|i/	οὗτος	ou(=tos	n-s---fd-
ταχέως	taxe/ws	ταχέως	taxe/ws	d--------
ταχέως	taxe/ws	ταχύς	taxu/s	x--------
ταχίστην	taxi/sthn	τάχιστος	ta/xistos	a-s---fa-
ταχίστην	taxi/sthn	ταχύς	taxu/s	a-s---fa-
ταχύ	taxu/	ταχύς	taxu/s	a-s---mv-
ταχύ	taxu/	ταχύς	taxu/s	a-s---nn-
ταχύ	taxu/	ταχύς	taxu/s	a-s---nv-
ταχύ	taxu/	ταχύς	taxu/s	a-s---na-
ταχύν	taxu/n	ταχύς	taxu/s	a-s---ma-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---nn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---nv-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---na-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fv-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fa-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-s---fn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-s---fv-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---ma-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---nn-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---nv-
ταὐτόν	tau)to/n	ταὐτός	tau)to/s	a-s---na-
ταὐτῷ	tau)tw=|	ταὐτάζω	tau)ta/zw	v3sfoa---
ταὐτῷ	tau)tw=|	ταὐτός	tau)to/s	a-s---md-
ταὐτῷ	tau)tw=|	ταὐτός	tau)to/s	a-s---nd-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-p---nn-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-p---nv-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-p---na-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-d---fn-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-d---fv-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-d---fa-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-s---fn-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-s---fv-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-s---mv-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-p---fn-
ταὔθ’	tau)/q'	ταὐτός	tau)to/s	a-p---fv-
ταύταις	tau/tais	οὗτος	ou(=tos	n-p---fd-
ταύτην	tau/thn	οὗτος	ou(=tos	n-s---fa-
ταύτης	tau/ths	οὗτος	ou(=tos	n-s---fg-
ταύτῃ	tau/th|	οὗτος	ou(=tos	n-s---fd-
ταύτῃ	tau/th|	ταύτῃ	tau/th|	d--------
ταῖς	tai=s	ὁ	o(	l-p---fd-
ταῖσι	tai=si	ὁ	o(	l-p---fd-
ταῖσιν	tai=sin	ὁ	o(	l-p---fd-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nn-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nv-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---na-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nv-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---na-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nn-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nv-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---na-
τε	te	τε	te	g--------
τεθεώρηκα	teqew/rhka	θεωρέω	qewre/w	v1sria---
τεθνήξεις	teqnh/ceis	θνήσκω	qnh/skw	v2stia---
τειχίοις	teixi/ois	τειχέω	teixe/w	v2spoa---
τειχίοις	teixi/ois	τειχίον	teixi/on	n-p---nd-
τεκμαίρεται	tekmai/retai	τεκμαίρομαι	tekmai/romai	v3spie---
τελεταῖς	teletai=s	τελετή	teleth/	n-p---fd-
τελεταῖς	teletai=s	τελετής	teleth/s	n-p---md-
τελετήν	teleth/n	τελετή	teleth/	n-s---fa-
τελετήν	teleth/n	τελετής	teleth/s	n-s---ma-
τελευταῖος	teleutai=os	τελευταῖος	teleutai=os	a-s---mn-
τετοκυίας	tetokui/as	τίκτω	ti/ktw	v-prpafa-
τετοκυίας	tetokui/as	τίκτω	ti/ktw	v-srpafg-
τετραπήχεις	tetraph/xeis	τετράπηχυς	tetra/phxus	n-p---mn-
τετραπήχεις	tetraph/xeis	τετράπηχυς	tetra/phxus	n-p---ma-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-prpenn-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-prpenv-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-prpena-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-drpefn-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-drpefv-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-drpefa-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-srpefn-
τετρημένα	tetrhme/na	τετραίνω	tetrai/nw	v-srpefv-
τεττάρων	tetta/rwn	τέσσαρες	te/ssares	n-p---mg-
τεττάρων	tetta/rwn	τέσσαρες	te/ssares	n-p---fg-
τεττάρων	tetta/rwn	τέσσαρες	te/ssares	n-p---ng-
τεχνωμένου	texnwme/nou	τεχνάομαι	texna/omai	v-sppemg-
τεχνωμένου	texnwme/nou	τεχνάομαι	texna/omai	v-sppeng-
τεχνωμένου	texnwme/nou	τεχνάζω	texna/zw	v-sfpmmg-
τεχνωμένου	texnwme/nou	τεχνάζω	texna/zw	v-sfpmng-
τεχνωμένου	texnwme/nou	τεχνόω	texno/w	v-sppemg-
τεχνωμένου	texnwme/nou	τεχνόω	texno/w	v-sppeng-
τείχους	tei/xous	τεῖχος	tei=xos	n-s---ng-
τηλία	thli/a	τηλία	thli/a	n-d---fn-
τηλία	thli/a	τηλία	thli/a	n-d---fv-
τηλία	thli/a	τηλία	thli/a	n-d---fa-
τηλία	thli/a	τηλία	thli/a	n-s---fn-
τηλία	thli/a	τηλία	thli/a	n-s---fv-
τηρεῖ	threi=	τηρέω	thre/w	v2spie---
τηρεῖ	threi=	τηρέω	thre/w	v3spia---
τηρεῖν	threi=n	τηρέω	thre/w	v--pna---
τηροῦ	throu=	τηρέω	thre/w	v2spme---
τηροῦ	throu=	τηρέω	thre/w	v2siie---
τηροῦ	throu=	τηρός	thro/s	n-s---mg-
τηροῦμαι	throu=mai	τηρέω	thre/w	v1spie---
τηροῦσιν	throu=sin	τηρέω	thre/w	v-pppamd-
τηροῦσιν	throu=sin	τηρέω	thre/w	v-pppand-
τηροῦσιν	throu=sin	τηρέω	thre/w	v3ppia---
τηροῦσ’	throu=s'	τηρέω	thre/w	v-sppafn-
τηροῦσ’	throu=s'	τηρέω	thre/w	v-sppafv-
τηροῦσ’	throu=s'	τηρέω	thre/w	v-pppamd-
τηροῦσ’	throu=s'	τηρέω	thre/w	v-pppand-
τηροῦσ’	throu=s'	τηρέω	thre/w	v3ppia---
τηροῦσ’	throu=s'	τηρέω	thre/w	v-pppafn-
τηροῦσ’	throu=s'	τηρέω	thre/w	v-pppafv-
τηρώμεσθ’	thrw/mesq'	τηρέω	thre/w	v1ppse---
τι	ti	τις	tis	p-s---nn-
τι	ti	τις	tis	p-s---nv-
τι	ti	τις	tis	p-s---na-
τιθασευτήν	tiqaseuth/n	τιθασευτής	tiqaseuth/s	n-s---ma-
τιμηθείς	timhqei/s	τιμάω	tima/w	v-sappmn-
τιμηθείς	timhqei/s	τιμάω	tima/w	v-sappmv-
τιμηθείς	timhqei/s	τιμέω	time/w	v-sappmn-
τιμηθείς	timhqei/s	τιμέω	time/w	v-sappmv-
τιμητικόν	timhtiko/n	τιμητικός	timhtiko/s	a-s---ma-
τιμητικόν	timhtiko/n	τιμητικός	timhtiko/s	a-s---nn-
τιμητικόν	timhtiko/n	τιμητικός	timhtiko/s	a-s---nv-
τιμητικόν	timhtiko/n	τιμητικός	timhtiko/s	a-s---na-
τιμή	timh/	τιμή	timh/	n-s---fn-
τιμή	timh/	τιμή	timh/	n-s---fv-
τιμᾶν	tima=n	τιμάω	tima/w	v-sppamv-
τιμᾶν	tima=n	τιμάω	tima/w	v-sppann-
τιμᾶν	tima=n	τιμάω	tima/w	v-sppanv-
