Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
πρᾶγμ’	pra=gm'	πρᾶγμα	pra=gma	n-s---nv-
πρᾶγμ’	pra=gm'	πρᾶγμα	pra=gma	n-s---na-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---nn-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---nv-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---na-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---nn-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---nv-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---na-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---ma-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---nn-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---nv-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---na-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---ma-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---nn-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---nv-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---na-
πρῷραν	prw=|ran	πρῷρα	prw=|ra	n-s---fa-
πταναί	ptanai/	πτηνός	pthno/s	a-p---fn-
πταναί	ptanai/	πτηνός	pthno/s	a-p---fv-
πτανός	ptano/s	πτηνός	pthno/s	a-s---mn-
πτανός	ptano/s	πτηνός	pthno/s	n-s---mn-
πτανός	ptano/s	πτηνός	pthno/s	n-s---fn-
πτεροφόροι	pterofo/roi	πτεροφόρος	pterofo/ros	n-p---mn-
πτεροφόροι	pterofo/roi	πτεροφόρος	pterofo/ros	n-p---mv-
πτεροφόροι	pterofo/roi	πτεροφόρος	pterofo/ros	n-p---fn-
πτεροφόροι	pterofo/roi	πτεροφόρος	pterofo/ros	n-p---fv-
πτεροῖσιν	pteroi=sin	πτερόν	ptero/n	n-p---nd-
πτεροῖσιν	pteroi=sin	πτερόω	ptero/w	v-pppamd-
πτεροῖσιν	pteroi=sin	πτερόω	ptero/w	v-pppand-
πτεροῖσιν	pteroi=sin	πτερόω	ptero/w	v3spsa---
πτεροῖσιν	pteroi=sin	πτερόω	ptero/w	v3ppia---
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	a-p---fg-
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	a-p---mg-
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	a-p---ng-
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	n-p---mg-
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	n-p---fg-
πτερωτῶν	pterwtw=n	πτερωτός	pterwto/s	n-p---ng-
πτερόν	ptero/n	πτερόν	ptero/n	n-s---nn-
πτερόν	ptero/n	πτερόν	ptero/n	n-s---nv-
πτερόν	ptero/n	πτερόν	ptero/n	n-s---na-
πτερῷ	pterw=|	πτερόν	ptero/n	n-s---nd-
πτυχαῖσιν	ptuxai=sin	πτυχή	ptuxh/	n-p---fd-
πτυχάς	ptuxa/s	πτυχή	ptuxh/	n-p---fa-
πτωχός	ptwxo/s	πτωχός	ptwxo/s	a-s---mn-
πτωχός	ptwxo/s	πτωχός	ptwxo/s	n-s---mn-
πτωχός	ptwxo/s	πτωχός	ptwxo/s	n-s---fn-
πυθοῦ	puqou=	πυνθάνομαι	punqa/nomai	v2samm---
πυλωρός	pulwro/s	πυλωρός	pulwro/s	n-s---mn-
πυλώμασιν	pulw/masin	πύλωμα	pu/lwma	n-p---nd-
πυργώματα	purgw/mata	πύργωμα	pu/rgwma	n-p---nn-
πυργώματα	purgw/mata	πύργωμα	pu/rgwma	n-p---nv-
πυργώματα	purgw/mata	πύργωμα	pu/rgwma	n-p---na-
πυρπολήματα	purpolh/mata	πυρπόλημα	purpo/lhma	n-p---nn-
πυρπολήματα	purpolh/mata	πυρπόλημα	purpo/lhma	n-p---nv-
πυρπολήματα	purpolh/mata	πυρπόλημα	purpo/lhma	n-p---na-
πυρσεύσας	purseu/sas	πυρσεύω	purseu/w	v-sapamn-
πυρσεύσας	purseu/sas	πυρσεύω	purseu/w	v-sapamv-
πυρί	puri/	πῦρ	pu=r	n-s---nd-
πυρός	puro/s	πῦρ	pu=r	n-s---ng-
πυρός	puro/s	πυρός	puro/s	n-s---mn-
πυρᾷ	pura=|	πυράζω	pura/zw	v2sfim---
πυρᾷ	pura=|	πυράζω	pura/zw	v3sfia---
πυρᾷ	pura=|	πυρή	purh/	n-s---fd-
πως	pws	πως	pws	g--------
πάθεα	pa/qea	πάθος	pa/qos	n-p---nn-
πάθεα	pa/qea	πάθος	pa/qos	n-p---nv-
πάθεα	pa/qea	πάθος	pa/qos	n-p---na-
πάθεσι	pa/qesi	πάθος	pa/qos	n-p---nd-
πάλαι	pa/lai	πάλα	pa/la	n-p---fn-
πάλαι	pa/lai	πάλα	pa/la	n-p---fv-
πάλαι	pa/lai	πάλα	pa/la	n-s---fd-
πάλαι	pa/lai	πάλαι	pa/lai	d--------
πάλαι	pa/lai	πάλη	pa/lh	n-p---fn-
πάλαι	pa/lai	πάλη	pa/lh	n-p---fv-
πάλαι	pa/lai	πάλη	pa/lh	n-s---fd-
πάλαι	pa/lai	πάλλω	pa/llw	v3saoa---
πάλιν	pa/lin	πάλιν	pa/lin	d--------
πάνοπλος	pa/noplos	πάνοπλος	pa/noplos	n-s---mn-
πάνοπλος	pa/noplos	πάνοπλος	pa/noplos	n-s---fn-
πάντα	pa/nta	πᾶς	pa=s	n-s---ma-
πάντα	pa/nta	πᾶς	pa=s	n-p---nn-
πάντα	pa/nta	πᾶς	pa=s	n-p---nv-
πάντα	pa/nta	πᾶς	pa=s	n-p---na-
πάντας	pa/ntas	πᾶς	pa=s	n-p---ma-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mn-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mv-
πάντων	pa/ntwn	πᾶς	pa=s	n-p---mg-
πάντων	pa/ntwn	πᾶς	pa=s	n-p---ng-
πάρεδρος	pa/redros	πάρεδρος	pa/redros	n-s---mn-
πάρεδρος	pa/redros	πάρεδρος	pa/redros	n-s---fn-
πάρειμι	pa/reimi	πάρειμι1	pa/reimi1	v1spia---
πάρειμι	pa/reimi	πάρειμι2	pa/reimi2	v1spia---
πάρεργον	pa/rergon	πάρεργον	pa/rergon	n-s---nn-
πάρεργον	pa/rergon	πάρεργον	pa/rergon	n-s---nv-
πάρεργον	pa/rergon	πάρεργον	pa/rergon	n-s---na-
πάρεργον	pa/rergon	πάρεργος	pa/rergos	n-s---ma-
πάρεργον	pa/rergon	πάρεργος	pa/rergos	n-s---fa-
πάρεργον	pa/rergon	πάρεργος	pa/rergos	n-s---nn-
πάρεργον	pa/rergon	πάρεργος	pa/rergos	n-s---nv-
πάρεργον	pa/rergon	πάρεργος	pa/rergos	n-s---na-
πάρεστι	pa/resti	πάρειμι1	pa/reimi1	v3spia---
πάρεστιν	pa/restin	πάρειμι1	pa/reimi1	v3spia---
πάροιθεν	pa/roiqen	πάροιθε	pa/roiqe	r--------
πάρος	pa/ros	πάρος	pa/ros	d--------
πάρος	pa/ros	πάρος	pa/ros	r--------
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamn-
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamv-
πάσας	pa/sas	πάσσω	pa/ssw	v2saia---
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσας	pa/sas	πᾶς	pa=s	n-s---fg-
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσχων	pa/sxwn	πάσχω	pa/sxw	v-sppamn-
πάσῃ	pa/sh|	πάομαι	pa/omai	v2sasm---
πάσῃ	pa/sh|	πάομαι	pa/omai	v2sfim---
πάσῃ	pa/sh|	πάσσω	pa/ssw	v2sasm---
πάσῃ	pa/sh|	πάσσω	pa/ssw	v3sasa---
πάσῃ	pa/sh|	πᾶς	pa=s	n-s---fd-
πάσῃ	pa/sh|	πᾶσις	pa=sis	n-s---fd-
πάσῃ	pa/sh|	πατέομαι	pate/omai	v2sasm---
πάτερ	pa/ter	πατήρ	path/r	n-s---mv-
πάτραν	pa/tran	φράτρα	fra/tra	n-s---fa-
πάτραν	pa/tran	πάτρα	pa/tra	n-s---fa-
πάτραν	pa/tran	πάτρη	pa/trh	n-s---fa-
πάτρας	pa/tras	φράτρα	fra/tra	n-p---fa-
πάτρας	pa/tras	φράτρα	fra/tra	n-s---fg-
πάτρας	pa/tras	πάτρα	pa/tra	n-p---fa-
πάτρας	pa/tras	πάτρα	pa/tra	n-s---fg-
πάτρας	pa/tras	πάτρη	pa/trh	n-p---fa-
πάτρας	pa/tras	πάτρη	pa/trh	n-s---fg-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---nn-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---nv-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---na-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---nn-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---nv-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---na-
πάτριον	pa/trion	πάτριος	pa/trios	a-s---ma-
πάτριον	pa/trion	πάτριος	pa/trios	a-s---nn-
πάτριον	pa/trion	πάτριος	pa/trios	a-s---nv-
πάτριον	pa/trion	πάτριος	pa/trios	a-s---na-
πάτριον	pa/trion	πάτριος	pa/trios	n-s---ma-
πάτριον	pa/trion	πάτριος	pa/trios	n-s---fa-
πάτριον	pa/trion	πάτριος	pa/trios	n-s---nn-
πάτριον	pa/trion	πάτριος	pa/trios	n-s---nv-
πάτριον	pa/trion	πάτριος	pa/trios	n-s---na-
πέδον	pe/don	πέδον	pe/don	n-s---nn-
πέδον	pe/don	πέδον	pe/don	n-s---nv-
πέδον	pe/don	πέδον	pe/don	n-s---na-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nn-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nv-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---na-
πέλανοι	pe/lanoi	πέλανος	pe/lanos	n-p---mn-
πέλανοι	pe/lanoi	πέλανος	pe/lanos	n-p---mv-
πέλας	pe/las	πέλας	pe/las	d--------
πέλας	pe/las	πελάω	pela/w	v2siia---
πέμπε	pe/mpe	πέμπω	pe/mpw	v2spma---
πέμπε	pe/mpe	πέμπω	pe/mpw	v3siia---
πέμπε	pe/mpe	πέντε	pe/nte	m--------
πέμποντες	pe/mpontes	πέμπω	pe/mpw	v-pppamn-
πέμποντες	pe/mpontes	πέμπω	pe/mpw	v-pppamv-
πέμψαντος	pe/myantos	πέμπω	pe/mpw	v-sapamg-
πέμψαντος	pe/myantos	πέμπω	pe/mpw	v-sapang-
πέμψειε	pe/myeie	πέμπω	pe/mpw	v3saoa---
πέμψομεν	pe/myomen	πέμπω	pe/mpw	v1pasa---
πέμψομεν	pe/myomen	πέμπω	pe/mpw	v1pfia---
πένθει	pe/nqei	πένθος	pe/nqos	n-d---nn-
πένθει	pe/nqei	πένθος	pe/nqos	n-d---nv-
πένθει	pe/nqei	πένθος	pe/nqos	n-d---na-
πένθει	pe/nqei	πένθος	pe/nqos	n-s---nd-
πένθει	pe/nqei	πένθος	pe/nqos	n-s---nd-
πένθει	pe/nqei	πενθέω	penqe/w	v2spma---
πένθει	pe/nqei	πενθέω	penqe/w	v3siia---
πένθεσιν	pe/nqesin	πένθος	pe/nqos	n-p---nd-
πέπλευκα	pe/pleuka	πλέω	ple/w	v1sria---
πέπλευκ’	pe/pleuk'	πλέω	ple/w	v1sria---
πέπλευκ’	pe/pleuk'	πλέω	ple/w	v2srma---
πέπλευκ’	pe/pleuk'	πλέω	ple/w	v3sria---
πέπλοισιν	pe/ploisin	πέπλος	pe/plos	n-p---md-
πέπλοισιν	pe/ploisin	πέπλος	pe/plos	n-p---nd-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---md-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---fd-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---nd-
πέπλους	pe/plous	πέπλος	pe/plos	n-p---ma-
πέπλους	pe/plous	πεπλος	peplos	n-p---ma-
πέπλους	pe/plous	πεπλος	peplos	n-p---fa-
πέπλων	pe/plwn	πέπλος	pe/plos	n-p---mg-
πέπλων	pe/plwn	πέπλος	pe/plos	n-p---ng-
πέπλων	pe/plwn	πεπλος	peplos	n-p---mg-
πέπλων	pe/plwn	πεπλος	peplos	n-p---fg-
πέπλων	pe/plwn	πεπλος	peplos	n-p---ng-
πέπυσμαι	pe/pusmai	πυνθάνομαι	punqa/nomai	v1srie---
πέρας	pe/ras	πέρα	pe/ra	n-p---fa-
πέρας	pe/ras	πέρα	pe/ra	n-s---fg-
πέρας	pe/ras	πέρας	pe/ras	n-s---nn-
πέρας	pe/ras	πέρας	pe/ras	n-s---nv-
πέρας	pe/ras	πέρας	pe/ras	n-s---na-
πέρας	pe/ras	περάω1	pera/w1	v2spia---
πέρας	pe/ras	περάω1	pera/w1	v2siia---
πέρας	pe/ras	περάω2	pera/w2	v2siia---
πέργαμα	pe/rgama	περί-γαμέω	peri/-game/w	v1saia---
πέρσαντες	pe/rsantes	πέρθω	pe/rqw	v-papamn-
πέρσαντες	pe/rsantes	πέρθω	pe/rqw	v-papamv-
πέρσας	pe/rsas	πέρθω	pe/rqw	v-sapamn-
πέρσας	pe/rsas	πέρθω	pe/rqw	v-sapamv-
πέρσας	pe/rsas	πέρθω	pe/rqw	v2saia---
πέσοι	pe/soi	πίπτω	pi/ptw	v3saoa---
πέταλα	pe/tala	πέταλον	pe/talon	n-p---nn-
πέταλα	pe/tala	πέταλον	pe/talon	n-p---nv-
πέταλα	pe/tala	πέταλον	pe/talon	n-p---na-
πέταλα	pe/tala	πέταλος	pe/talos	a-p---nn-
πέταλα	pe/tala	πέταλος	pe/talos	a-p---nv-
πέταλα	pe/tala	πέταλος	pe/talos	a-p---na-
πέτραις	pe/trais	πέτρα	pe/tra	n-p---fd-
πέτρας	pe/tras	πέτρα	pe/tra	n-p---fa-
πέτρας	pe/tras	πέτρα	pe/tra	n-s---fg-
πέτρινα	pe/trina	πέτρινος	pe/trinos	a-p---nn-
πέτρινα	pe/trina	πέτρινος	pe/trinos	a-p---nv-
πέτρινα	pe/trina	πέτρινος	pe/trinos	a-p---na-
πέφευγε	pe/feuge	φεύγω	feu/gw	v2srma---
πέφευγε	pe/feuge	φεύγω	feu/gw	v3sria---
πέφυκας	pe/fukas	φύω	fu/w	v2sria---
πέφυκας	pe/fukas	φύζω	fu/zw	v2sria---
πέφυκά	pe/fuka/	φύω	fu/w	v1sria---
πέφυκά	pe/fuka/	φύζω	fu/zw	v1sria---
πέφυχ’	pe/fux'	φύω	fu/w	v1sria---
πέφυχ’	pe/fux'	φύω	fu/w	v2srma---
πέφυχ’	pe/fux'	φύω	fu/w	v3sria---
πέφυχ’	pe/fux'	φύζω	fu/zw	v1sria---
πέφυχ’	pe/fux'	φύζω	fu/zw	v2srma---
πέφυχ’	pe/fux'	φύζω	fu/zw	v3sria---
πήμασιν	ph/masin	πῆμα	ph=ma	n-p---nd-
πήματ’	ph/mat'	πῆμα	ph=ma	n-p---nn-
πήματ’	ph/mat'	πῆμα	ph=ma	n-p---nv-
πήματ’	ph/mat'	πῆμα	ph=ma	n-p---na-
πήματ’	ph/mat'	πῆμα	ph=ma	n-s---nd-
πήματ’	ph/mat'	πῆμα	ph=ma	n-d---nn-
πήματ’	ph/mat'	πῆμα	ph=ma	n-d---nv-
πήματ’	ph/mat'	πῆμα	ph=ma	n-d---na-
πίπτει	pi/ptei	πίπτω	pi/ptw	v2spie---
πίπτει	pi/ptei	πίπτω	pi/ptw	v3spia---
πίστευσον	pi/steuson	πιστεύω	pisteu/w	v2sama---
πίτνεις	pi/tneis	πίπτω	pi/ptw	v2spia---
πίτνω	pi/tnw	πίπτω	pi/ptw	v1spsa---
πίτνω	pi/tnw	πίπτω	pi/ptw	v1spia---
πίτνω	pi/tnw	πίτνημι	pi/tnhmi	v2spme---
πόδα	po/da	πούς	pou/s	n-s---ma-
πόδ’	po/d'	πούς	pou/s	n-s---ma-
πόδ’	po/d'	πούς	pou/s	n-d---mn-
πόδ’	po/d'	πούς	pou/s	n-d---mv-
πόδ’	po/d'	πούς	pou/s	n-d---ma-
πόθεν	po/qen	πίνω	pi/nw	v3paip---
πόθεν	po/qen	πόθεν	po/qen	d--------
πόθεν	po/qen	ποθεν	poqen	g--------
πόθος	po/qos	πόθος	po/qos	n-s---mn-
πόθῳ	po/qw|	πόθος	po/qos	n-s---md-
πόθ’	po/q'	πόθι	po/qi	d--------
πόθ’	po/q'	πόθος	po/qos	n-s---mv-
πόθ’	po/q'	πότε	po/te	x--------
πόθ’	po/q'	πότης	po/ths	n-s---mv-
πόθ’	po/q'	πότης	po/ths	n-s---mn-
πόθ’	po/q'	πότης	po/ths	n-s---fv-
πόθ’	po/q'	πότης	po/ths	n-p---mn-
πόθ’	po/q'	πότης	po/ths	n-p---mv-
πόθ’	po/q'	πότης	po/ths	n-s---md-
πόθ’	po/q'	πότις	po/tis	n-s---fv-
πόθ’	po/q'	πότος	po/tos	n-s---mv-
πόθ’	po/q'	ποθι	poqi	d--------
πόθ’	po/q'	ποτέ	pote/	g--------
πόθ’	po/q'	ποτέ	pote/	g--------
πόλεας	po/leas	πολύς	polu/s	n-p---ma-
πόλει	po/lei	πόλις	po/lis	n-d---fn-
πόλει	po/lei	πόλις	po/lis	n-d---fv-
πόλει	po/lei	πόλις	po/lis	n-d---fa-
πόλει	po/lei	πόλις	po/lis	n-s---fd-
πόλει	po/lei	πόλις	po/lis	n-s---fd-
πόλει	po/lei	πολέω	pole/w	v2spma---
πόλει	po/lei	πολέω	pole/w	v3siia---
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πόλις	po/lis	n-p---fv-
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πόλις	po/lis	n-p---fa-
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πολέω	pole/w	v2siia---
πόλεις	po/leis	πολύς	polu/s	n-p---mn-
πόλεις	po/leis	πολύς	polu/s	n-p---ma-
πόλεμον	po/lemon	πόλεμος	po/lemos	n-s---ma-
πόλεος	po/leos	πόλις	po/lis	n-s---fg-
πόλεων	po/lewn	πόλις	po/lis	n-p---fg-
πόλεων	po/lewn	πολύς	polu/s	n-p---mg-
πόλιν	po/lin	πόλις	po/lis	n-s---fa-
πόλις	po/lis	πόλις	po/lis	n-p---fa-
πόλις	po/lis	πόλις	po/lis	n-s---fn-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	a-p---mn-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	a-p---mv-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	n-p---mn-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	n-p---mv-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	n-p---fn-
πόμπιμοι	po/mpimoi	πόμπιμος	po/mpimos	n-p---fv-
πόνοι	po/noi	πόνος	po/nos	n-p---mn-
πόνοι	po/noi	πόνος	po/nos	n-p---mv-
πόνον	po/non	πόνος	po/nos	n-s---ma-
πόνος	po/nos	πόνος	po/nos	n-s---mn-
πόνου	po/nou	πόνος	po/nos	n-s---mg-
πόνους	po/nous	πόνος	po/nos	n-p---ma-
πόντιε	po/ntie	Πόντιος	*po/ntios	n-s---mv-
πόντιε	po/ntie	πόντιος	po/ntios	a-s---mv-
πόντιε	po/ntie	πόντιος	po/ntios	n-s---mv-
πόντιε	po/ntie	πόντιος	po/ntios	n-s---fv-
πόντιον	po/ntion	Πόντιος	*po/ntios	n-s---ma-
πόντιον	po/ntion	πόντιος	po/ntios	a-s---ma-
πόντιον	po/ntion	πόντιος	po/ntios	a-s---nn-
πόντιον	po/ntion	πόντιος	po/ntios	a-s---nv-
πόντιον	po/ntion	πόντιος	po/ntios	a-s---na-
πόντιον	po/ntion	πόντιος	po/ntios	n-s---ma-
πόντιον	po/ntion	πόντιος	po/ntios	n-s---fa-
πόντιον	po/ntion	πόντιος	po/ntios	n-s---nn-
πόντιον	po/ntion	πόντιος	po/ntios	n-s---nv-
πόντιον	po/ntion	πόντιος	po/ntios	n-s---na-
πόντον	po/nton	πόντος	po/ntos	n-s---ma-
πόντος	po/ntos	πόντος	po/ntos	n-s---mn-
πόντου	po/ntou	πόντος	po/ntos	n-s---mg-
πόντου	po/ntou	ποντίζω	ponti/zw	v2spma---
πόντου	po/ntou	ποντίζω	ponti/zw	v3siia---
πόντου	po/ntou	ποντόω	ponto/w	v2spma---
πόντου	po/ntou	ποντόω	ponto/w	v3siia---
πόντῳ	po/ntw|	πόντος	po/ntos	n-s---md-
πόνων	po/nwn	πόνος	po/nos	n-p---mg-
πόρον	po/ron	πόρος	po/ros	n-s---ma-
πόρον	po/ron	πόρω	po/rw	v3paia---
πόρον	po/ron	πόρω	po/rw	v1saia---
πόρου	po/rou	πόρος	po/ros	n-s---mg-
πόρου	po/rou	πορόω	poro/w	v2spma---
πόρου	po/rou	πορόω	poro/w	v3siia---
πόρπακι	po/rpaki	πόρπαξ	po/rpac	n-s---md-
πόσει	po/sei	πόσισ1	po/sis1	n-d---mn-
πόσει	po/sei	πόσισ1	po/sis1	n-d---mv-
πόσει	po/sei	πόσισ1	po/sis1	n-d---ma-
πόσει	po/sei	πόσισ1	po/sis1	n-s---md-
πόσει	po/sei	πόσισ1	po/sis1	n-s---md-
πόσει	po/sei	πόσισ2	po/sis2	n-d---fn-
πόσει	po/sei	πόσισ2	po/sis2	n-d---fv-
πόσει	po/sei	πόσισ2	po/sis2	n-d---fa-
πόσει	po/sei	πόσισ2	po/sis2	n-s---fd-
πόσει	po/sei	πόσισ2	po/sis2	n-s---fd-
πόσι	po/si	πόσισ1	po/sis1	n-s---mv-
πόσι	po/si	πόσισ1	po/sis1	n-s---md-
πόσι	po/si	πόσισ2	po/sis2	n-s---fv-
πόσι	po/si	πόσισ2	po/sis2	n-s---fd-
πόσιν	po/sin	πόσισ1	po/sis1	n-s---ma-
πόσιν	po/sin	πόσισ2	po/sis2	n-s---fa-
πόσις	po/sis	πόσισ1	po/sis1	n-p---ma-
πόσις	po/sis	πόσισ1	po/sis1	n-s---mn-
πόσις	po/sis	πόσισ2	po/sis2	n-p---fa-
πόσις	po/sis	πόσισ2	po/sis2	n-s---fn-
πόσον	po/son	πόσος	po/sos	a-s---ma-
πόσον	po/son	πόσος	po/sos	a-s---nn-
πόσον	po/son	πόσος	po/sos	a-s---nv-
πόσον	po/son	πόσος	po/sos	a-s---na-
πότε	po/te	πότε	po/te	x--------
πότε	po/te	πότος	po/tos	n-s---mv-
πότε	po/te	ποτέ	pote/	g--------
πότερα	po/tera	πότερος	po/teros	a-p---nn-
πότερα	po/tera	πότερος	po/teros	a-p---nv-
