Αἰσχύλον	*ai)sxu/lon	Αἰσχύλος	*ai)sxu/los	n-s---ma-
τραγήμαθ’	tragh/maq'	τράγημα	tra/ghma	n-d---nn-
τραγήμαθ’	tragh/maq'	τράγημα	tra/ghma	n-d---nv-
τραγήμαθ’	tragh/maq'	τράγημα	tra/ghma	n-d---na-
τραγῳδικόν	tragw|diko/n	τραγῳδικός	tragw|diko/s	a-s---ma-
τραγῳδικόν	tragw|diko/n	τραγῳδικός	tragw|diko/s	a-s---nn-
τραγῳδικόν	tragw|diko/n	τραγῳδικός	tragw|diko/s	a-s---nv-
τραγῳδικόν	tragw|diko/n	τραγῳδικός	tragw|diko/s	a-s---na-
τραγῳδίαν	tragw|di/an	τραγῳδία	tragw|di/a	n-s---fa-
τραγῳδίας	tragw|di/as	τραγῳδία	tragw|di/a	n-p---fa-
τραγῳδίας	tragw|di/as	τραγῳδία	tragw|di/a	n-s---fg-
τραπέζῃ	trape/zh|	τράπεζα	tra/peza	n-s---fd-
τραυμάτων	trauma/twn	τραῦμα	trau=ma	n-p---ng-
τρεῖς	trei=s	τρέω	tre/w	v2spia---
τρεῖς	trei=s	τρέω	tre/w	v2siia---
τρεῖς	trei=s	τρεῖς	trei=s	m-p---mn-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---mv-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---ma-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fn-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fv-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fa-
τριακοντούτιδας	triakontou/tidas	τριακονταετής	triakontaeth/s	n-p---fa-
τριακοντούτιδες	triakontou/tides	τριακονταετής	triakontaeth/s	n-p---fn-
τριακοντούτιδες	triakontou/tides	τριακονταετής	triakontaeth/s	n-p---fv-
τριακοσίας	triakosi/as	τριακόσιοι	triako/sioi	a-p---fa-
τριβάς	triba/s	τριβάς	triba/s	n-s---fn-
τριβάς	triba/s	τριβή	tribh/	n-p---fa-
τριηράρχου	trihra/rxou	τριήραρχος	trih/rarxos	n-s---mg-
τριπλάσιον	tripla/sion	τριπλάσιος	tripla/sios	a-s---ma-
τριπλάσιον	tripla/sion	τριπλάσιος	tripla/sios	a-s---nn-
τριπλάσιον	tripla/sion	τριπλάσιος	tripla/sios	a-s---nv-
τριπλάσιον	tripla/sion	τριπλάσιος	tripla/sios	a-s---na-
τριπλάσιον	tripla/sion	τριπλασίων	triplasi/wn	n-s---mv-
τριπλάσιον	tripla/sion	τριπλασίων	triplasi/wn	n-s---fv-
τριπλάσιον	tripla/sion	τριπλασίων	triplasi/wn	n-s---nn-
τριπλάσιον	tripla/sion	τριπλασίων	triplasi/wn	n-s---nv-
τριπλάσιον	tripla/sion	τριπλασίων	triplasi/wn	n-s---na-
τριπτήρ	tripth/r	τριπτήρ	tripth/r	n-s---mn-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-p---nn-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-p---nv-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-p---na-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-s---mv-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-p---fn-
τρισμακάρι’	trismaka/ri'	τρίσμακαρ	tri/smakar	a-p---fv-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-p---nn-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-p---nv-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-p---na-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-s---mv-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-p---fn-
τρισμακάρι’	trismaka/ri'	τρισμακάριος	trismaka/rios	a-p---fv-
τρισχιλίους	trisxili/ous	τρισχίλιοι	trisxi/lioi	a-p---ma-
τρισί	trisi/	τρεῖς	trei=s	m-p---md-
τρισί	trisi/	τρεῖς	trei=s	m-p---fd-
τρισί	trisi/	τρεῖς	trei=s	m-p---nd-
τριχί	trixi/	θρίξ	qri/c	n-s---fd-
τριχί	trixi/	τριχίς	trixi/s	n-s---fv-
τριχίδων	trixi/dwn	τριχίς	trixi/s	n-p---fg-
τριχόβρωτες	trixo/brwtes	τριχόβρως	trixo/brws	n-p---mn-
τριχόβρωτες	trixo/brwtes	τριχόβρως	trixo/brws	n-p---mv-
τριχόβρωτες	trixo/brwtes	τριχόβρως	trixo/brws	n-p---fn-
τριχόβρωτες	trixo/brwtes	τριχόβρως	trixo/brws	n-p---fv-
τριάκονθ’	tria/konq'	τριάκοντα	tria/konta	m--------
τριῶν	triw=n	τρεῖς	trei=s	m-p---mg-
τριῶν	triw=n	τρεῖς	trei=s	m-p---fg-
τριῶν	triw=n	τρεῖς	trei=s	m-p---ng-
τριῶν	triw=n	τρίζω	tri/zw	v-sfpamn-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpamv-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpann-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpanv-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpana-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpamn-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpamv-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpann-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpanv-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpana-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpamn-
τροπουμένων	tropoume/nwn	τροπάομαι	tropa/omai	v-pppefg-
τροπουμένων	tropoume/nwn	τροπάομαι	tropa/omai	v-pppemg-
τροπουμένων	tropoume/nwn	τροπάομαι	tropa/omai	v-pppeng-
τροπουμένων	tropoume/nwn	τροπέω	trope/w	v-pppefg-
τροπουμένων	tropoume/nwn	τροπέω	trope/w	v-pppemg-
τροπουμένων	tropoume/nwn	τροπέω	trope/w	v-pppeng-
τροπουμένων	tropoume/nwn	τροπόω	tropo/w	v-pppefg-
τροπουμένων	tropoume/nwn	τροπόω	tropo/w	v-pppemg-
τροπουμένων	tropoume/nwn	τροπόω	tropo/w	v-pppeng-
τροπωτήρων	tropwth/rwn	τροπωτήρ	tropwth/r	n-p---mg-
τροχίλως	troxi/lws	τροχίλος	troxi/los	n-p---ma-
τρυγικοῖς	trugikoi=s	τρυγικός	trugiko/s	a-p---md-
τρυγικοῖς	trugikoi=s	τρυγικός	trugiko/s	a-p---nd-
τρυγῳδικοῖς	trugw|dikoi=s	τρυγῳδικός	trugw|diko/s	a-p---md-
τρυγῳδικοῖς	trugw|dikoi=s	τρυγῳδικός	trugw|diko/s	a-p---nd-
τρυγῳδία	trugw|di/a	τρυγῳδία	trugw|di/a	n-d---fn-
τρυγῳδία	trugw|di/a	τρυγῳδία	trugw|di/a	n-d---fv-
τρυγῳδία	trugw|di/a	τρυγῳδία	trugw|di/a	n-d---fa-
τρυγῳδία	trugw|di/a	τρυγῳδία	trugw|di/a	n-s---fn-
τρυγῳδία	trugw|di/a	τρυγῳδία	trugw|di/a	n-s---fv-
τρυγῳδίαν	trugw|di/an	τρυγῳδία	trugw|di/a	n-s---fa-
τράπεζαι	tra/pezai	τράπεζα	tra/peza	n-p---fn-
τράπεζαι	tra/pezai	τράπεζα	tra/peza	n-p---fv-
τράποιτ’	tra/poit'	τραπέω	trape/w	v2ppoa---
τράποιτ’	tra/poit'	τρέπω	tre/pw	v3saom---
τράποιτ’	tra/poit'	τρέπω	tre/pw	v2paoa---
τράφειν	tra/fein	τρέφω	tre/fw	v--pna---
τρέμει	tre/mei	τρέμω	tre/mw	v2spie---
τρέμει	tre/mei	τρέμω	tre/mw	v3spia---
τρέπετ’	tre/pet'	τρέπω	tre/pw	v2ppma---
τρέπετ’	tre/pet'	τρέπω	tre/pw	v2ppia---
τρέπετ’	tre/pet'	τρέπω	tre/pw	v3spie---
τρέπετ’	tre/pet'	τρέπω	tre/pw	v3siie---
τρέπετ’	tre/pet'	τρέπω	tre/pw	v2piia---
τρέπου	tre/pou	τρέπω	tre/pw	v2spme---
τρέπου	tre/pou	τρέπω	tre/pw	v2siie---
τρέχων	tre/xwn	τρέχω	tre/xw	v-sppamn-
τρία	tri/a	τρεῖς	trei=s	m-p---nn-
τρία	tri/a	τρεῖς	trei=s	m-p---nv-
τρία	tri/a	τρεῖς	trei=s	m-p---na-
τρία	tri/a	τρία	tri/a	n-p---nn-
τρία	tri/a	τρία	tri/a	n-p---nv-
τρία	tri/a	τρία	tri/a	n-p---na-
τρίβωνας	tri/bwnas	τρίβων	tri/bwn	n-p---ma-
τρίβωνας	tri/bwnas	τρίβων	tri/bwn	n-p---fa-
τρίβωσιν	tri/bwsin	τρίβω	tri/bw	v3ppsa---
τρίβωσιν	tri/bwsin	τρίβων	tri/bwn	n-p---md-
τρίβωσιν	tri/bwsin	τρίβων	tri/bwn	n-p---fd-
τρίτον	tri/ton	τρίτος	tri/tos	a-s---ma-
τρίτον	tri/ton	τρίτος	tri/tos	a-s---nn-
τρίτον	tri/ton	τρίτος	tri/tos	a-s---nv-
τρίτον	tri/ton	τρίτος	tri/tos	a-s---na-
τρόπους	tro/pous	τρόπος	tro/pos	n-p---ma-
τρόπους	tro/pous	τροπόω	tropo/w	v2siia---
τρόπῳ	tro/pw|	τρόπος	tro/pos	n-s---md-
τρύβλιον	tru/blion	τρύβλιον	tru/blion	n-s---nn-
τρύβλιον	tru/blion	τρύβλιον	tru/blion	n-s---nv-
τρύβλιον	tru/blion	τρύβλιον	tru/blion	n-s---na-
τρύχη	tru/xh	τρῦχος	tru=xos	n-p---nn-
τρύχη	tru/xh	τρῦχος	tru=xos	n-p---nv-
τρύχη	tru/xh	τρῦχος	tru=xos	n-p---na-
τρύχη	tru/xh	τρῦχος	tru=xos	n-d---nn-
τρύχη	tru/xh	τρῦχος	tru=xos	n-d---nv-
τρύχη	tru/xh	τρῦχος	tru=xos	n-d---na-
τρώγοις	trw/gois	τρώγω	trw/gw	v2spoa---
τρώξονται	trw/contai	τρώγω	trw/gw	v3pfim---
τυ	tu	σύ	su/	p-s----a-
τυγχάνω	tugxa/nw	τυγχάνω	tugxa/nw	v1spsa---
τυγχάνω	tugxa/nw	τυγχάνω	tugxa/nw	v1spia---
τυννουτοσί	tunnoutosi/	τυννοῦτος	tunnou=tos	n-s---mn-
τυπείς	tupei/s	τύπτω	tu/ptw	v-sappmn-
τυπείς	tupei/s	τύπτω	tu/ptw	v-sappmv-
τυρόνωτον	turo/nwton	τυρόνωτος	turo/nwtos	n-s---ma-
τυρόνωτον	turo/nwton	τυρόνωτος	turo/nwtos	n-s---fa-
τυρόνωτον	turo/nwton	τυρόνωτος	turo/nwtos	n-s---nn-
τυρόνωτον	turo/nwton	τυρόνωτος	turo/nwtos	n-s---nv-
τυρόνωτον	turo/nwton	τυρόνωτος	turo/nwtos	n-s---na-
τυφλοῦ	tuflou=	τυφλός	tuflo/s	a-s---mg-
τυφλοῦ	tuflou=	τυφλός	tuflo/s	a-s---ng-
τυφλοῦ	tuflou=	τυφλόω	tuflo/w	v2spme---
τυφλοῦ	tuflou=	τυφλόω	tuflo/w	v2siie---
τυχεῖν	tuxei=n	τυγχάνω	tugxa/nw	v--ana---
τυχηρῶς	tuxhrw=s	τυχηρός	tuxhro/s	x--------
τυχών	tuxw/n	τυγχάνω	tugxa/nw	v-sapamn-
τωνδί	twndi/	ὅδε	o(/de	n-p---mg-
τωνδί	twndi/	ὅδε	o(/de	n-p---fg-
τωνδί	twndi/	ὅδε	o(/de	n-p---ng-
τἀγορᾷ	ta)gora=|	ἀγορά	a)gora/	n-s---fd-
τἀγορᾷ	ta)gora=|	ἀγοράομαι	a)gora/omai	v2spsm---
τἀγορᾷ	ta)gora=|	ἀγοράομαι	a)gora/omai	v2spim---
τἀγορᾷ	ta)gora=|	ἀγοράζω	a)gora/zw	v2sfim---
τἀγορᾷ	ta)gora=|	ἀγοράζω	a)gora/zw	v3sfia---
τἀγχέλεια	ta)gxe/leia	ἐγχέλειον	e)gxe/leion	n-p---nn-
τἀγχέλεια	ta)gxe/leia	ἐγχέλειον	e)gxe/leion	n-p---nv-
τἀγχέλεια	ta)gxe/leia	ἐγχέλειον	e)gxe/leion	n-p---na-
τἀγχέλεια	ta)gxe/leia	ἐγχέλειος	e)gxe/leios	a-p---nn-
τἀγχέλεια	ta)gxe/leia	ἐγχέλειος	e)gxe/leios	a-p---nv-
τἀγχέλεια	ta)gxe/leia	ἐγχέλειος	e)gxe/leios	a-p---na-
τἀκόλουθα	ta)ko/louqa	ἀκόλουθος	a)ko/louqos	n-p---nn-
τἀκόλουθα	ta)ko/louqa	ἀκόλουθος	a)ko/louqos	n-p---nv-
τἀκόλουθα	ta)ko/louqa	ἀκόλουθος	a)ko/louqos	n-p---na-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---nn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---nv-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---na-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fv-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fa-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-s---fn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-s---fv-
τἀφροδίτῃ	ta)frodi/th|	Ἀφροδίτη	*)afrodi/th	n-s---fd-
τἄνθια	ta)/nqia	ἄνθιον	a)/nqion	n-p---nn-
τἄνθια	ta)/nqia	ἄνθιον	a)/nqion	n-p---nv-
τἄνθια	ta)/nqia	ἄνθιον	a)/nqion	n-p---na-
τἄρα	ta)/ra	ἄρα	a)/ra	g--------
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nn-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nv-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---na-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nn-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nv-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---na-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fv-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fa-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fv-
τἄρα	ta)/ra	ἔραμαι	e)/ramai	v2spme---
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nn-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nv-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---na-
τἄρα	ta)/ra	ἐράω1	e)ra/w1	v2spma---
τἄρα	ta)/ra	ἐράω2	e)ra/w2	v2spma---
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---mn-
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---mv-
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---ma-
τὤχλῳ	tw)/xlw|	ἄχλοος	a)/xloos	n-s---md-
τὤχλῳ	tw)/xlw|	ἄχλοος	a)/xloos	n-s---fd-
τὤχλῳ	tw)/xlw|	ἄχλοος	a)/xloos	n-s---nd-
τὤχλῳ	tw)/xlw|	ὄχλος	o)/xlos	n-s---md-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	n-d---fv-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fn-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fv-
τάλας	ta/las	τάλας	ta/las	a-s---mn-
τάν	ta/n	ὁ	o(	l-s---fa-
τάνδε	ta/nde	ὅδε	o(/de	n-s---fa-
τάξεσιν	ta/cesin	τάξις	ta/cis	n-p---fd-
τάς	ta/s	ὁ	o(	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	v3siia---
τάφρον	ta/fron	τάφρος	ta/fros	n-s---fa-
τάχα	ta/xa	τάχα	ta/xa	d--------
τάχα	ta/xa	τάχος	ta/xos	n-p---nn-
τάχα	ta/xa	τάχος	ta/xos	n-p---nv-
τάχα	ta/xa	τάχος	ta/xos	n-p---na-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nn-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nv-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---na-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---na-
τάχος	ta/xos	τάχος	ta/xos	n-s---nn-
τάχος	ta/xos	τάχος	ta/xos	n-s---nv-
τάχος	ta/xos	τάχος	ta/xos	n-s---na-
τάχ’	ta/x'	τάχα	ta/xa	d--------
τέγους	te/gous	τέγος	te/gos	n-s---ng-
τέκν’	te/kn'	τέκνον	te/knon	n-p---nn-
τέκν’	te/kn'	τέκνον	te/knon	n-p---nv-
τέκν’	te/kn'	τέκνον	te/knon	n-p---na-
τέλος	te/los	τέλος	te/los	n-s---nn-
τέλος	te/los	τέλος	te/los	n-s---nv-
τέλος	te/los	τέλος	te/los	n-s---na-
τέμαχος	te/maxos	τέμαχος	te/maxos	n-s---nn-
τέμαχος	te/maxos	τέμαχος	te/maxos	n-s---nv-
τέμαχος	te/maxos	τέμαχος	te/maxos	n-s---na-
τέτραπται	te/traptai	τρέπω	tre/pw	v3srie---
τέτρωται	te/trwtai	τιτρώσκω	titrw/skw	v3srie---
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---nn-
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---nv-
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---na-
τήθην	th/qhn	τήθη	th/qh	n-s---fa-
τήθην	th/qhn	τῆθος	th=qos	n-s---na-
τήμερον	th/meron	σήμερον	sh/meron	d--------
τήν	th/n	ὁ	o(	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	n-s---fa-
τήνελλα	th/nella	τήνελλα	th/nella	x--------
τήνελλα	th/nella	τήνελλα	th/nella	a-p---nn-
τήνελλα	th/nella	τήνελλα	th/nella	a-p---nv-
τήνελλα	th/nella	τήνελλα	th/nella	a-p---na-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---nn-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---nv-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---na-
τήνελλά	th/nella/	τήνελλα	th/nella	x--------
τήνελλά	th/nella/	τήνελλα	th/nella	a-p---nn-
τήνελλά	th/nella/	τήνελλα	th/nella	a-p---nv-
τήνελλά	th/nella/	τήνελλα	th/nella	a-p---na-
τήνελλά	th/nella/	τήνελλος	th/nellos	n-p---nn-
τήνελλά	th/nella/	τήνελλος	th/nellos	n-p---nv-
τήνελλά	th/nella/	τήνελλος	th/nellos	n-p---na-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίνα	ti/na	τίς	ti/s	n-s---ma-
τίνα	ti/na	τίς	ti/s	n-s---fa-
τίνα	ti/na	τίς	ti/s	n-p---nn-
τίνα	ti/na	τίς	ti/s	n-p---nv-
τίνα	ti/na	τίς	ti/s	n-p---na-
τίνα	ti/na	τις	tis	p-s---ma-
τίνα	ti/na	τις	tis	p-s---fa-
τίνα	ti/na	τις	tis	p-p---nn-
τίνα	ti/na	τις	tis	p-p---nv-
τίνα	ti/na	τις	tis	p-p---na-
τίνι	ti/ni	τίς	ti/s	n-s----d-
τίνι	ti/ni	τις	tis	p-s----d-
τίνος	ti/nos	τίς	ti/s	n-s----g-
τίνος	ti/nos	τις	tis	p-s----g-
τίς	ti/s	τίς	ti/s	n-s---mn-
τίς	ti/s	τίς	ti/s	n-s---fn-
τίς	ti/s	τις	tis	p-s---mn-
τίς	ti/s	τις	tis	p-s---fn-
τίφην	ti/fhn	τίφη	ti/fh	n-s---fa-
τίφην	ti/fhn	τῖφος	ti=fos	n-s---na-
τίφης	ti/fhs	τίφη	ti/fh	n-s---fg-
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόδε	to/de	ὅδε	o(/de	n-s---nn-
τόδε	to/de	ὅδε	o(/de	n-s---nv-
τόδε	to/de	ὅδε	o(/de	n-s---na-
τόδ’	to/d'	ὅδε	o(/de	n-s---nn-
τόδ’	to/d'	ὅδε	o(/de	n-s---nv-
τόδ’	to/d'	ὅδε	o(/de	n-s---na-
τόλμης	to/lmhs	τόλμα	to/lma	n-s---fg-
τόλμης	to/lmhs	τολμάω	tolma/w	v2spia---
τόλμης	to/lmhs	τολμάω	tolma/w	v2siia---
τόλμησον	to/lmhson	τολμάω	tolma/w	v2sama---
τόν	to/n	ὁ	o(	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---na-
τότε	to/te	τότε	to/te	d--------
τόυ	to/u	τις	tis	p-s----g-
τύ	tu/	σύ	su/	p-s----a-
τύ	tu/	σύ	su/	p-s----n-
τύλαν	tu/lan	τύλη	tu/lh	n-s---fa-
τύλων	tu/lwn	τύλος	tu/los	n-p---mg-
τύλων	tu/lwn	τύλων	tu/lwn	n-s---mn-
τύλων	tu/lwn	τύλων	tu/lwn	n-s---mv-
τύλων	tu/lwn	τυλόω	tulo/w	v3piia---
τύλων	tu/lwn	τυλόω	tulo/w	v1siia---
τύχαισιν	tu/xaisin	τύχη	tu/xh	n-p---fd-
τώ	tw/	ὁ	o(	l-d---fn-
τώ	tw/	ὁ	o(	l-d---fv-
τώ	tw/	ὁ	o(	l-d---fa-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	ὁ	o(	l-d---mn-
τώ	tw/	ὁ	o(	l-d---mv-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---nn-
τώ	tw/	ὁ	o(	l-d---nv-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	τῷ	tw=|	d--------
τώς	tw/s	ὁ	o(	l-p---ma-
τώς	tw/s	τώς	tw/s	d--------
τᾶν	ta=n	ὁ	o(	l-p---mg-
τᾶν	ta=n	ὁ	o(	l-p---fg-
τᾶν	ta=n	τᾶν	ta=n	x--------
τᾶνδε	ta=nde	ὅδε	o(/de	n-p---mg-
τᾶνδε	ta=nde	ὅδε	o(/de	n-p---fg-
τᾶς	ta=s	ὁ	o(	l-s---fg-
τᾶσδε	ta=sde	ὅδε	o(/de	n-s---fg-
τᾷ	ta=|	ὁ	o(	l-s---fd-
τᾷδε	ta=|de	ὅδε	o(/de	n-s---fd-
τῆς	th=s	ὁ	o(	l-s---fg-
τῆσδε	th=sde	ὅδε	o(/de	n-s---fg-
τῆτες	th=tes	τῆτες	th=tes	d--------
τῇ	th=|	ὁ	o(	l-s---fd-
τῇ	th=|	τῇ	th=|	d--------
τῇδε	th=|de	ὅδε	o(/de	n-s---fd-
τῇδε	th=|de	τῇδε	th=|de	d--------
τῶ	tw=	ὁ	o(	l-s---mg-
τῶ	tw=	ὁ	o(	l-s---ng-
τῶ	tw=	τῷ	tw=|	d--------
τῶδε	tw=de	ὅδε	o(/de	n-s---mg-
τῶδε	tw=de	ὅδε	o(/de	n-s---ng-
τῶδ’	tw=d'	ὅδε	o(/de	n-s---mg-
τῶδ’	tw=d'	ὅδε	o(/de	n-s---ng-
τῶν	tw=n	ὁ	o(	l-p---fg-
τῶν	tw=n	ὁ	o(	l-p---mg-
τῶν	tw=n	ὁ	o(	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---ng-
τῷ	tw=|	ὁ	o(	l-s---md-
τῷ	tw=|	ὁ	o(	l-s---nd-
τῷ	tw=|	τίς	ti/s	n-s----d-
τῷ	tw=|	τις	tis	p-s----d-
τῷ	tw=|	τῷ	tw=|	d--------
τῷδε	tw=|de	ὅδε	o(/de	n-s---md-
τῷδε	tw=|de	ὅδε	o(/de	n-s---nd-
τῷδέ	tw=|de/	ὅδε	o(/de	n-s---md-
τῷδέ	tw=|de/	ὅδε	o(/de	n-s---nd-
υἱός	ui(o/s	υἱός	ui(o/s	n-s---mn-
φαγεῖν	fagei=n	ἐσθίω	e)sqi/w	v--ana---
φαλαρίδας	falari/das	φαλαρίς	falari/s	n-p---fa-
φαλλικόν	falliko/n	φαλλικός	falliko/s	a-s---ma-
φαλλικόν	falliko/n	φαλλικός	falliko/s	a-s---nn-
φαλλικόν	falliko/n	φαλλικός	falliko/s	a-s---nv-
φαλλικόν	falliko/n	φαλλικός	falliko/s	a-s---na-
φαλλόν	fallo/n	φαλλός	fallo/s	n-s---ma-
φαλλός	fallo/s	φαλλός	fallo/s	n-s---mn-
φαμι	fami	φημί	fhmi/	v1spia---
φανεράν	fanera/n	φανερός	fanero/s	a-s---fa-
φανείς	fanei/s	φαίνω	fai/nw	v-sappmn-
φανείς	fanei/s	φαίνω	fai/nw	v-sappmv-
φανήν	fanh/n	φανή	fanh/	n-s---fa-
φανήν	fanh/n	φανόσ1	fano/s1	a-s---fa-
