Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
τῶνδ’	tw=nd'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---mg-
τῶνδ’	tw=nd'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---ng-
τῷ	tw=|	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---md-
τῷ	tw=|	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nd-
τῷ	tw=|	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s----d-
τῷ	tw=|	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----d-
τῷ	tw=|	τῷ	tw=|	urn:cite2:hmt:lsj.chicago_md:n106104	d--------
τῷδε	tw=|de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---md-
τῷδε	tw=|de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---nd-
υἱόν	ui(o/n	υἱός	ui(o/s	urn:cite2:hmt:lsj.chicago_md:n106566	n-s---ma-
υἱός	ui(o/s	υἱός	ui(o/s	urn:cite2:hmt:lsj.chicago_md:n106566	n-s---mn-
φαμέν	fame/n	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v1ppia---
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	a-s---ma-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	a-s---nn-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	a-s---nv-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	a-s---na-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	n-s---ma-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	n-s---fa-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	n-s---nn-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	n-s---nv-
φανερόν	fanero/n	φανερός	fanero/s	urn:cite2:hmt:lsj.chicago_md:n110243	n-s---na-
φανείς	fanei/s	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v-sappmn-
φανείς	fanei/s	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v-sappmv-
φανεῖ	fanei=	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v3sasp---
φανεῖ	fanei=	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v2sfim---
φανεῖ	fanei=	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v3sfia---
φανεῖ	fanei=	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v2spie---
φανεῖ	fanei=	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v3spia---
φανοῦμαι	fanou=mai	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v1sfim---
φανοῦμαι	fanou=mai	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v1spie---
φανῆναι	fanh=nai	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v--anp---
φανῆναι	fanh=nai	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v--pna---
φανῇς	fanh=|s	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v2sasp---
φανῇς	fanh=|s	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v2spsa---
φανῇς	fanh=|s	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v2spia---
φανῇς	fanh=|s	φανάω	fana/w	urn:cite2:hmt:lsj.chicago_md:n110237	v2spsa---
φανῇς	fanh=|s	φανή	fanh/	urn:cite2:hmt:lsj.chicago_md:n110249	n-p---fd-
φανῇς	fanh=|s	φανόσ1	fano/s	urn:cite2:hmt:lsj.chicago_md:n110257	a-p---fd-
φανῇς	fanh=|s	φανόσ1	fano/s	urn:cite2:hmt:lsj.chicago_md:n110258	a-p---fd-
φασιν	fasin	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3ppia---
φασιν	fasin	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3spia---
φαίνει	fai/nei	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v2spie---
φαίνει	fai/nei	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v3spia---
φείσῃ	fei/sh|	φείδομαι	fei/domai	urn:cite2:hmt:lsj.chicago_md:n110484	v2sasm---
φείσῃ	fei/sh|	φείδομαι	fei/domai	urn:cite2:hmt:lsj.chicago_md:n110484	v2sfim---
φεύγῃς	feu/gh|s	φεύγω	feu/gw	urn:cite2:hmt:lsj.chicago_md:n110606	v2spsa---
φεύξομαι	feu/comai	φεύγω	feu/gw	urn:cite2:hmt:lsj.chicago_md:n110606	v1sfim---
φεύξομαι	feu/comai	φεύζω	feu/zw	urn:cite2:hmt:lsj.chicago_md:n110607	v1sasm---
φεύξομαι	feu/comai	φεύζω	feu/zw	urn:cite2:hmt:lsj.chicago_md:n110607	v1sfim---
φεῦ	feu=	φεῦ	feu=	urn:cite2:hmt:lsj.chicago_md:n110604	x--------
φημι	fhmi	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v1spia---
φημί	fhmi/	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v1spia---
φημ’	fhm'	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v1spia---
φησι	fhsi	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3spia---
φησιν	fhsin	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3spia---
φθογγά	fqogga/	φθογγή	fqoggh/	urn:cite2:hmt:lsj.chicago_md:n110732	n-d---fn-
φθογγά	fqogga/	φθογγή	fqoggh/	urn:cite2:hmt:lsj.chicago_md:n110732	n-d---fv-
φθογγά	fqogga/	φθογγή	fqoggh/	urn:cite2:hmt:lsj.chicago_md:n110732	n-d---fa-
φθογγά	fqogga/	φθογγή	fqoggh/	urn:cite2:hmt:lsj.chicago_md:n110732	n-s---fn-
φθογγά	fqogga/	φθογγή	fqoggh/	urn:cite2:hmt:lsj.chicago_md:n110732	n-s---fv-
φθονεράν	fqonera/n	φθονερός	fqonero/s	urn:cite2:hmt:lsj.chicago_md:n110739	a-s---fa-
φθέγγει	fqe/ggei	φθέγγομαι	fqe/ggomai	urn:cite2:hmt:lsj.chicago_md:n110662	v2spie---
φθέγμα	fqe/gma	φθέγμα	fqe/gma	urn:cite2:hmt:lsj.chicago_md:n110666	n-s---nn-
φθέγμα	fqe/gma	φθέγμα	fqe/gma	urn:cite2:hmt:lsj.chicago_md:n110666	n-s---nv-
φθέγμα	fqe/gma	φθέγμα	fqe/gma	urn:cite2:hmt:lsj.chicago_md:n110666	n-s---na-
φθόνον	fqo/non	φθόνος	fqo/nos	urn:cite2:hmt:lsj.chicago_md:n110745	n-s---ma-
φιλτάτου	filta/tou	φίλτατος	fi/ltatos	urn:cite2:hmt:lsj.chicago_md:n111621	a-s---mg-
φιλτάτου	filta/tou	φίλτατος	fi/ltatos	urn:cite2:hmt:lsj.chicago_md:n111621	a-s---ng-
φιλότητ’	filo/tht'	φιλότης	filo/ths	urn:cite2:hmt:lsj.chicago_md:n111537	n-s---fa-
φιλότητ’	filo/tht'	φιλότης	filo/ths	urn:cite2:hmt:lsj.chicago_md:n111537	n-s---fd-
φιλότητ’	filo/tht'	φιλότης	filo/ths	urn:cite2:hmt:lsj.chicago_md:n111537	n-d---fn-
φιλότητ’	filo/tht'	φιλότης	filo/ths	urn:cite2:hmt:lsj.chicago_md:n111537	n-d---fv-
φιλότητ’	filo/tht'	φιλότης	filo/ths	urn:cite2:hmt:lsj.chicago_md:n111537	n-d---fa-
φλαυρουργοῦ	flaurourgou=	φλαυρουργός	flaurourgo/s	urn:cite2:hmt:lsj.chicago_md:n111699	n-s---mg-
φλαυρουργοῦ	flaurourgou=	φλαυρουργός	flaurourgo/s	urn:cite2:hmt:lsj.chicago_md:n111699	n-s---fg-
φλαυρουργοῦ	flaurourgou=	φλαυρουργός	flaurourgo/s	urn:cite2:hmt:lsj.chicago_md:n111699	n-s---ng-
φλογίζων	flogi/zwn	φλογίζω	flogi/zw	urn:cite2:hmt:lsj.chicago_md:n111793	v-sppamn-
φλέψ	fle/y	φλέψ	fle/y	urn:cite2:hmt:lsj.chicago_md:n111764	n-s---fn-
φλέψ	fle/y	φλέψ	fle/y	urn:cite2:hmt:lsj.chicago_md:n111764	n-s---fv-
φοβεῖ	fobei=	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v2spie---
φοβεῖ	fobei=	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v3spia---
φοβητός	fobhto/s	φοβητός	fobhto/s	urn:cite2:hmt:lsj.chicago_md:n111900	a-s---mn-
φοβῶν	fobw=n	φόβη	fo/bh	urn:cite2:hmt:lsj.chicago_md:n111896	n-p---fg-
φοβῶν	fobw=n	φοβέω	fobe/w	urn:cite2:hmt:lsj.chicago_md:n111895	v-sppamn-
φοιτᾷ	foita=|	φοιτάω	foita/w	urn:cite2:hmt:lsj.chicago_md:n112016	v2spse---
φοιτᾷ	foita=|	φοιτάω	foita/w	urn:cite2:hmt:lsj.chicago_md:n112016	v2spie---
φοιτᾷ	foita=|	φοιτάω	foita/w	urn:cite2:hmt:lsj.chicago_md:n112016	v3spsa---
φοιτᾷ	foita=|	φοιτάω	foita/w	urn:cite2:hmt:lsj.chicago_md:n112016	v3spia---
φοιτᾷ	foita=|	φοιτάζω	foita/zw	urn:cite2:hmt:lsj.chicago_md:n112011	v2sfim---
φοιτᾷ	foita=|	φοιτάζω	foita/zw	urn:cite2:hmt:lsj.chicago_md:n112011	v3sfia---
φονᾷ	fona=|	φονάω	fona/w	urn:cite2:hmt:lsj.chicago_md:n112039	v2spse---
φονᾷ	fona=|	φονάω	fona/w	urn:cite2:hmt:lsj.chicago_md:n112039	v2spie---
φονᾷ	fona=|	φονάω	fona/w	urn:cite2:hmt:lsj.chicago_md:n112039	v3spsa---
φονᾷ	fona=|	φονάω	fona/w	urn:cite2:hmt:lsj.chicago_md:n112039	v3spia---
φονᾷ	fona=|	φονή	fonh/	urn:cite2:hmt:lsj.chicago_md:n112049	n-s---fd-
φορβάδος	forba/dos	φορβάς	forba/s	urn:cite2:hmt:lsj.chicago_md:n112080	n-s---mg-
φορβάδος	forba/dos	φορβάς	forba/s	urn:cite2:hmt:lsj.chicago_md:n112080	n-s---fg-
φορβάν	forba/n	φορβή	forbh/	urn:cite2:hmt:lsj.chicago_md:n112083	n-s---fa-
φορβῆς	forbh=s	φορβή	forbh/	urn:cite2:hmt:lsj.chicago_md:n112083	n-s---fg-
φορήματος	forh/matos	φόρημα	fo/rhma	urn:cite2:hmt:lsj.chicago_md:n112104	n-s---ng-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	a-s---ma-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	a-s---nn-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	a-s---nv-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	a-s---na-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	n-s---ma-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	n-s---fa-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	n-s---nn-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	n-s---nv-
φοίνιον	foi/nion	φοίνιος	foi/nios	urn:cite2:hmt:lsj.chicago_md:n112004	n-s---na-
φρενός	freno/s	φρήν	frh/n	urn:cite2:hmt:lsj.chicago_md:n112307	n-s---fg-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v-sppamv-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v-sppann-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v-sppanv-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v-sppana-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v-sppamn-
φρενῶν	frenw=n	φρενόω	freno/w	urn:cite2:hmt:lsj.chicago_md:n112297	v--pna---
φρενῶν	frenw=n	φρήν	frh/n	urn:cite2:hmt:lsj.chicago_md:n112307	n-p---fg-
φρονεῖς	fronei=s	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v2spia---
φροντίδας	fronti/das	φροντίς	fronti/s	urn:cite2:hmt:lsj.chicago_md:n112368	n-p---fa-
φροντίδι	fronti/di	φροντίς	fronti/s	urn:cite2:hmt:lsj.chicago_md:n112368	n-s---fd-
φροντίδος	fronti/dos	φροντίς	fronti/s	urn:cite2:hmt:lsj.chicago_md:n112368	n-s---fg-
φροντίσῃς	fronti/sh|s	φροντίζω	fronti/zw	urn:cite2:hmt:lsj.chicago_md:n112367	v2sasa---
φρονῆσαι	fronh=sai	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v--ana---
φρονῇς	fronh=|s	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v2spsa---
φρονῶ	fronw=	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v1spsa---
φρονῶ	fronw=	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v1spia---
φρονῶν	fronw=n	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v-sppamn-
φρουρεῖν	frourei=n	φρουρέω	froure/w	urn:cite2:hmt:lsj.chicago_md:n112384	v--pna---
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	a-p---mn-
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	a-p---mv-
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-p---mn-
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-p---mv-
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-p---fn-
φροῦδοι	frou=doi	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-p---fv-
φροῦδος	frou=dos	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	a-s---mn-
φροῦδος	frou=dos	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-s---mn-
φροῦδος	frou=dos	φροῦδος	frou=dos	urn:cite2:hmt:lsj.chicago_md:n112376	n-s---fn-
φράζε	fra/ze	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2spma---
φράζε	fra/ze	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v3siia---
φράζω	fra/zw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1spsa---
φράζω	fra/zw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1spia---
φράσαι	fra/sai	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpafd-
φράσαι	fra/sai	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2samm---
φράσαι	fra/sai	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v--ana---
φράσαι	fra/sai	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v3saoa---
φράσαιμί	fra/saimi/	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1saoa---
φράσεις	fra/seis	φράσις	fra/sis	urn:cite2:hmt:lsj.chicago_md:n112227	n-p---fn-
φράσεις	fra/seis	φράσις	fra/sis	urn:cite2:hmt:lsj.chicago_md:n112227	n-p---fv-
φράσεις	fra/seis	φράσις	fra/sis	urn:cite2:hmt:lsj.chicago_md:n112227	n-p---fn-
φράσεις	fra/seis	φράσις	fra/sis	urn:cite2:hmt:lsj.chicago_md:n112227	n-p---fa-
φράσεις	fra/seis	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2sasa---
φράσεις	fra/seis	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2sfia---
φράσον	fra/son	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2sama---
φράσον	fra/son	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpamv-
φράσον	fra/son	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpann-
φράσον	fra/son	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpanv-
φράσον	fra/son	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpana-
φράσω	fra/sw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1sasa---
φράσω	fra/sw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1sfia---
φράσω	fra/sw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2saim---
φράσων	fra/swn	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v-sfpamn-
φράσῃς	fra/sh|s	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v2sasa---
φρένα	fre/na	φρήν	frh/n	urn:cite2:hmt:lsj.chicago_md:n112307	n-s---fa-
φρένας	fre/nas	φρήν	frh/n	urn:cite2:hmt:lsj.chicago_md:n112307	n-p---fa-
φρόνει	fro/nei	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-d---fn-
φρόνει	fro/nei	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-d---fv-
φρόνει	fro/nei	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-d---fa-
φρόνει	fro/nei	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-s---fd-
φρόνει	fro/nei	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-s---fd-
φρόνει	fro/nei	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v2spma---
φρόνει	fro/nei	φρονέω	frone/w	urn:cite2:hmt:lsj.chicago_md:n112350	v3siia---
φρόνησιν	fro/nhsin	φρόνησις	fro/nhsis	urn:cite2:hmt:lsj.chicago_md:n112356	n-s---fa-
φρόνησιν	fro/nhsin	φρόνις	fro/nis	urn:cite2:hmt:lsj.chicago_md:n112365	n-p---fd-
φυγᾷ	fuga=|	φυγή	fugh/	urn:cite2:hmt:lsj.chicago_md:n112472	n-s---fd-
φυλλάς	fulla/s	φυλλάς	fulla/s	urn:cite2:hmt:lsj.chicago_md:n112573	n-s---fn-
φυλάξεται	fula/cetai	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v3sasm---
φυλάξεται	fula/cetai	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v3sfim---
φυλάξεται	fula/cetai	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3sasm---
φυλάξεται	fula/cetai	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3sfim---
φυλάξομαι	fula/comai	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v1sasm---
φυλάξομαι	fula/comai	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v1sfim---
φυλάξομαι	fula/comai	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v1sasm---
φυλάξομαι	fula/comai	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v1sfim---
φυλάσσει	fula/ssei	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v2spie---
φυλάσσει	fula/ssei	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v3spia---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3sasa---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v2sfim---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3sfia---
φυλάσσετον	fula/sseton	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v2dpma---
φυλάσσετον	fula/sseton	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v3dpia---
φυλάσσετον	fula/sseton	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v2dpia---
φυλάσσετον	fula/sseton	φυλάσσω	fula/ssw	urn:cite2:hmt:lsj.chicago_md:n112559	v2diia---
φυλάσσετον	fula/sseton	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3dasa---
φυλάσσετον	fula/sseton	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v2dasa---
φυλάσσετον	fula/sseton	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v3dfia---
φυλάσσετον	fula/sseton	φυλάζω	fula/zw	urn:cite2:hmt:lsj.chicago_md:n112526	v2dfia---
φυτεύσαντος	futeu/santos	φυτεύω	futeu/w	urn:cite2:hmt:lsj.chicago_md:n112755	v-sapamg-
φυτεύσαντος	futeu/santos	φυτεύω	futeu/w	urn:cite2:hmt:lsj.chicago_md:n112755	v-sapang-
φωνεῖν	fwnei=n	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v--pna---
φωνεῖς	fwnei=s	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2spia---
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2pama---
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v3saim---
φωνήσατ’	fwnh/sat'	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2paia---
φωνῆς	fwnh=s	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2spia---
φωνῆς	fwnh=s	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fg-
φωτί	fwti/	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nd-
φωτί	fwti/	φώς	fw/s	urn:cite2:hmt:lsj.chicago_md:n112862	n-s---md-
φωτός	fwto/s	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---ng-
φωτός	fwto/s	φώς	fw/s	urn:cite2:hmt:lsj.chicago_md:n112862	n-s---mg-
φάει	fa/ei	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-d---nn-
φάει	fa/ei	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-d---nv-
φάει	fa/ei	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-d---na-
φάει	fa/ei	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nd-
φάει	fa/ei	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nd-
φάμαν	fa/man	φήμη	fh/mh	urn:cite2:hmt:lsj.chicago_md:n110638	n-s---fa-
φάος	fa/os	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nn-
φάος	fa/os	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nv-
φάος	fa/os	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---na-
φάσκειν	fa/skein	φάσκω	fa/skw	urn:cite2:hmt:lsj.chicago_md:n110407	v--pna---
φάτιν	fa/tin	φάτις	fa/tis	urn:cite2:hmt:lsj.chicago_md:n110425	n-s---fa-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---nn-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---nv-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---na-
φέρε	fe/re	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2spma---
φέρε	fe/re	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v3siia---
φέρει	fe/rei	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2spie---
φέρει	fe/rei	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v3spia---
φέρειν	fe/rein	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v--pna---
φέρων	fe/rwn	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-sppamn-
φήνασθαι	fh/nasqai	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v--anm---
φής	fh/s	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v2spia---
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-p---nn-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-p---nv-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-p---na-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-d---fn-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-d---fv-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-d---fa-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-s---fn-
φίλα	fi/la	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-s---fv-
φίλα	fi/la	φῖλος	fi=los	urn:cite2:hmt:lsj.chicago_md:n111462	n-p---nn-
φίλα	fi/la	φῖλος	fi=los	urn:cite2:hmt:lsj.chicago_md:n111462	n-p---nv-
φίλα	fi/la	φῖλος	fi=los	urn:cite2:hmt:lsj.chicago_md:n111462	n-p---na-
φίλας	fi/las	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-p---fa-
φίλας	fi/las	φίλος	fi/los	urn:cite2:hmt:lsj.chicago_md:n111463	a-s---fg-
φίλας	fi/las	φιλέω	file/w	urn:cite2:hmt:lsj.chicago_md:n110979	v-sapamn-
φίλας	fi/las	φιλέω	file/w	urn:cite2:hmt:lsj.chicago_md:n110979	v-sapamv-
