Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
τἄν	ta)/n	εἰς	ei)s	r--------
τἄξωθεν	ta)/cwqen	ἔξωθεν	e)/cwqen	d--------
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάγευσαι	ta/geusai	ταγεύω	tageu/w	v2samm---
τάδε	ta/de	ὅδε	o(/de	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	n-d---fv-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fn-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fv-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fv-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fv-
τάλαν	ta/lan	τάλας	ta/las	a-s---mv-
τάλαν	ta/lan	τάλας	ta/las	a-s---nn-
τάλαν	ta/lan	τάλας	ta/las	a-s---nv-
τάλαν	ta/lan	τάλας	ta/las	a-s---na-
τάλας	ta/las	τάλας	ta/las	a-s---mn-
τάν	ta/n	ὁ	o(	l-s---fa-
τάνδ’	ta/nd'	ὅδε	o(/de	n-s---fa-
τάξω	ta/cw	τάξος	ta/cos	n-d---mn-
τάξω	ta/cw	τάξος	ta/cos	n-d---mv-
τάξω	ta/cw	τάξος	ta/cos	n-d---ma-
τάξω	ta/cw	τάξος	ta/cos	n-s---mg-
τάξω	ta/cw	τάσσω	ta/ssw	v1sasa---
τάξω	ta/cw	τάσσω	ta/ssw	v1sfia---
τάξω	ta/cw	τάσσω	ta/ssw	v2saim---
τάξω	ta/cw	τήκω	th/kw	v1sfia---
τάρβος	ta/rbos	τάρβος	ta/rbos	n-s---nn-
τάρβος	ta/rbos	τάρβος	ta/rbos	n-s---nv-
τάρβος	ta/rbos	τάρβος	ta/rbos	n-s---na-
τάς	ta/s	ὁ	o(	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	v3siia---
τάσδ’	ta/sd'	ὅδε	o(/de	n-p---fa-
τάσδ’	ta/sd'	τάσσω	ta/ssw	v2spma---
τάσδ’	ta/sd'	τάσσω	ta/ssw	v3siia---
τάφον	ta/fon	τάφοσ1	ta/fos1	n-s---ma-
τάφον	ta/fon	τέθηπα	te/qhpa	v3paia---
τάφον	ta/fon	τέθηπα	te/qhpa	v1saia---
τάφων	ta/fwn	τάφοσ1	ta/fos1	n-p---mg-
τάφῳ	ta/fw|	τάφοσ1	ta/fos1	n-s---md-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nn-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nv-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---na-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---na-
τάχος	ta/xos	τάχος	ta/xos	n-s---nn-
τάχος	ta/xos	τάχος	ta/xos	n-s---nv-
τάχος	ta/xos	τάχος	ta/xos	n-s---na-
τάχ’	ta/x'	τάχα	ta/xa	d--------
τέ	te/	σύ	su/	p-s----a-
τέ	te/	τε	te	g--------
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3sria---
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3plia---
τέκνοις	te/knois	τέκνον	te/knon	n-p---nd-
τέκνον	te/knon	τέκνον	te/knon	n-s---nn-
τέκνον	te/knon	τέκνον	te/knon	n-s---nv-
τέκνον	te/knon	τέκνον	te/knon	n-s---na-
τέκνων	te/knwn	τέκνον	te/knon	n-p---ng-
τέκνων	te/knwn	τεκνόω	tekno/w	v3piia---
τέκνων	te/knwn	τεκνόω	tekno/w	v1siia---
τέκος	te/kos	τέκος	te/kos	n-s---nn-
τέκος	te/kos	τέκος	te/kos	n-s---nv-
τέκος	te/kos	τέκος	te/kos	n-s---na-
τέλει	te/lei	τέλος	te/los	n-d---nn-
τέλει	te/lei	τέλος	te/los	n-d---nv-
τέλει	te/lei	τέλος	te/los	n-d---na-
τέλει	te/lei	τέλος	te/los	n-s---nd-
τέλει	te/lei	τέλος	te/los	n-s---nd-
τέλει	te/lei	τελέω	tele/w	v2spma---
τέλει	te/lei	τελέω	tele/w	v3siia---
τέλειαί	te/leiai/	τέλειος	te/leios	a-p---fn-
τέλειαί	te/leiai/	τέλειος	te/leios	a-p---fv-
τέλειοι	te/leioi	τέλειος	te/leios	a-p---mn-
τέλειοι	te/leioi	τέλειος	te/leios	a-p---mv-
τέλος	te/los	τέλος	te/los	n-s---nn-
τέλος	te/los	τέλος	te/los	n-s---nv-
τέλος	te/los	τέλος	te/los	n-s---na-
τέτακται	te/taktai	τάσσω	ta/ssw	v3srie---
τέταρτος	te/tartos	τέταρτος	te/tartos	a-s---mn-
τέχνῃ	te/xnh|	τέχνη	te/xnh	n-s---fd-
τήν	th/n	ὁ	o(	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	n-s---fa-
τήνδ’	th/nd'	ὅδε	o(/de	n-s---fa-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίει	ti/ei	τίω	ti/w	v2spie---
τίει	ti/ei	τίω	ti/w	v3spia---
τίει	ti/ei	τίω	ti/w	v2spie---
τίει	ti/ei	τίω	ti/w	v3spia---
τίθει	ti/qei	τίθημι	ti/qhmi	v2spma---
τίθει	ti/qei	τίθημι	ti/qhmi	v2spma---
τίθει	ti/qei	τίθημι	ti/qhmi	v3siia---
τίθει	ti/qei	τίθημι	ti/qhmi	v3siia---
τίκτεται	ti/ktetai	τίκτω	ti/ktw	v3spie---
τίμιον	ti/mion	τίμιος	ti/mios	a-s---ma-
τίμιον	ti/mion	τίμιος	ti/mios	a-s---nn-
τίμιον	ti/mion	τίμιος	ti/mios	a-s---nv-
τίμιον	ti/mion	τίμιος	ti/mios	a-s---na-
τίμιον	ti/mion	τίμιος	ti/mios	n-s---ma-
τίμιον	ti/mion	τίμιος	ti/mios	n-s---fa-
τίμιον	ti/mion	τίμιος	ti/mios	n-s---nn-
τίμιον	ti/mion	τίμιος	ti/mios	n-s---nv-
τίμιον	ti/mion	τίμιος	ti/mios	n-s---na-
τίμιον	ti/mion	τιμάω	tima/w	v3piia---
τίμιον	ti/mion	τιμάω	tima/w	v1siia---
τίμιον	ti/mion	τιμέω	time/w	v3piia---
τίμιον	ti/mion	τιμέω	time/w	v1siia---
τίνα	ti/na	τίς	ti/s	n-s---ma-
τίνα	ti/na	τίς	ti/s	n-s---fa-
τίνα	ti/na	τίς	ti/s	n-p---nn-
τίνα	ti/na	τίς	ti/s	n-p---nv-
τίνα	ti/na	τίς	ti/s	n-p---na-
τίνα	ti/na	τις	tis	p-s---ma-
τίνα	ti/na	τις	tis	p-s---fa-
τίνα	ti/na	τις	tis	p-p---nn-
τίνα	ti/na	τις	tis	p-p---nv-
τίνα	ti/na	τις	tis	p-p---na-
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2siia---
τίνες	ti/nes	τίς	ti/s	n-p---mn-
τίνες	ti/nes	τίς	ti/s	n-p---mv-
τίνες	ti/nes	τίς	ti/s	n-p---fn-
τίνες	ti/nes	τίς	ti/s	n-p---fv-
τίνες	ti/nes	τις	tis	p-p---mn-
τίνες	ti/nes	τις	tis	p-p---mv-
τίνες	ti/nes	τις	tis	p-p---fn-
τίνες	ti/nes	τις	tis	p-p---fv-
τίον	ti/on	τίω	ti/w	v-sppamv-
τίον	ti/on	τίω	ti/w	v-sppann-
τίον	ti/on	τίω	ti/w	v-sppanv-
τίον	ti/on	τίω	ti/w	v-sppana-
τίον	ti/on	τίω	ti/w	v3piia---
τίον	ti/on	τίω	ti/w	v1siia---
τίς	ti/s	τίς	ti/s	n-s---mn-
τίς	ti/s	τίς	ti/s	n-s---fn-
τίς	ti/s	τις	tis	p-s---mn-
τίς	ti/s	τις	tis	p-s---fn-
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόδε	to/de	ὅδε	o(/de	n-s---nn-
τόδε	to/de	ὅδε	o(/de	n-s---nv-
τόδε	to/de	ὅδε	o(/de	n-s---na-
τόδ’	to/d'	ὅδε	o(/de	n-s---nn-
τόδ’	to/d'	ὅδε	o(/de	n-s---nv-
τόδ’	to/d'	ὅδε	o(/de	n-s---na-
τόκοι	to/koi	τόκος	to/kos	n-p---mn-
τόκοι	to/koi	τόκος	to/kos	n-p---mv-
τόκον	to/kon	τόκος	to/kos	n-s---ma-
τόκος	to/kos	τόκος	to/kos	n-s---mn-
τόν	to/n	ὁ	o(	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---na-
τόξον	to/con	τόξον	to/con	n-s---nn-
τόξον	to/con	τόξον	to/con	n-s---nv-
τόξον	to/con	τόξον	to/con	n-s---na-
τότ’	to/t'	τότε	to/te	d--------
τύμβον	tu/mbon	τύμβος	tu/mbos	n-s---ma-
τύμβῳ	tu/mbw|	τύμβος	tu/mbos	n-s---md-
τύπος	tu/pos	τύπος	tu/pos	n-s---mn-
τύχας	tu/xas	τύχη	tu/xh	n-p---fa-
τύχας	tu/xas	τύχη	tu/xh	n-s---fg-
τύχη	tu/xh	τύχη	tu/xh	n-s---fn-
τύχη	tu/xh	τύχη	tu/xh	n-s---fv-
τύχης	tu/xhs	τύχη	tu/xh	n-s---fg-
τύχοι	tu/xoi	τύχος	tu/xos	n-p---mn-
τύχοι	tu/xoi	τύχος	tu/xos	n-p---mv-
τύχοι	tu/xoi	τυγχάνω	tugxa/nw	v3saoa---
τύχοιεν	tu/xoien	τυγχάνω	tugxa/nw	v3paoa---
τύχῃ	tu/xh|	τύχη	tu/xh	n-s---fd-
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v2sase---
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v3sasa---
τώς	tw/s	ὁ	o(	l-p---ma-
τώς	tw/s	τώς	tw/s	d--------
τᾶσδε	ta=sde	ὅδε	o(/de	n-s---fg-
τᾶσδ’	ta=sd'	ὅδε	o(/de	n-s---fg-
τῆς	th=s	ὁ	o(	l-s---fg-
τῆσδε	th=sde	ὅδε	o(/de	n-s---fg-
τῳ	tw|	τις	tis	p-s----d-
τῶν	tw=n	ὁ	o(	l-p---fg-
τῶν	tw=n	ὁ	o(	l-p---mg-
τῶν	tw=n	ὁ	o(	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---ng-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---fg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---mg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---ng-
τῷ	tw=|	ὁ	o(	l-s---md-
τῷ	tw=|	ὁ	o(	l-s---nd-
τῷ	tw=|	τίς	ti/s	n-s----d-
τῷ	tw=|	τις	tis	p-s----d-
τῷ	tw=|	τῷ	tw=|	d--------
τῷδε	tw=|de	ὅδε	o(/de	n-s---md-
τῷδε	tw=|de	ὅδε	o(/de	n-s---nd-
υἱόν	ui(o/n	υἱός	ui(o/s	n-s---ma-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-sappfn-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-sappfv-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-pappmd-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-pappnd-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-pappfn-
φανεῖσ’	fanei=s'	φαίνω	fai/nw	v-pappfv-
φαντασμάτων	fantasma/twn	φάντασμα	fa/ntasma	n-p---ng-
φαρέων	fare/wn	φάρος	fa/ros	n-p---ng-
φαρέων	fare/wn	φᾶρος	fa=ros	n-p---ng-
φαρέων	fare/wn	φᾶρος	fa=ros	n-p---ng-
φαρέων	fare/wn	φαράω	fara/w	v-sppamn-
φερεγγύοις	fereggu/ois	φερέγγυος	fere/gguos	n-p---md-
φερεγγύοις	fereggu/ois	φερέγγυος	fere/gguos	n-p---fd-
φερεγγύοις	fereggu/ois	φερέγγυος	fere/gguos	n-p---nd-
φερέγγυον	fere/gguon	φερέγγυος	fere/gguos	n-s---ma-
φερέγγυον	fere/gguon	φερέγγυος	fere/gguos	n-s---fa-
φερέγγυον	fere/gguon	φερέγγυος	fere/gguos	n-s---nn-
φερέγγυον	fere/gguon	φερέγγυος	fere/gguos	n-s---nv-
φερέγγυον	fere/gguon	φερέγγυος	fere/gguos	n-s---na-
φερέγγυος	fere/gguos	φερέγγυος	fere/gguos	n-s---mn-
φερέγγυος	fere/gguos	φερέγγυος	fere/gguos	n-s---fn-
φερέτω	fere/tw	φέρω	fe/rw	v3spma---
φεῦ	feu=	φεῦ	feu=	x--------
φησιν	fhsin	φημί	fhmi/	v3spia---
φησίν	fhsi/n	φημί	fhmi/	v3spia---
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---ma-
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---fa-
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---mn-
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---mv-
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---fn-
φθερσιγενεῖς	fqersigenei=s	φθερσιγενής	fqersigenh/s	n-p---fv-
φθιμένοισιν	fqime/noisin	φθίω	fqi/w	v-papmmd-
φθιμένοισιν	fqime/noisin	φθίω	fqi/w	v-papmnd-
φθονῶ	fqonw=	φθονέω	fqone/w	v1spsa---
φθονῶ	fqonw=	φθονέω	fqone/w	v1spia---
φθίμενον	fqi/menon	φθίω	fqi/w	v-sapmma-
φθίμενον	fqi/menon	φθίω	fqi/w	v-sapmnn-
φθίμενον	fqi/menon	φθίω	fqi/w	v-sapmnv-
φθίμενον	fqi/menon	φθίω	fqi/w	v-sapmna-
φθόγγον	fqo/ggon	φθόγγος	fqo/ggos	n-s---ma-
φθόνει	fqo/nei	φθονέω	fqone/w	v2spma---
φθόνει	fqo/nei	φθονέω	fqone/w	v3siia---
φθόρον	fqo/ron	φθόρος	fqo/ros	n-s---ma-
φιλαίματον	filai/maton	φιλαίματος	filai/matos	n-s---ma-
φιλαίματον	filai/maton	φιλαίματος	filai/matos	n-s---fa-
φιλαίματον	filai/maton	φιλαίματος	filai/matos	n-s---nn-
φιλαίματον	filai/maton	φιλαίματος	filai/matos	n-s---nv-
φιλαίματον	filai/maton	φιλαίματος	filai/matos	n-s---na-
φιλεῖ	filei=	φιλέω	file/w	v2spie---
φιλεῖ	filei=	φιλέω	file/w	v3spia---
φιλογαθής	filogaqh/s	φιλογαθής	filogaqh/s	n-s---mn-
φιλογαθής	filogaqh/s	φιλογαθής	filogaqh/s	n-s---fn-
φιλογαθής	filogaqh/s	φιλογηθής	filoghqh/s	n-s---mn-
φιλογαθής	filogaqh/s	φιλογηθής	filoghqh/s	n-s---fn-
φιλοθύτων	filoqu/twn	φιλόθυτα	filo/quta	n-p---ng-
φιλοθύτων	filoqu/twn	φιλόθυτος	filo/qutos	n-p---mg-
φιλοθύτων	filoqu/twn	φιλόθυτος	filo/qutos	n-p---fg-
φιλοθύτων	filoqu/twn	φιλόθυτος	filo/qutos	n-p---ng-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---mn-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---mv-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---fn-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---fv-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---mn-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---ma-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---fn-
φιλοπόλεις	filopo/leis	φιλόπολις	filo/polis	n-p---fa-
φιλοστόνως	filosto/nws	φιλόστονος	filo/stonos	x--------
φιλοστόνως	filosto/nws	φιλόστονος	filo/stonos	n-p---ma-
φιλοστόνως	filosto/nws	φιλόστονος	filo/stonos	n-p---fa-
φιλτάτῃ	filta/th|	φίλτατος	fi/ltatos	a-s---fd-
φιλόμαχον	filo/maxon	φιλόμαχος	filo/maxos	n-s---ma-
φιλόμαχον	filo/maxon	φιλόμαχος	filo/maxos	n-s---fa-
φιλόμαχον	filo/maxon	φιλόμαχος	filo/maxos	n-s---nn-
φιλόμαχον	filo/maxon	φιλόμαχος	filo/maxos	n-s---nv-
φιλόμαχον	filo/maxon	φιλόμαχος	filo/maxos	n-s---na-
φιμοί	fimoi/	φιμός	fimo/s	n-p---mn-
φιμοί	fimoi/	φιμός	fimo/s	n-p---mv-
φιμοί	fimoi/	φιμόω	fimo/w	v2spse---
φιμοί	fimoi/	φιμόω	fimo/w	v2spie---
φιμοί	fimoi/	φιμόω	fimo/w	v3spsa---
φλέγει	fle/gei	φλέγος	fle/gos	n-d---nn-
φλέγει	fle/gei	φλέγος	fle/gos	n-d---nv-
φλέγει	fle/gei	φλέγος	fle/gos	n-d---na-
φλέγει	fle/gei	φλέγος	fle/gos	n-s---nd-
φλέγει	fle/gei	φλέγος	fle/gos	n-s---nd-
φλέγει	fle/gei	φλέγω	fle/gw	v2spie---
φλέγει	fle/gei	φλέγω	fle/gw	v3spia---
φλέγειν	fle/gein	φλέγω	fle/gw	v--pna---
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-pppann-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-pppanv-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-pppana-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-sppama-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-sppamd-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-sppand-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v3ppia---
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppamn-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppamv-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppama-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppann-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppanv-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v-dppana-
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v3ppie---
φλέγονθ’	fle/gonq'	φλέγω	fle/gw	v3piie---
φλέγων	fle/gwn	φλέγω	fle/gw	v-sppamn-
φλύοντα	flu/onta	φλύω	flu/w	v-pppann-
φλύοντα	flu/onta	φλύω	flu/w	v-pppanv-
φλύοντα	flu/onta	φλύω	flu/w	v-pppana-
φλύοντα	flu/onta	φλύω	flu/w	v-sppama-
φοβερά	fobera/	φοβερός	fobero/s	a-p---nn-
φοβερά	fobera/	φοβερός	fobero/s	a-p---nv-
φοβερά	fobera/	φοβερός	fobero/s	a-p---na-
φοβερά	fobera/	φοβερός	fobero/s	a-d---fn-
φοβερά	fobera/	φοβερός	fobero/s	a-d---fv-
φοβερά	fobera/	φοβερός	fobero/s	a-d---fa-
φοβερά	fobera/	φοβερός	fobero/s	a-s---fn-
φοβερά	fobera/	φοβερός	fobero/s	a-s---fv-
φοβηθείς	fobhqei/s	φοβέω	fobe/w	v-sappmn-
φοβηθείς	fobhqei/s	φοβέω	fobe/w	v-sappmv-
φοβοῦμαι	fobou=mai	φοβέω	fobe/w	v1spie---
φονορύτῳ	fonoru/tw|	φονόρυτος	fono/rutos	n-s---md-
φονορύτῳ	fonoru/tw|	φονόρυτος	fono/rutos	n-s---fd-
φονορύτῳ	fonoru/tw|	φονόρυτος	fono/rutos	n-s---nd-
φορεῖται	forei=tai	φορέω	fore/w	v3spie---
φορούμενοι	forou/menoi	φορέω	fore/w	v-pppemn-
φορούμενοι	forou/menoi	φορέω	fore/w	v-pppemv-
φοίνιον	foi/nion	φοίνιος	foi/nios	a-s---ma-
φοίνιον	foi/nion	φοίνιος	foi/nios	a-s---nn-
φοίνιον	foi/nion	φοίνιος	foi/nios	a-s---nv-
φοίνιον	foi/nion	φοίνιος	foi/nios	a-s---na-
φοίνιον	foi/nion	φοίνιος	foi/nios	n-s---ma-
φοίνιον	foi/nion	φοίνιος	foi/nios	n-s---fa-
φοίνιον	foi/nion	φοίνιος	foi/nios	n-s---nn-
φοίνιον	foi/nion	φοίνιος	foi/nios	n-s---nv-
φοίνιον	foi/nion	φοίνιος	foi/nios	n-s---na-
φοίτῳ	foi/tw|	φοῖτος	foi=tos	n-s---md-
φρενί	freni/	φρήν	frh/n	n-s---fd-
φρενός	freno/s	φρήν	frh/n	n-s---fg-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---ma-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---fa-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---mn-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---mv-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---fn-
φρενώλεις	frenw/leis	φρενώλης	frenw/lhs	n-p---fv-
φρενῶν	frenw=n	φρενόω	freno/w	v-sppamv-
φρενῶν	frenw=n	φρενόω	freno/w	v-sppann-
φρενῶν	frenw=n	φρενόω	freno/w	v-sppanv-
φρενῶν	frenw=n	φρενόω	freno/w	v-sppana-
φρενῶν	frenw=n	φρενόω	freno/w	v-sppamn-
φρενῶν	frenw=n	φρενόω	freno/w	v--pna---
φρενῶν	frenw=n	φρήν	frh/n	n-p---fg-
φρεσίν	fresi/n	φρήν	frh/n	n-p---fd-
φροιμίοις	froimi/ois	φροίμιον	froi/mion	n-p---nd-
φρονεῖ	fronei=	φρονέω	frone/w	v2spie---
φρονεῖ	fronei=	φρονέω	frone/w	v3spia---
φρονημάτων	fronhma/twn	φρόνημα	fro/nhma	n-p---ng-
φρονοῦσα	fronou=sa	φρονέω	frone/w	v-sppafn-
φρονοῦσα	fronou=sa	φρονέω	frone/w	v-sppafv-
φρονοῦσι	fronou=si	φρονέω	frone/w	v-pppamd-
φρονοῦσι	fronou=si	φρονέω	frone/w	v-pppand-
φρονοῦσι	fronou=si	φρονέω	frone/w	v3ppia---
φρούρημα	frou/rhma	φρούρημα	frou/rhma	n-s---nn-
φρούρημα	frou/rhma	φρούρημα	frou/rhma	n-s---nv-
φρούρημα	frou/rhma	φρούρημα	frou/rhma	n-s---na-
φρυαγμάτων	fruagma/twn	φρύαγμα	fru/agma	n-p---ng-
φράξαι	fra/cai	φράσσω	fra/ssw	v2samm---
φράξαι	fra/cai	φράσσω	fra/ssw	v--ana---
φράξαι	fra/cai	φράσσω	fra/ssw	v3saoa---
φράξαι	fra/cai	φράζω	fra/zw	v2samm---
φράξαι	fra/cai	φράζω	fra/zw	v--ana---
φράξαι	fra/cai	φράζω	fra/zw	v3saoa---
φράσον	fra/son	φράζω	fra/zw	v2sama---
φράσον	fra/son	φράζω	fra/zw	v-sfpamv-
φράσον	fra/son	φράζω	fra/zw	v-sfpann-
φράσον	fra/son	φράζω	fra/zw	v-sfpanv-
φράσον	fra/son	φράζω	fra/zw	v-sfpana-
φρένας	fre/nas	φρήν	frh/n	n-p---fa-
φρήν	frh/n	φρήν	frh/n	n-s---fn-
φρήν	frh/n	φρήν	frh/n	n-s---fv-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nn-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nv-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---na-
φυγάς	fuga/s	φυγάς	fuga/s	n-s---mn-
φυγάς	fuga/s	φυγάς	fuga/s	n-s---fn-
φυγάς	fuga/s	φυγή	fugh/	n-p---fa-
φυγόντα	fugo/nta	φεύγω	feu/gw	v-papann-
φυγόντα	fugo/nta	φεύγω	feu/gw	v-papanv-
φυγόντα	fugo/nta	φεύγω	feu/gw	v-papana-
φυγόντα	fugo/nta	φεύγω	feu/gw	v-sapama-
φυγών	fugw/n	φεύγω	feu/gw	v-sapamn-
φυγᾶς	fuga=s	φυγή	fugh/	n-s---fg-
φυγᾷ	fuga=|	φυγή	fugh/	n-s---fd-
φυγῇ	fugh=|	φυγή	fugh/	n-s---fd-
φυλακτέον	fulakte/on	φυλακτέος	fulakte/os	n-s---ma-
φυλακτέον	fulakte/on	φυλακτέος	fulakte/os	n-s---nn-
φυλακτέον	fulakte/on	φυλακτέος	fulakte/os	n-s---nv-
φυλακτέον	fulakte/on	φυλακτέος	fulakte/os	n-s---na-
φυλάσσει	fula/ssei	φυλάσσω	fula/ssw	v2spie---
φυλάσσει	fula/ssei	φυλάσσω	fula/ssw	v3spia---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	v3sasa---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	v2sfim---
φυλάσσει	fula/ssei	φυλάζω	fula/zw	v3sfia---
φυούσης	fuou/shs	φύω	fu/w	v-sppafg-
φυράσειν	fura/sein	φυράω	fura/w	v--fna---
φυράσειν	fura/sein	φυράω	fura/w	v--fna---
φωνεῖ	fwnei=	φωνέω	fwne/w	v2spie---
φωνεῖ	fwnei=	φωνέω	fwne/w	v3spia---
φωτί	fwti/	φάος	fa/os	n-s---nd-
φωτί	fwti/	φώς	fw/s	n-s---md-
φωτός	fwto/s	φάος	fa/os	n-s---ng-
φωτός	fwto/s	φώς	fw/s	n-s---mg-
