Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sama---
φυλακήν	fulakh/n	φυλακή	fulakh/	urn:cite2:hmt:lsj.chicago_md:n112530	n-s---fa-
φυλακῇ	fulakh=|	φυλακεύς	fulakeu/s	urn:cite2:hmt:lsj.chicago_md:n112530	n-s---md-
φυλακῇ	fulakh=|	φυλακή	fulakh/	urn:cite2:hmt:lsj.chicago_md:n112530	n-s---fd-
φωνεῖ	fwnei=	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2spie---
φωνεῖ	fwnei=	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v3spia---
φωνοῦσι	fwnou=si	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v-pppamd-
φωνοῦσι	fwnou=si	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v-pppand-
φωνοῦσι	fwnou=si	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v3ppia---
φωνή	fwnh/	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fn-
φωνή	fwnh/	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fv-
φωνήν	fwnh/n	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fa-
φωνῆσαι	fwnh=sai	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v--ana---
φωνῆσαν	fwnh=san	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v-sapann-
φωνῆσαν	fwnh=san	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v-sapanv-
φωνῆσαν	fwnh=san	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v-sapana-
φωνῇ	fwnh=|	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2spse---
φωνῇ	fwnh=|	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2spie---
φωνῇ	fwnh=|	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v3spsa---
φωνῇ	fwnh=|	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fd-
φάγοι	fa/goi	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3saoa---
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---mn-
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---mv-
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---fn-
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---fv-
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---mn-
φάγοι	fa/goi	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-p---mv-
φάγω	fa/gw	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v1sasa---
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---mn-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---mv-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---ma-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---fn-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---fv-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---fa-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---nn-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---nv-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---na-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-s---mg-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-s---fg-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-s---ng-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---mn-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---mv-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-d---ma-
φάγω	fa/gw	φάγος	fa/gos	urn:cite2:hmt:lsj.chicago_md:n110059	n-s---mg-
φάγωσιν	fa/gwsin	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3pasa---
φάγωσιν	fa/gwsin	φάγων	fa/gwn	urn:cite2:hmt:lsj.chicago_md:n110062	n-p---md-
φάγῃς	fa/gh|s	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v2sasa---
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	urn:cite2:hmt:lsj.chicago_md:n110272	n-s---nn-
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	urn:cite2:hmt:lsj.chicago_md:n110272	n-s---nv-
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	urn:cite2:hmt:lsj.chicago_md:n110272	n-s---na-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---nn-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---nv-
φέγγος	fe/ggos	φέγγος	fe/ggos	urn:cite2:hmt:lsj.chicago_md:n110477	n-s---na-
φέρετε	fe/rete	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2ppma---
φέρετε	fe/rete	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2ppia---
φέρετε	fe/rete	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2piia---
φέρετέ	fe/rete/	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2ppma---
φέρετέ	fe/rete/	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2ppia---
φέρετέ	fe/rete/	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2piia---
φέροντες	fe/rontes	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-pppamn-
φέροντες	fe/rontes	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-pppamv-
φέρουσιν	fe/rousin	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-pppamd-
φέρουσιν	fe/rousin	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v-pppand-
φέρουσιν	fe/rousin	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v3ppia---
φόβον	fo/bon	φόβος	fo/bos	urn:cite2:hmt:lsj.chicago_md:n111908	n-s---ma-
φόνοι	fo/noi	φόνος	fo/nos	urn:cite2:hmt:lsj.chicago_md:n112060	n-p---mn-
φόνοι	fo/noi	φόνος	fo/nos	urn:cite2:hmt:lsj.chicago_md:n112060	n-p---mv-
φόνον	fo/non	φόνος	fo/nos	urn:cite2:hmt:lsj.chicago_md:n112060	n-s---ma-
φύλλα	fu/lla	φύλλον	fu/llon	urn:cite2:hmt:lsj.chicago_md:n112599	n-p---nn-
φύλλα	fu/lla	φύλλον	fu/llon	urn:cite2:hmt:lsj.chicago_md:n112599	n-p---nv-
φύλλα	fu/lla	φύλλον	fu/llon	urn:cite2:hmt:lsj.chicago_md:n112599	n-p---na-
φῶς	fw=s	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nn-
φῶς	fw=s	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---nv-
φῶς	fw=s	φάος	fa/os	urn:cite2:hmt:lsj.chicago_md:n110284	n-s---na-
χαλκίων	xalki/wn	χαλκίον	xalki/on	urn:cite2:hmt:lsj.chicago_md:n113098	n-p---ng-
χαλκίων	xalki/wn	χαλκοῦς	xalkou=s	urn:cite2:hmt:lsj.chicago_md:n113190	n-p---mg-
χαλκόν	xalko/n	χαλκός	xalko/s	urn:cite2:hmt:lsj.chicago_md:n113163	n-s---ma-
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v-pppamd-
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v-pppand-
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v3ppsa---
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v3ppia---
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v-pfpamd-
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v-pfpand-
χαλῶσι	xalw=si	χαλάω	xala/w	urn:cite2:hmt:lsj.chicago_md:n112980	v3pfia---
χαρᾶς	xara=s	χαρά	xara/	urn:cite2:hmt:lsj.chicago_md:n113328	n-s---fg-
χειμῶνος	xeimw=nos	χειμών	xeimw/n	urn:cite2:hmt:lsj.chicago_md:n113556	n-s---mg-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	urn:cite2:hmt:lsj.chicago_md:n113671	n-s---ma-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	urn:cite2:hmt:lsj.chicago_md:n113671	n-s---fa-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	urn:cite2:hmt:lsj.chicago_md:n113671	n-s---nn-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	urn:cite2:hmt:lsj.chicago_md:n113671	n-s---nv-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	urn:cite2:hmt:lsj.chicago_md:n113671	n-s---na-
χειρός	xeiro/s	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-s---fg-
χειρῶν	xeirw=n	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-p---fg-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v-sppamv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v-sppamv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v-sppann-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v-sppann-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v-sppanv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v-sppanv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v-sppana-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v-sppana-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v-sppamn-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v-sppamn-
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113709	v--pna---
χειρῶν	xeirw=n	χειρόω	xeiro/w	urn:cite2:hmt:lsj.chicago_md:n113648	v--pna---
χερσίν	xersi/n	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-p---fd-
χείλεσίν	xei/lesi/n	χεῖλος	xei=los	urn:cite2:hmt:lsj.chicago_md:n113522	n-p---nd-
χείρ	xei/r	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-s---fn-
χεῖρα	xei=ra	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-s---fa-
χεῖρας	xei=ras	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-p---fa-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---mv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---mv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---fv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---fv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---nn-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---nn-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---nv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---nv-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---na-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---na-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113711	a-s---na-
χεῖρον	xei=ron	χείρων	xei/rwn	urn:cite2:hmt:lsj.chicago_md:n113712	a-s---na-
χεῖρά	xei=ra/	χείρ	xei/r	urn:cite2:hmt:lsj.chicago_md:n113560	n-s---fa-
χηρῶν	xhrw=n	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-p---fg-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v-sppamv-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v-sppann-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v-sppanv-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v-sppana-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v-sppamn-
χηρῶν	xhrw=n	χηρόω	xhro/w	urn:cite2:hmt:lsj.chicago_md:n113934	v--pna---
χιλιάρχοις	xilia/rxois	χιλίαρχος	xili/arxos	urn:cite2:hmt:lsj.chicago_md:n113998	n-p---md-
χιτῶνας	xitw=nas	χιτών	xitw/n	urn:cite2:hmt:lsj.chicago_md:n114083	n-p---ma-
χλωρῷ	xlwrw=|	χλωράω	xlwra/w	urn:cite2:hmt:lsj.chicago_md:n114213	v3spoa---
χλωρῷ	xlwrw=|	χλωράζω	xlwra/zw	urn:cite2:hmt:lsj.chicago_md:n114207	v3sfoa---
χλωρῷ	xlwrw=|	χλωρός	xlwro/s	urn:cite2:hmt:lsj.chicago_md:n114230	a-s---md-
χλωρῷ	xlwrw=|	χλωρός	xlwro/s	urn:cite2:hmt:lsj.chicago_md:n114230	a-s---nd-
χορτασθῆναι	xortasqh=nai	χορτάζω	xorta/zw	urn:cite2:hmt:lsj.chicago_md:n114476	v--anp---
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	urn:cite2:hmt:lsj.chicago_md:n114476	v-sfpafd-
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	urn:cite2:hmt:lsj.chicago_md:n114476	v--ana---
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	urn:cite2:hmt:lsj.chicago_md:n114476	v3saoa---
χοίρους	xoi/rous	χοῖρος	xoi=ros	urn:cite2:hmt:lsj.chicago_md:n114310	n-p---ma-
χοίρους	xoi/rous	χοῖρος	xoi=ros	urn:cite2:hmt:lsj.chicago_md:n114310	n-p---fa-
χοίρων	xoi/rwn	χοῖρος	xoi=ros	urn:cite2:hmt:lsj.chicago_md:n114310	n-p---mg-
χοίρων	xoi/rwn	χοῖρος	xoi=ros	urn:cite2:hmt:lsj.chicago_md:n114310	n-p---fg-
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v-sppamv-
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v-sppann-
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v-sppanv-
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v-sppana-
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v3piia---
χοῦν	xou=n	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v1siia---
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v-sppamv-
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v-sppann-
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v-sppanv-
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v-sppana-
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v--pna---
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v3piia---
χοῦν	xou=n	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v1siia---
χοῦν	xou=n	χοῦσ2	xou=s	urn:cite2:hmt:lsj.chicago_md:n114534	n-s---ma-
χοῦν	xou=n	χοῦσ2	xou=s	urn:cite2:hmt:lsj.chicago_md:n114535	n-s---ma-
χρείαν	xrei/an	χρεία	xrei/a	urn:cite2:hmt:lsj.chicago_md:n114558	n-s---fa-
χριστός	xristo/s	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---mn-
χριστός	xristo/s	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	n-s---mn-
χρήματα	xrh/mata	χρῆμα	xrh=ma	urn:cite2:hmt:lsj.chicago_md:n114624	n-p---nn-
χρήματα	xrh/mata	χρῆμα	xrh=ma	urn:cite2:hmt:lsj.chicago_md:n114624	n-p---nv-
χρήματα	xrh/mata	χρῆμα	xrh=ma	urn:cite2:hmt:lsj.chicago_md:n114624	n-p---na-
χρόνον	xro/non	χρόνος	xro/nos	urn:cite2:hmt:lsj.chicago_md:n114753	n-s---ma-
χρόνος	xro/nos	χρόνος	xro/nos	urn:cite2:hmt:lsj.chicago_md:n114753	n-s---mn-
χωλόν	xwlo/n	χωλός	xwlo/s	urn:cite2:hmt:lsj.chicago_md:n115159	a-s---ma-
χωλόν	xwlo/n	χωλός	xwlo/s	urn:cite2:hmt:lsj.chicago_md:n115159	a-s---nn-
χωλόν	xwlo/n	χωλός	xwlo/s	urn:cite2:hmt:lsj.chicago_md:n115159	a-s---nv-
χωλόν	xwlo/n	χωλός	xwlo/s	urn:cite2:hmt:lsj.chicago_md:n115159	a-s---na-
χωρεῖν	xwrei=n	χωρέω	xwre/w	urn:cite2:hmt:lsj.chicago_md:n115201	v--pna---
χωριζέτω	xwrize/tw	χωρίζω	xwri/zw	urn:cite2:hmt:lsj.chicago_md:n115210	v3spma---
χωρίον	xwri/on	χωρέω	xwre/w	urn:cite2:hmt:lsj.chicago_md:n115201	v-sppamv-
χωρίον	xwri/on	χωρέω	xwre/w	urn:cite2:hmt:lsj.chicago_md:n115201	v-sppann-
χωρίον	xwri/on	χωρέω	xwre/w	urn:cite2:hmt:lsj.chicago_md:n115201	v-sppanv-
χωρίον	xwri/on	χωρέω	xwre/w	urn:cite2:hmt:lsj.chicago_md:n115201	v-sppana-
χωρίον	xwri/on	χωρίον	xwri/on	urn:cite2:hmt:lsj.chicago_md:n115212	n-s---nn-
χωρίον	xwri/on	χωρίον	xwri/on	urn:cite2:hmt:lsj.chicago_md:n115212	n-s---nv-
χωρίον	xwri/on	χωρίον	xwri/on	urn:cite2:hmt:lsj.chicago_md:n115212	n-s---na-
χωρίς	xwri/s	χωρίς	xwri/s	urn:cite2:hmt:lsj.chicago_md:n115213	d--------
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-d---fn-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-d---fv-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-d---fa-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-s---fn-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	n-s---fv-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	a-d---fn-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	a-d---fv-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	a-d---fa-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	a-s---fn-
χήρα	xh/ra	χήρα	xh/ra	urn:cite2:hmt:lsj.chicago_md:n113914	a-s---fv-
χήρα	xh/ra	χῆρος	xh=ros	urn:cite2:hmt:lsj.chicago_md:n113932	a-d---fn-
χήρα	xh/ra	χῆρος	xh=ros	urn:cite2:hmt:lsj.chicago_md:n113932	a-d---fv-
χήρα	xh/ra	χῆρος	xh=ros	urn:cite2:hmt:lsj.chicago_md:n113932	a-d---fa-
χήρα	xh/ra	χῆρος	xh=ros	urn:cite2:hmt:lsj.chicago_md:n113932	a-s---fn-
χήρα	xh/ra	χῆρος	xh=ros	urn:cite2:hmt:lsj.chicago_md:n113932	a-s---fv-
χόρτον	xo/rton	χόρτος	xo/rtos	urn:cite2:hmt:lsj.chicago_md:n114516	n-s---ma-
χόρτῳ	xo/rtw|	χόρτος	xo/rtos	urn:cite2:hmt:lsj.chicago_md:n114516	n-s---md-
χώρα	xw/ra	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-d---fn-
χώρα	xw/ra	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-d---fv-
χώρα	xw/ra	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-d---fa-
χώρα	xw/ra	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-s---fn-
χώρα	xw/ra	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-s---fv-
χώραν	xw/ran	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-s---fa-
χώρας	xw/ras	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-p---fa-
χώρας	xw/ras	χώρα	xw/ra	urn:cite2:hmt:lsj.chicago_md:n115193	n-s---fg-
ψευδομαρτυρήσῃς	yeudomarturh/sh|s	ψευδομαρτυρέω	yeudomarture/w	urn:cite2:hmt:lsj.chicago_md:n115524	v2sasa---
ψευδοπροφῆται	yeudoprofh=tai	ψευδοπροφήτης	yeudoprofh/ths	urn:cite2:hmt:lsj.chicago_md:n115553	n-p---mn-
ψευδοπροφῆται	yeudoprofh=tai	ψευδοπροφήτης	yeudoprofh/ths	urn:cite2:hmt:lsj.chicago_md:n115553	n-p---mv-
ψευδόχριστοι	yeudo/xristoi	ψευδόχριστος	yeudo/xristos	urn:cite2:hmt:lsj.chicago_md:n115582	n-p---mn-
ψευδόχριστοι	yeudo/xristoi	ψευδόχριστος	yeudo/xristos	urn:cite2:hmt:lsj.chicago_md:n115582	n-p---mv-
ψιχίων	yixi/wn	ψιχίον	yixi/on	urn:cite2:hmt:lsj.chicago_md:n115781	n-p---ng-
ψυχή	yuxh/	ψυχή	yuxh/	urn:cite2:hmt:lsj.chicago_md:n115887	n-s---fn-
ψυχή	yuxh/	ψυχή	yuxh/	urn:cite2:hmt:lsj.chicago_md:n115887	n-s---fv-
ψυχήν	yuxh/n	ψυχή	yuxh/	urn:cite2:hmt:lsj.chicago_md:n115887	n-s---fa-
ψυχῆς	yuxh=s	ψυχάζω	yuxa/zw	urn:cite2:hmt:lsj.chicago_md:n115877	v2sfia---
ψυχῆς	yuxh=s	ψυχή	yuxh/	urn:cite2:hmt:lsj.chicago_md:n115887	n-s---fg-
ἀγαθοποιῆσαι	a)gaqopoih=sai	ἀγαθοποιέω	a)gaqopoie/w	urn:cite2:hmt:lsj.chicago_md:n256	v--ana---
ἀγαθέ	a)gaqe/	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---mv-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---ma-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---nn-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---nv-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---na-
ἀγαθός	a)gaqo/s	ἀγαθός	a)gaqo/s	urn:cite2:hmt:lsj.chicago_md:n260	a-s---mn-
ἀγανακτεῖν	a)ganaktei=n	ἀγανακτέω	a)ganakte/w	urn:cite2:hmt:lsj.chicago_md:n326	v--pna---
ἀγανακτοῦντες	a)ganaktou=ntes	ἀγανακτέω	a)ganakte/w	urn:cite2:hmt:lsj.chicago_md:n326	v-pppamn-
ἀγανακτοῦντες	a)ganaktou=ntes	ἀγανακτέω	a)ganakte/w	urn:cite2:hmt:lsj.chicago_md:n326	v-pppamv-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	urn:cite2:hmt:lsj.chicago_md:n354	a-s---ma-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	urn:cite2:hmt:lsj.chicago_md:n354	a-s---nn-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	urn:cite2:hmt:lsj.chicago_md:n354	a-s---nv-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	urn:cite2:hmt:lsj.chicago_md:n354	a-s---na-
ἀγαπητός	a)gaphto/s	ἀγαπητός	a)gaphto/s	urn:cite2:hmt:lsj.chicago_md:n354	a-s---mn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	urn:cite2:hmt:lsj.chicago_md:n350	n-p---fn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	urn:cite2:hmt:lsj.chicago_md:n350	n-p---fv-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	urn:cite2:hmt:lsj.chicago_md:n350	n-p---fn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	urn:cite2:hmt:lsj.chicago_md:n350	n-p---fa-
ἀγαπήσεις	a)gaph/seis	ἀγαπάω	a)gapa/w	urn:cite2:hmt:lsj.chicago_md:n346	v2sasa---
