Θεσμοφορίοις	*qesmofori/ois	θεσμοφόριον	qesmofo/rion	n-p---nd-
ὁμοίως	o(moi/ws	ὁμοιόω	o(moio/w	v2siia---
ὁποτέρων	o(pote/rwn	ὁπότερος	o(po/teros	a-p---fg-
ὁποτέρων	o(pote/rwn	ὁπότερος	o(po/teros	a-p---mg-
ὁποτέρων	o(pote/rwn	ὁπότερος	o(po/teros	a-p---ng-
ὁπότε	o(po/te	ὁπότε	o(po/te	d--------
ὁπότερον	o(po/teron	ὁπότερος	o(po/teros	a-s---ma-
ὁπότερον	o(po/teron	ὁπότερος	o(po/teros	a-s---nn-
ὁπότερον	o(po/teron	ὁπότερος	o(po/teros	a-s---nv-
ὁπότερον	o(po/teron	ὁπότερος	o(po/teros	a-s---na-
ὁρῶντες	o(rw=ntes	ὁράω	o(ra/w	v-pppamn-
ὁρῶντες	o(rw=ntes	ὁράω	o(ra/w	v-pppamv-
ὁρῶσι	o(rw=si	ὁράω	o(ra/w	v-pppamd-
ὁρῶσι	o(rw=si	ὁράω	o(ra/w	v-pppand-
ὁρῶσι	o(rw=si	ὁράω	o(ra/w	v3ppsa---
ὁρῶσι	o(rw=si	ὁράω	o(ra/w	v3ppia---
ὁρῶσι	o(rw=si	ὁράω	o(ra/w	v3ppsa---
ὄντας	o)/ntas	εἰμί	ei)mi/	v-pppama-
ὄντες	o)/ntes	εἰμί	ei)mi/	v-pppamn-
ὄντες	o)/ntes	εἰμί	ei)mi/	v-pppamv-
ὄντος	o)/ntos	εἰμί	ei)mi/	v-sppamg-
ὄντος	o)/ntos	εἰμί	ei)mi/	v-sppang-
ὅ	o(/	ὁ	o(	l-s---mn-
ὅ	o(/	ὅς	o(/s	p-s---nn-
ὅ	o(/	ὅς	o(/s	p-s---nv-
ὅ	o(/	ὅς	o(/s	p-s---na-
ὅμως	o(/mws	ὅμως	o(/mws	c--------
ὅμως	o(/mws	ὁμόω	o(mo/w	v2siia---
ὅν	o(/n	ὅς	o(/s	p-s---ma-
ὅν	o(/n	ὅς	o(/s	p-s---na-
ὅντινα	o(/ntina	ὅστις	o(/stis	p-s---ma-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---nn-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---nv-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---na-
ὅπως	o(/pws	ὅπως	o(/pws	c--------
ὅς	o(/s	ὅς	o(/s	p-s---mn-
ὅστις	o(/stis	ὅστις	o(/stis	p-s---mn-
ὅτι	o(/ti	ὅστις	o(/stis	p-s---nn-
ὅτι	o(/ti	ὅστις	o(/stis	p-s---na-
ὅτι	o(/ti	ὅτι1	o(/ti1	d--------
ὅτι	o(/ti	ὅτι2	o(/ti2	c--------
Ὀῆθεν	*)oh=qen	Ὀῆθεν	*)oh=qen	d--------
ὑβρίζει	u(bri/zei	ὑβρίζω	u(bri/zw	v2spie---
ὑβρίζει	u(bri/zei	ὑβρίζω	u(bri/zw	v3spia---
ὑβρίζων	u(bri/zwn	ὑβρίζω	u(bri/zw	v-sppamn-
ὑμετέραν	u(mete/ran	ὑμέτερος	u(me/teros	a-s---fa-
ὑμεῖς	u(mei=s	σύ	su/	p-p----n-
ὑμᾶς	u(ma=s	σύ	su/	p-p----a-
ὑμᾶς	u(ma=s	ὑμός	u(mo/s	a-s---fg-
ὑμῖν	u(mi=n	σύ	su/	p-p----d-
ὑμῶν	u(mw=n	σύ	su/	p-p----g-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---fg-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---mg-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---ng-
ὑπερῷον	u(perw=|on	ὑπερῷον	u(perw=|on	n-s---nn-
ὑπερῷον	u(perw=|on	ὑπερῷον	u(perw=|on	n-s---nv-
ὑπερῷον	u(perw=|on	ὑπερῷον	u(perw=|on	n-s---na-
ὑπερῷον	u(perw=|on	ὑπερῷος	u(perw=|os	a-s---ma-
ὑπερῷον	u(perw=|on	ὑπερῷος	u(perw=|os	a-s---nn-
ὑπερῷον	u(perw=|on	ὑπερῷος	u(perw=|os	a-s---nv-
ὑπερῷον	u(perw=|on	ὑπερῷος	u(perw=|os	a-s---na-
ὑπονοῶν	u(ponow=n	ὑπονοέω	u(ponoe/w	v-sppamn-
ὑπονοῶν	u(ponow=n	ὑπονοέω	u(ponoe/w	v-sppamn-
ὑποπεμφθεῖσα	u(popemfqei=sa	ὑποπέμπω	u(pope/mpw	v-sappfn-
ὑποπεμφθεῖσα	u(popemfqei=sa	ὑποπέμπω	u(pope/mpw	v-sappfv-
ὑποψίας	u(poyi/as	ὑποψία	u(poyi/a	n-p---fa-
ὑποψίας	u(poyi/as	ὑποψία	u(poyi/a	n-s---fg-
ὑπέρ	u(pe/r	ὑπέρ	u(pe/r	r--------
ὑπό	u(po/	ὑπό	u(po/	r--------
ὑπώπτευσα	u(pw/pteusa	ὑποπτεύω	u(popteu/w	v1saia---
ὕβριν	u(/brin	ὕβρις	u(/bris	n-s---fa-
ὕβρισεν	u(/brisen	ὑβρίζω	u(bri/zw	v3saia---
ὕβρισεν	u(/brisen	ὑβρίζω	u(bri/zw	v3saia---
ὕστερον	u(/steron	ὕστερον	u(/steron	n-s---nn-
ὕστερον	u(/steron	ὕστερον	u(/steron	n-s---nv-
ὕστερον	u(/steron	ὕστερον	u(/steron	n-s---na-
ὕστερον	u(/steron	ὕστερος	u(/steros	a-s---ma-
ὕστερον	u(/steron	ὕστερος	u(/steros	a-s---nn-
ὕστερον	u(/steron	ὕστερος	u(/steros	a-s---nv-
ὕστερον	u(/steron	ὕστερος	u(/steros	a-s---na-
ὠργιζόμην	w)rgizo/mhn	ὀργίζω	o)rgi/zw	v1siie---
ὡμολογημένων	w(mologhme/nwn	ὁμολογέω	o(mologe/w	v-prpefg-
ὡμολογημένων	w(mologhme/nwn	ὁμολογέω	o(mologe/w	v-prpemg-
ὡμολογημένων	w(mologhme/nwn	ὁμολογέω	o(mologe/w	v-prpeng-
ὡμολόγει	w(molo/gei	ὁμολογέω	o(mologe/w	v3siia---
ὡς	w(s	ὡς	w(s	c--------
ὤν	w)/n	εἰμί	ei)mi/	v-sppamn-
ὤσαντες	w)/santes	ὠθέω	w)qe/w	v-papamn-
ὤσαντες	w)/santes	ὠθέω	w)qe/w	v-papamv-
ὥσπερ	w(/sper	ὥσπερ	w(/sper	d--------
ὥστε	w(/ste	ὥστε	w(/ste	d--------
ὦ	w)=	εἰμί	ei)mi/	v1spsa---
ὦ	w)=	ὦ	w)=	x--------
ὧν	w(=n	ὅς	o(/s	p-p---fg-
ὧν	w(=n	ὅς	o(/s	p-p---mg-
ὧν	w(=n	ὅς	o(/s	p-p---ng-
ὧνπερ	w(=nper	ὅς	o(/s	p-p---fg-
ὧνπερ	w(=nper	ὅς	o(/s	p-p---mg-
ὧνπερ	w(=nper	ὅς	o(/s	p-p---ng-
ᾐσθόμην	h)|sqo/mhn	ἀίσθω	a)i/sqw	v1siie---
ᾐσθόμην	h)|sqo/mhn	αἰσθάνομαι	ai)sqa/nomai	v1saim---
ᾐσθόμην	h)|sqo/mhn	αἰσθάνομαι	ai)sqa/nomai	v1siie---
ᾔδη	h)/|dh	οἶδα	oi)=da	v1slia---
ᾔδη	h)/|dh	οἶδα	oi)=da	v3slia---
ᾔσχυνε	h)/|sxune	αἰσχύνω	ai)sxu/nw	v3saia---
ᾔσχυνε	h)/|sxune	αἰσχύνω	ai)sxu/nw	v3siia---
ᾠχόμην	w)|xo/mhn	οἴχομαι	oi)/xomai	v1siie---
ᾡτινιοῦν	w(|tiniou=n	ὅστις	o(/stis	p-s---md-
ᾡτινιοῦν	w(|tiniou=n	ὅστις	o(/stis	p-s---nd-
ᾤμην	w)/|mhn	οἴομαι	oi)/omai	v1siie---
ᾤμην	w)/|mhn	οἰμάω	oi)ma/w	v3piia---
ᾤμην	w)/|mhn	οἰμάω	oi)ma/w	v1siia---
ᾤχετο	w)/|xeto	οἴχομαι	oi)/xomai	v3siie---
ᾧ	w(=|	ὅς	o(/s	p-s---md-
ᾧ	w(=|	ὅς	o(/s	p-s---nd-
ῥᾳδίως	r(a|di/ws	ῥᾴδιος	r(a/|dios	x--------
ῥᾳδίως	r(a|di/ws	ῥᾴδιος	r(a/|dios	a-p---ma-
ῥᾳδίως	r(a|di/ws	ῥᾴδιος	r(a/|dios	x--------
ῥᾳδίως	r(a|di/ws	ῥᾴδιος	r(a/|dios	n-p---ma-
ῥᾳδίως	r(a|di/ws	ῥᾴδιος	r(a/|dios	n-p---fa-
