Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
πολύχρυσα	polu/xrusa	πολύχρυσος	polu/xrusos	urn:cite2:hmt:lsj.chicago_md:n85571	n-p---nv-
πολύχρυσα	polu/xrusa	πολύχρυσος	polu/xrusos	urn:cite2:hmt:lsj.chicago_md:n85571	n-p---na-
πομπαί	pompai/	πομπή	pomph/	urn:cite2:hmt:lsj.chicago_md:n85626	n-p---fn-
πομπαί	pompai/	πομπή	pomph/	urn:cite2:hmt:lsj.chicago_md:n85626	n-p---fv-
ποντίαν	ponti/an	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---fa-
ποντίας	ponti/as	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-p---fa-
ποντίας	ponti/as	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---fg-
ποντίῳ	ponti/w|	Πόντιος	*po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---nd-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---fd-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---nd-
πορθμεύειν	porqmeu/ein	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v--pna---
πορθμεύεις	porqmeu/eis	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v2spia---
πορθμεύετε	porqmeu/ete	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v2ppma---
πορθμεύετε	porqmeu/ete	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v2ppia---
πορθμεύετε	porqmeu/ete	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v2piia---
πορθμεύσειν	porqmeu/sein	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v--fna---
πορθμεύων	porqmeu/wn	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v-sppamn-
πορθμίς	porqmi/s	πορθμίς	porqmi/s	urn:cite2:hmt:lsj.chicago_md:n85755	n-s---fn-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-pppenn-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-pppenv-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-pppena-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-sppemv-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-pppefn-
πορθούμεν’	porqou/men'	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v-pppefv-
πορφυρευτικαί	porfureutikai/	πορφυρευτικός	porfureutiko/s	urn:cite2:hmt:lsj.chicago_md:n85840	a-p---fn-
πορφυρευτικαί	porfureutikai/	πορφυρευτικός	porfureutiko/s	urn:cite2:hmt:lsj.chicago_md:n85840	a-p---fv-
ποσί	posi/	πούς	pou/s	urn:cite2:hmt:lsj.chicago_md:n86108	n-p---md-
ποσίν	posi/n	πούς	pou/s	urn:cite2:hmt:lsj.chicago_md:n86108	n-p---md-
ποτε	pote	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971	g--------
ποτε	pote	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971a	g--------
ποτέ	pote/	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971	g--------
ποτέ	pote/	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971a	g--------
ποτέ	pote/	ποτός	poto/s	urn:cite2:hmt:lsj.chicago_md:n86083	a-s---mv-
που	pou	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86087	d--------
που	pou	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86088	d--------
ποίας	poi/as	πόα	po/a	urn:cite2:hmt:lsj.chicago_md:n84094	n-p---fa-
ποίας	poi/as	πόα	po/a	urn:cite2:hmt:lsj.chicago_md:n84094	n-s---fg-
ποίας	poi/as	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-p---fa-
ποίας	poi/as	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---fg-
ποίᾳ	poi/a|	πόα	po/a	urn:cite2:hmt:lsj.chicago_md:n84094	n-s---fd-
ποίᾳ	poi/a|	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---fd-
ποίῳ	poi/w|	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---md-
ποίῳ	poi/w|	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nd-
ποῖ	poi=	ποι	poi	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
ποῖ	poi=	ποῖ	poi=	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---ma-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nn-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nv-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---na-
ποῖος	poi=os	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---mn-
ποῖόν	poi=o/n	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---ma-
ποῖόν	poi=o/n	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nn-
ποῖόν	poi=o/n	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nv-
ποῖόν	poi=o/n	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---na-
ποῦ	pou=	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86087	d--------
ποῦ	pou=	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86088	d--------
ποῦ	pou=	ποῦ	pou=	urn:cite2:hmt:lsj.chicago_md:n86087	x--------
προδοίην	prodoi/hn	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v1saoa---
προδοίην	prodoi/hn	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v1saoa---
προδούς	prodou/s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapamn-
προδούς	prodou/s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapamv-
προδούς	prodou/s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapamn-
προδούς	prodou/s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapamv-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapafn-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapafv-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapafn-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-sapafv-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papamd-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papand-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papamd-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papand-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papafn-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papafv-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papafn-
προδοῦσ’	prodou=s'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v-papafv-
προδῷς	prodw=|s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2sasa---
προδῷς	prodw=|s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2sasa---
προθυμία	proqumi/a	προθυμία	proqumi/a	urn:cite2:hmt:lsj.chicago_md:n87537	n-d---fn-
προθυμία	proqumi/a	προθυμία	proqumi/a	urn:cite2:hmt:lsj.chicago_md:n87537	n-d---fv-
προθυμία	proqumi/a	προθυμία	proqumi/a	urn:cite2:hmt:lsj.chicago_md:n87537	n-d---fa-
προθυμία	proqumi/a	προθυμία	proqumi/a	urn:cite2:hmt:lsj.chicago_md:n87537	n-s---fn-
προθυμία	proqumi/a	προθυμία	proqumi/a	urn:cite2:hmt:lsj.chicago_md:n87537	n-s---fv-
προθέσθαι	proqe/sqai	προτίθημι	proti/qhmi	urn:cite2:hmt:lsj.chicago_md:n90522	v--ane---
προκειμένην	prokeime/nhn	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-srpefa-
προκειμένην	prokeime/nhn	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-sppefa-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-srpema-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-srpenn-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-srpenv-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-srpena-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-sppema-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-sppenn-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-sppenv-
προκείμενον	prokei/menon	πρόκειμαι	pro/keimai	urn:cite2:hmt:lsj.chicago_md:n87771	v-sppena-
προμηθία	promhqi/a	προμήθεια	promh/qeia	urn:cite2:hmt:lsj.chicago_md:n88013	n-d---fn-
προμηθία	promhqi/a	προμήθεια	promh/qeia	urn:cite2:hmt:lsj.chicago_md:n88013	n-d---fv-
προμηθία	promhqi/a	προμήθεια	promh/qeia	urn:cite2:hmt:lsj.chicago_md:n88013	n-d---fa-
προμηθία	promhqi/a	προμήθεια	promh/qeia	urn:cite2:hmt:lsj.chicago_md:n88013	n-s---fn-
προμηθία	promhqi/a	προμήθεια	promh/qeia	urn:cite2:hmt:lsj.chicago_md:n88013	n-s---fv-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fn-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fv-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fn-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fa-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fn-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fv-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fn-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fa-
προσαμβάσεις	prosamba/seis	προσαναβαίνω	prosanabai/nw	urn:cite2:hmt:lsj.chicago_md:n88524	v2sasa---
προσαρμόσαντες	prosarmo/santes	προσαρμόζω	prosarmo/zw	urn:cite2:hmt:lsj.chicago_md:n88735	v-papamn-
προσαρμόσαντες	prosarmo/santes	προσαρμόζω	prosarmo/zw	urn:cite2:hmt:lsj.chicago_md:n88735	v-papamv-
προσδοκῶσαι	prosdokw=sai	προσδοκάω	prosdoka/w	urn:cite2:hmt:lsj.chicago_md:n88917	v-pppafn-
προσδοκῶσαι	prosdokw=sai	προσδοκάω	prosdoka/w	urn:cite2:hmt:lsj.chicago_md:n88917	v-pppafv-
προσδοκῶσαι	prosdokw=sai	προσδοκάω	prosdoka/w	urn:cite2:hmt:lsj.chicago_md:n88917	v-pppafn-
προσδοκῶσαι	prosdokw=sai	προσδοκάω	prosdoka/w	urn:cite2:hmt:lsj.chicago_md:n88917	v-pppafv-
προσείσας	prosei/sas	προσείω	prosei/w	urn:cite2:hmt:lsj.chicago_md:n88985	v-sapamn-
προσείσας	prosei/sas	προσείω	prosei/w	urn:cite2:hmt:lsj.chicago_md:n88985	v-sapamv-
προσείσας	prosei/sas	προσίημι	prosi/hmi	urn:cite2:hmt:lsj.chicago_md:n89440	v-papafa-
προσείσας	prosei/sas	προσίημι	prosi/hmi	urn:cite2:hmt:lsj.chicago_md:n89440	v-sapafg-
προσείσας	prosei/sas	προσίζω	prosi/zw	urn:cite2:hmt:lsj.chicago_md:n89439	v-sapamn-
προσείσας	prosei/sas	προσίζω	prosi/zw	urn:cite2:hmt:lsj.chicago_md:n89439	v-sapamv-
προσηύξατ’	proshu/cat'	προσεύχομαι	proseu/xomai	urn:cite2:hmt:lsj.chicago_md:n89340	v3saim---
προσκείμενοι	proskei/menoi	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-prpemn-
προσκείμενοι	proskei/menoi	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-prpemv-
προσκείμενοι	proskei/menoi	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-pppemn-
προσκείμενοι	proskei/menoi	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-pppemv-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-srpema-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-srpenn-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-srpenv-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-srpena-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-sppema-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-sppenn-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-sppenv-
προσκείμενον	proskei/menon	πρόσκειμαι	pro/skeimai	urn:cite2:hmt:lsj.chicago_md:n89578	v-sppena-
προσπέσῃ	prospe/sh|	προσπίτνω	prospi/tnw	urn:cite2:hmt:lsj.chicago_md:n89960	v3sasa---
προσπόλοις	prospo/lois	πρόσπολος	pro/spolos	urn:cite2:hmt:lsj.chicago_md:n89993	n-p---md-
προσπόλοισιν	prospo/loisin	πρόσπολος	pro/spolos	urn:cite2:hmt:lsj.chicago_md:n89993	n-p---md-
προστροπήν	prostroph/n	προστροπή	prostroph/	urn:cite2:hmt:lsj.chicago_md:n90194	n-s---fa-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppamn-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppamv-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppama-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppann-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppanv-
προσφέροντε	prosfe/ronte	προσφέρω	prosfe/rw	urn:cite2:hmt:lsj.chicago_md:n90305	v-dppana-
προσέβα	prose/ba	προσβαίνω	prosbai/nw	urn:cite2:hmt:lsj.chicago_md:n88779	v3saia---
προσέβα	prose/ba	προσβαίνω	prosbai/nw	urn:cite2:hmt:lsj.chicago_md:n88779	v3saia---
προσώταθ’	prosw/taq'	προσωτέρω	proswte/rw	urn:cite2:hmt:lsj.chicago_md:n90440	d--------
προσῆκέ	prosh=ke/	προσήκω	prosh/kw	urn:cite2:hmt:lsj.chicago_md:n89366	v3siia---
προσῆκέ	prosh=ke/	προσίημι	prosi/hmi	urn:cite2:hmt:lsj.chicago_md:n89440	v3saia---
προυθέμην	prouqe/mhn	προτίθημι	proti/qhmi	urn:cite2:hmt:lsj.chicago_md:n90522	v1saim---
προυκάλυπτεν	prouka/lupten	προκαλύπτω	prokalu/ptw	urn:cite2:hmt:lsj.chicago_md:n87630	v3siia---
προύργου	prou/rgou	προὔργου	prou)/rgou	urn:cite2:hmt:lsj.chicago_md:n90644	d--------
πρυμνησίων	prumnhsi/wn	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---fg-
πρυμνησίων	prumnhsi/wn	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---mg-
πρυμνησίων	prumnhsi/wn	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---ng-
πρυμνήσια	prumnh/sia	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---nn-
πρυμνήσια	prumnh/sia	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---nv-
πρυμνήσια	prumnh/sia	πρυμνήσιος	prumnh/sios	urn:cite2:hmt:lsj.chicago_md:n90837	a-p---na-
πρωτόγονον	prwto/gonon	πρωτόγονον	prwto/gonon	urn:cite2:hmt:lsj.chicago_md:n90958	n-s---nn-
πρωτόγονον	prwto/gonon	πρωτόγονον	prwto/gonon	urn:cite2:hmt:lsj.chicago_md:n90958	n-s---nv-
πρωτόγονον	prwto/gonon	πρωτόγονον	prwto/gonon	urn:cite2:hmt:lsj.chicago_md:n90958	n-s---na-
πρωτόγονον	prwto/gonon	πρωτόγονος	prwto/gonos	urn:cite2:hmt:lsj.chicago_md:n90959	n-s---ma-
πρωτόγονον	prwto/gonon	πρωτόγονος	prwto/gonos	urn:cite2:hmt:lsj.chicago_md:n90959	n-s---fa-
πρωτόγονον	prwto/gonon	πρωτόγονος	prwto/gonos	urn:cite2:hmt:lsj.chicago_md:n90959	n-s---nn-
πρωτόγονον	prwto/gonon	πρωτόγονος	prwto/gonos	urn:cite2:hmt:lsj.chicago_md:n90959	n-s---nv-
πρωτόγονον	prwto/gonon	πρωτόγονος	prwto/gonos	urn:cite2:hmt:lsj.chicago_md:n90959	n-s---na-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-p---nn-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-p---nv-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-p---na-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-s---nd-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-d---nn-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-d---nv-
πράγματ’	pra/gmat'	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-d---na-
πράξαντες	pra/cantes	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-papamn-
πράξαντες	pra/cantes	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-papamv-
πράξαντες	pra/cantes	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-papamn-
πράξαντες	pra/cantes	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-papamv-
πράσσει	pra/ssei	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v2spie---
πράσσει	pra/ssei	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v3spia---
πράσσειν	pra/ssein	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v--pna---
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppann-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppanv-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppana-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-sppama-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-sppamd-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-sppand-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v3ppia---
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppamn-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppamv-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppama-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppann-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppanv-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-dppana-
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v3ppie---
πράσσονθ’	pra/ssonq'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v3piie---
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-sppafn-
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-sppafv-
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppamd-
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppand-
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v3ppia---
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppafn-
πράσσουσ’	pra/ssous'	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v-pppafv-
πράσσω	pra/ssw	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v1spsa---
πράσσω	pra/ssw	πράσσω	pra/ssw	urn:cite2:hmt:lsj.chicago_md:n86219	v1spia---
πρέπει	pre/pei	πρέπω	pre/pw	urn:cite2:hmt:lsj.chicago_md:n86276	v2spie---
πρέπει	pre/pei	πρέπω	pre/pw	urn:cite2:hmt:lsj.chicago_md:n86276	v3spia---
πρέσβειρ’	pre/sbeir'	πρέσβειρα	pre/sbeira	urn:cite2:hmt:lsj.chicago_md:n86285	n-s---fn-
πρέσβειρ’	pre/sbeir'	πρέσβειρα	pre/sbeira	urn:cite2:hmt:lsj.chicago_md:n86285	n-s---fv-
πρέσβειρ’	pre/sbeir'	πρέσβειρα	pre/sbeira	urn:cite2:hmt:lsj.chicago_md:n86285	n-p---fn-
πρέσβειρ’	pre/sbeir'	πρέσβειρα	pre/sbeira	urn:cite2:hmt:lsj.chicago_md:n86285	n-p---fv-
πρίν	pri/n	πρίν	pri/n	urn:cite2:hmt:lsj.chicago_md:n86371	d--------
πρό	pro/	πρό	pro/	urn:cite2:hmt:lsj.chicago_md:n86405	r--------
πρόθυμον	pro/qumon	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---ma-
πρόθυμον	pro/qumon	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---fa-
πρόθυμον	pro/qumon	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---nn-
πρόθυμον	pro/qumon	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---nv-
πρόθυμον	pro/qumon	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---na-
πρόθυμος	pro/qumos	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---mn-
πρόθυμος	pro/qumos	πρόθυμος	pro/qumos	urn:cite2:hmt:lsj.chicago_md:n87541	n-s---fn-
πρός	pro/s	πρός	pro/s	urn:cite2:hmt:lsj.chicago_md:n88443	r--------
πρόσθεν	pro/sqen	πρόσθεν	pro/sqen	urn:cite2:hmt:lsj.chicago_md:n89405	d--------
