form	token_urn	expanded_form
ἔχει δʼ ἕκαστον εἴκοσίν γʼ ἁμαρτίας.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1131.1.text	
ἔχιδνά θʼ ἑκατογκέφαλος, ἣ τὰ σπλάγχνα σου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:473.1.text	
ἔχοιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:695.1.text.token.4	
ἔχοιτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:435.1.text.token.1	
ἔχοιτʼ ἂν οὖν φράσαι νῷν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:435.1.text	
ἔχοντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:696.1.text.token.8	
ἔχοντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:838.1.text.token.1	
ἔχοντʼ ἀχάλινον ἀκρατὲς ἀπύλωτον στόμα,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:838.1.text	
ἔχουσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1360.1.text.token.3	
ἕπτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1021.3.text.token.2	
ἕτερʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:89.1.text.token.2	
ἕτεραι δύʼ ἢ τρεῖς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:515.1.text	
ἕτοιμός εἰμʼ ἔγωγε, κοὐκ ἀναδύομαι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:860.1.text	
ἠλαζονεύεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:280.1.text.token.1	
ἠλαζονεύεθʼ ἵνα φοβηθείην ἐγώ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:280.1.text	
ἠπίσταντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1073.1.text.token.2	
ἠρίστηται δʼ ἐξαρκούντως.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:377.1.text	
ἠργάσατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:488.1.text.token.6	
ἡ γὰρ θεός σʼ ὡς ἐπύθεθʼ ἥκοντʼ, εὐθέως	urn:cts:greekLit:tlg0019.tlg009.fu.sp:504.1.text	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:111.1.text.token.4	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:747.1.text.token.5	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:815.1.text.token.1	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1003.1.text.token.1	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1037.1.text.token.9	
ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1072.1.text.token.8	
ἡνίκʼ ἂν τὸ πνεῦμα λεῖον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1003.1.text	
ἡνίκʼ ἂν ὀξύλαλον παρίδῃ θήγοντος ὀδόντα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:815.1.text	
ἡνίχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:218.1.text.token.1	
ἡνίχʼ ὁ κραιπαλόκωμος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:218.1.text	
ἢ ʼκλεψα τῶν σῶν ἄξιόν τι καὶ τριχός.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:614.1.text	
ἢ βωμολόχοις ἔπεσιν χαίρει μὴ νʼ καιρῷ τοῦτο ποιοῦσιν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:358.1.text	
ἢ γενναίων ὄργια Μουσῶν μήτʼ εἶδεν μήτʼ ἐχόρευσεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:356.1.text	
ἢ μητέρʼ ἠλόασεν, ἢ πατρὸς γνάθον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:149.1.text	
ἢ προδίδωσιν φρούριον ἢ ναῦς, ἢ τἀπόρρητʼ ἀποπέμπει	urn:cts:greekLit:tlg0019.tlg009.fu.sp:362.1.text	
ἢ σʼ Κερβερίους, ἢ σʼ κόρακας, ἢ ʼπὶ Ταίναρον;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:187.1.text	
ἢ στάσιν ἐχθρὰν μὴ καταλύει μηδʼ εὔκολός ἐστι πολίταις,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:359.1.text	
ἢ τοὺς μισθοὺς τῶν ποιητῶν ῥήτωρ ὢν εἶτʼ ἀποτρώγει,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:367.1.text	
ἢ φρένα μὲν οὐκ ἐθέλουσαν ὀμόσαι καθʼ ἱερῶν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:101.1.text	
ἢν δʼ ἐκτραφῇ τις, τοῖς τρόποις ὑπηρετεῖν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1432.1.text	
ἣ ʼξεκένωσεν τάς τε παλαίστρας καὶ τὰς πυγὰς ἐνέτριψεν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1070.1.text	
ἤδη ʼπάταξά σʼ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:645.1.text	
ἤδη βαδίζων εἰμὶ τῆσδʼ, οἷ πρῶτά με	urn:cts:greekLit:tlg0019.tlg009.fu.sp:36.1.text	
ἤδη μεσοίη, ῥήματʼ ἂν βόεια δώδεκʼ εἶπεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:924.1.text	
ἤδη ποτʼ ἐν μακρῷ χρόνῳ νυκτὸς διηγρύπνησα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:931.1.text	
ἤδη ποτʼ ἐπεθύμησας ἐξαίφνης ἔτνους;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:62.1.text	
ἤλεγχον ἄν μου τὴν τέχνην· ἀλλʼ οὐκ ἐκομπολάκουν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:961.1.text	
ἤμελλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1038.1.text.token.7	
ἤνεγκον αὔθʼ, ἵνα μὴ τὸν αὐτὸν Φρυνίχῳ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1299.1.text	
ἥδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:514.1.text.token.1	
ἥδʼ ἔνδον ἔσθʼ ὡραιοτάτη κὠρχηστρίδες	urn:cts:greekLit:tlg0019.tlg009.fu.sp:514.1.text	
ἥκοντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:504.1.text.token.7	
ἥντινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1044.1.text.token.4	
ἥντινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1436.1.text.token.4	
ἦ μὴν κόβαλά γʼ ἐστίν, ὡς καὶ σοὶ δοκεῖ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:104.1.text	
ἦ μὴν ἀπάξειν μʼ οἴκαδʼ, αἱροῦ τοὺς φίλους.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1470.1.text	
ἰὴ κόπον οὐ πελάθεις ἐπʼ ἀρωγάν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1265.1.text	
ἰὴ κόπον οὐ πελάθεις ἐπʼ ἀρωγάν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1267.1.text	
ἰὴ κόπον οὐ πελάθεις ἐπʼ ἀρωγάν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1271.1.text	
ἰὴ κόπον οὐ πελάθεις ἐπʼ ἀρωγάν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1275.1.text	
ἰὴ κόπον οὐ πελάθεις ἐπʼ ἀρωγάν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1277.1.text	
ἱερεῦ διαφύλαξόν μʼ, ἵνʼ ὦ σοι ξυμπότης.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:297.1.text	
ἴθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:301.1.text.token.1	
ἴθʼ ᾗπερ ἔρχει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:301.1.text	
ἴθι δὴ λέγʼ ἕτερον κἀπέχου τῆς ληκύθου.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1224.1.text	
ἴθι δὴ λέγʼ· οὐ γάρ μοὔστιν ἀλλʼ ἀκουστέα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1180.1.text	
ἴθι δὴ παρίστασθον παρὰ τὼ πλάστιγγʼ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1378.1.text	
ἴσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:440.1.text.token.2	
ἵζω ʼπὶ κώπην, οὗπερ ἐκέλευές με σύ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:199.1.text	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:297.1.text.token.5	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:571.1.text.token.1	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:778.1.text.token.1	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:919.1.text.token.4	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1041.1.text.token.6	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1063.1.text.token.8	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1231.1.text.token.1	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1317.1.text.token.1	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1416.1.text.token.5	
ἵνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1419.1.text.token.1	
ἵνʼ Αἰσχύλος καθῆστο.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:778.1.text	
ἵνʼ αὐτὸν ἐπιτρίψωμεν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:571.1.text	
ἵνʼ οὗτος οὐχ ἕξει προσάψαι ληκύθιον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1231.1.text	
ἵνʼ ἡ πόλις σωθεῖσα τοὺς χοροὺς ἄγῃ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1419.1.text	
ἵνʼ ὁ φίλαυλος ἔπαλλε δελφὶς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1317.1.text	
ἵνα μὴ ʼκτραφεὶς γένοιτο τοῦ πατρὸς φονεύς·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1191.1.text	
ἵνα μὴ ταλαιπωροῖτο μηδʼ ἄχθος φέροι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:24.1.text	
ἵνα ξενίσω ʼγʼὼ σφὼ πρὶν ἀποπλεῖν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1480.1.text	
Ἰοφῶντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:78.1.text.token.5	
Ἴακχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:316.1.text.token.1	
Ἴακχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:317.1.text.token.1	
Ἴακχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:324.1.text.token.1	
Ἴακχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:325.1.text.token.1	
Ἴακχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:341.1.text.token.1	
Ἴακχʼ ὦ πολυτίμητʼ ἐν ἕδραις ἐνθάδε ναίων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:324.1.text	
Ἴακχʼ ὦ Ἴακχε,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:325.1.text	
Ἴακχʼ ὦ Ἴακχε,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:341.1.text	
Ἴακχʼ ὦ Ἴακχε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:316.1.text	
Ἴακχʼ ὦ Ἴακχε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:317.1.text	
ὀμώμοκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1471.1.text.token.3	
ὀρθῶς λέγεις· ἐβουλόμην δʼ ἂν τοῦτό σε	urn:cts:greekLit:tlg0019.tlg009.fu.sp:672.1.text	
ὀρθῶς μʼ ἐλέγχειν ὧν ἂν ἅπτωμαι λόγων.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:894.1.text	
ὀφρῦς ἔχοντα καὶ λόφους, δείνʼ ἄττα μορμορωπά,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:925.1.text	
ὁ δʼ εὔκολος μὲν ἐνθάδʼ εὔκολος δʼ ἐκεῖ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:82.1.text	
ὁ δʼ ἀνέπτατʼ ἀνέπτατʼ ἐς αἰθέρα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1351b.1.text	
ὁ δʼ ἐπαναστρέφειν δύνηται κἀπερείδεσθαι τορῶς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1102.1.text	
ὁ δʼ ᾤχετʼ ἐξᾴξας γε τὰς ψιάθους λαβών.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:567.1.text	
ὁ δὲ χορός γʼ ἤρειδεν ὁρμαθοὺς ἂν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:914.2.text	
ὁ μὲν σοφῶς γὰρ εἶπεν, ὁ δʼ ἕτερος σαφῶς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1434.1.text	
ὁ χορὸς δʼ εὐθὺς τὼ χεῖρʼ ὡδὶ συγκρούσας εἶπεν “ἰαυοῖ.”	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1029.1.text	
ὁπόθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:651.1.text.token.1	
ὁπόθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:920.1.text.token.1	
ὁπόθʼ ἡ Νιόβη τι φθέγξεται· τὸ δρᾶμα δʼ ἂν διῄει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:920.1.text	
ὁπόθʼ Ἡράκλεια τἀν Διομείοις γίγνεται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:651.1.text	
ὁπότερον ἂν κρίνῃς, ἵνʼ ἔλθῃς μὴ μάτην.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1416.1.text	
ὁπότερος ὑμῶν ἐστι θεός. ἀλλʼ εἴσιτον·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:669.1.text	
ὁτιή σε παίζων Ἡρακλέα ʼνεσκεύασα;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:523.1.text	
ὁτιὴ κοθόρνους εἶχες, ἂν γνῶναί σʼ ἔτι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:557.1.text	
ὃν ἐγὼ ʼφύλαττον. ἀλλὰ νῦν ἔχει μέσος·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:469.1.text	
ὃς τὸν κύνʼ ἡμῶν ἐξελάσας τὸν Κέρβερον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:467.1.text	
ὄντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:629.1.text.token.5	
ὄντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1053.1.text.token.4	
ὅ τι ποιῶ; τί δʼ ἄλλο γʼ ἢ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:198.2.text	
ὅμως γε μέντοι σοι διʼ αἰνιγμῶν ἐρῶ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:61.1.text	
ὅμως δʼ ἐπειδή σοι δοκεῖ, δρᾶν ταῦτα χρή.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:870.1.text	
ὅπερ ἔστʼ ἐν Ἅιδου πλῆθος, οἱ δʼ ἀκροώμενοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:774.1.text	
ὅπῃ τάχιστʼ ἀφιξόμεθʼ εἰς Ἅιδου κάτω·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:118.1.text	
ὅσοι μεμυήμεθʼ εὐ-	urn:cts:greekLit:tlg0019.tlg009.fu.sp:457.1.text	
ὅτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:22.1.text.token.1	
ὅτʼ ἐγὼ μὲν ὢν Διόνυσος υἱὸς Σταμνίου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:22.1.text	
ὅταν τὰ νῦν ἄπιστα πίσθʼ ἡγώμεθα,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1443.1.text	
ὅτε δὴ κατῆλθʼ Εὐριπίδης, ἐπεδείκνυτο	urn:cts:greekLit:tlg0019.tlg009.fu.sp:771.1.text	
Ὀρφεὺς μὲν γὰρ τελετάς θʼ ἡμῖν κατέδειξε φόνων τʼ ἀπέχεσθαι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1032.1.text	
ὑγίαινε. σὺ δὲ τὰ στρώματʼ αὖθις λάμβανε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:165.1.text	
ὑμῖν δʼ ἴσως οὐδὲν μέλει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:224.1.text	
ὑπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:855.1.text.token.2	
ὑπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:919.1.text.token.1	
ὑπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:921.1.text.token.7	
ὑπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1088.1.text.token.1	
ὑπʼ ἀγυμνασίας ἔτι νυνί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1088.1.text	
ὑπʼ ἀλαζονείας, ἵνʼ ὁ θεατὴς προσδοκῶν καθοῖτο,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:919.1.text	
ὑπάγεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:174.2.text.token.1	
ὑπάγεθʼ ὑμεῖς τῆς ὁδοῦ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:174.2.text	
ὑποκινήσαντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:644.2.text.token.5	
ὑστέρῳ χρόνῳ ποτʼ αὖθις εὖ φρονεῖν οὐ δόξομεν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:705.1.text	
ὑφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.8	
ὠχρίασʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:307.1.text.token.5	
ὡς μέγα δύνασθον πανταχοῦ τὼ δύʼ ὀβολώ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:141.2.text	
ὡς μὰ Δίʼ οὐδὲν οἶδʼ ἐγώ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:749.2.text	
ὡς πρὶν διδάξαι γʼ ὤφελες μέσος διαρραγῆναι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:955.1.text	
ὡς σφόδρα μʼ ἔδεισε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:41.1.text	
ὢ παμπόνηρος, οἷʼ ἄρʼ ἐφενακιζόμην ὑπʼ αὐτοῦ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:921.1.text	
ὢ τρισκακοδαίμων ἄρʼ ὁ τράχηλος οὑτοσί,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:19.1.text	
ὢν εἶτʼ ἐλαύνειν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:205.1.text	
ὤφελʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1382.1.text.token.2	
ὥσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:869.1.text.token.5	
ὥσπερ τὰ σῦκʼ ἐπὶ τοῖσιν ὀφθαλμοῖς ἔφυ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1247.1.text	
ὥστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:408.1.text.token.2	
ὥστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:974.1.text.token.4	
ὥστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1089.1.text.token.6	
ὥστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1202.1.text.token.4	
ὥστε γε καὐτόν σε κατʼ οὖν ἔβαλεν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1047.1.text	
ὦ Φοῖβʼ Ἄπολλον ἔμβαλέ μοι τὴν δεξιάν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:754.1.text	
ὦ δαιμόνιʼ ἀνδρῶν μὴ μεγάλα λίαν λέγε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:835.1.text	
ὦ δαιμόνιʼ ἀνδρῶν ἀποπρίω τὴν λήκυθον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1227.1.text	
ὦ καταγέλαστʼ οὔκουν ἀναστήσει ταχὺ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:480.1.text	
ὦ φίλταθʼ ἥκεις Ἡράκλεις; δεῦρʼ εἴσιθι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:503.1.text	
ὦγάθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1235.1.text.token.2	
ὦδέλφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:58.1.text.token.4	
ὦμαθέστατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:933.1.text.token.5	
ὦνθρωφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:299.1.text.token.1	
ὦνθρωφʼ, ἱκετεύω, μηδὲ κατερεῖς τοὔνομα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:299.1.text	
ᾤχετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:567.1.text.token.3	
ῥάκιʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1063.1.text.token.5	
ῥήμαθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:821.1.text.token.1	
ῥήμαθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:929.1.text.token.4	
ῥήμαθʼ ἱπποβάμονα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:821.1.text	
ῥήματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:924.1.text.token.4	
ῥήματα καὶ παραπρίσματʼ ἐπῶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:881.1.text	
ῥᾴδιʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:930.1.text.token.4	
ῥᾷστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:205.2.text.token.1	
ῥᾷστʼ· ἀκούσει γὰρ μέλη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:205.2.text	
ῥῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1155.2.text.token.3	
ῥῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1199.1.text.token.2	
ῥῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1379.1.text.token.4	
‘Οἰνεύς ποτʼ ἐκ γῆς πολύμετρον λαβὼν στάχυν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1240.1.text	
‘Σιδώνιόν ποτʼ ἄστυ Κάδμος ἐκλιπὼν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1225.1.text	
‘οὐκ ἔστιν ὅστις πάντʼ ἀνὴρ εὐδαιμονεῖ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1217.1.text	
‘σωτὴρ γενοῦ μοι σύμμαχός τʼ αἰτουμένῳ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1152.1.text	
‘τύμβου δʼ ἐπʼ ὄχθῳ τῷδε κηρύσσω πατρὶ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1172.1.text	
‘Ἑρμῆ χθόνιε πατρῷʼ ἐποπτεύων κράτη,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1126.1.text	
“βέβληκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1400.1.text.token.1	
“εἴθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1382.1.text.token.1	
“εἶτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1187.1.text.token.1	
“ἐφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1403.1.text.token.1	
†ἡνίκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1028.1.text.token.4	
