’	e)\	- no urn found -	ἒ
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξαντα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξαντες	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξαντες	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξαντες	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξαντες	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξας	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξας	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξας	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξας	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξασα	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξασα	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξασα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξασα	su/n-le/gw	- no urn found -	σύν-λέγω3
συλλέξῃς	su/n-le/gw	- no urn found -	σύν-λέγω1
συλλέξῃς	su/n-le/gw	- no urn found -	σύν-λέγω3
συμμείξαντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξαντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξας	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξας	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξειν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξομέν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξομέν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξοντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμείξοντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμεῖξαι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμεῖξαί	summi/gnumi	- no urn found -	συμμίγνυμι
συμμιγέντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμιγέντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμιγέντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμιγέντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμισγομένου	summi/gnumi	- no urn found -	συμμίγνυμι
συμμισγομένου	summi/gnumi	- no urn found -	συμμίγνυμι
συμμισγόμενα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμισγόμενα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμισγόμενα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμιχθέωσι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίξεται	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίξεται	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγει	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγει	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγεσθαι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγεται	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοιεν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοιμεν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντας	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγοντες	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσα	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσαι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσαι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγουσι	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγωμεν	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγων	summi/gnumi	- no urn found -	συμμίγνυμι
συμμίσγωσι	summi/gnumi	- no urn found -	συμμίγνυμι
συμπλόους	su/mplous	- no urn found -	σύμπλους
συμπλόους	su/mplous	- no urn found -	σύμπλους
συμπλόων	su/mplous	- no urn found -	σύμπλους
συμπλόων	su/mplous	- no urn found -	σύμπλους
συμπλόων	su/mplous	- no urn found -	σύμπλους
συμφράξαντες	sumfra/zw	- no urn found -	συμφράζω
συμφράξαντες	sumfra/zw	- no urn found -	συμφράζω
συναποθνῄσκειν	sunapoqnh/skw	- no urn found -	συναποθνήσκω
συναπέθανε	sunapoqnh/skw	- no urn found -	συναποθνήσκω
συναπέθανον	sunapoqnh/skw	- no urn found -	συναποθνήσκω
συναπέθανον	sunapoqnh/skw	- no urn found -	συναποθνήσκω
συνεμίχθη	summi/gnumi	- no urn found -	συμμίγνυμι
συνεπαναστάντων	sunepani/sthmi	- no urn found -	συνεπανίστημι
συνεπαναστάντων	sunepani/sthmi	- no urn found -	συνεπανίστημι
συνεπαναστάντων	sunepani/sthmi	- no urn found -	συνεπανίστημι
συνεπαναστῆναι	sunepani/sthmi	- no urn found -	συνεπανίστημι
συνεπελάβετό	sunepilamba/nomai	- no urn found -	συνεπιλαμβάνομαι
συννενέαται	su/n-ne/w	- no urn found -	σύν-νέω3
συννενέαται	su/n-nea/w	- no urn found -	σύν-νεάω
συννενέαται	su/n-nea/w	- no urn found -	σύν-νεάω
συνέλεξα	su/n-le/gw	- no urn found -	σύν-λέγω1
συνέλεξα	su/n-le/gw	- no urn found -	σύν-λέγω3
συνέλεξε	su/n-le/gw	- no urn found -	σύν-λέγω1
συνέλεξε	su/n-le/gw	- no urn found -	σύν-λέγω3
συνέμειξα	summi/gnumi	- no urn found -	συμμίγνυμι
συνέμισγε	summi/gnumi	- no urn found -	συμμίγνυμι
συνέμισγον	summi/gnumi	- no urn found -	συμμίγνυμι
συνέμισγον	summi/gnumi	- no urn found -	συμμίγνυμι
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συρμαΐζουσι	surmai/zw	- no urn found -	συρμαίζω
συστρατευσάμενοι	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευσάμενοι	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευσόμεθα	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευσόμεθα	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενοι	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενοι	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενον	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενον	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενον	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενον	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατευόμενος	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατεύεσθαι	sustrateu/omai	- no urn found -	συστρατεύομαι
συστρατεύεσθαί	sustrateu/omai	- no urn found -	συστρατεύομαι
σφαγιασθέντι	sfagia/zw	- no urn found -	σφαγιάζω
σφαγιασθέντι	sfagia/zw	- no urn found -	σφαγιάζω
σφαγιασάμενος	sfagia/zw	- no urn found -	σφαγιάζω
σχεῖν	sxa/w	- no urn found -	σχάω
σχοῦσι	sxa/w	- no urn found -	σχάω
σχοῦσι	sxa/w	- no urn found -	σχάω
σχοῦσι	sxa/w	- no urn found -	σχάω
σχήσει	sxa/w	- no urn found -	σχάω
σχήσει	sxa/w	- no urn found -	σχάω
σχήσει	sxa/w	- no urn found -	σχάω
σχήσειν	sxa/w	- no urn found -	σχάω
σχήσεσθαι	sxa/w	- no urn found -	σχάω
σχήσων	sxa/w	- no urn found -	σχάω
σχῇς	sxa/w	- no urn found -	σχάω
σχῇς	sxa/w	- no urn found -	σχάω
σχῇς	sxa/w	- no urn found -	σχάω
σχῶμεν	sxa/w	- no urn found -	σχάω
σχῶμεν	sxa/w	- no urn found -	σχάω
σχῶμεν	sxa/w	- no urn found -	σχάω
σχῶμεν	sxa/w	- no urn found -	σχάω
σχῶσι	sxa/w	- no urn found -	σχάω
σχῶσι	sxa/w	- no urn found -	σχάω
σχῶσι	sxa/w	- no urn found -	σχάω
σχῶσι	sxa/w	- no urn found -	σχάω
σχῶσι	sxa/w	- no urn found -	σχάω
σωθείς	sw/zw	- no urn found -	σώζω
σωθείς	sw/zw	- no urn found -	σώζω
σωθέντος	sw/zw	- no urn found -	σώζω
σωθέντος	sw/zw	- no urn found -	σώζω
σωθῆναι	sw/zw	- no urn found -	σώζω
σάν	sa/n	- no urn found -	σάν
σάξαντες	sa/ssw	- no urn found -	σάσσω
σάξαντες	sa/ssw	- no urn found -	σάσσω
σέο	se/w	- no urn found -	σέω
σέο	se/w	- no urn found -	σέω
σίγμα	si=gma	- no urn found -	σῖγμα
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόα	so/os	- no urn found -	σόος
σόαι	so/os	- no urn found -	σόος
σόαι	so/os	- no urn found -	σόος
σόαι	so/os	- no urn found -	σόος
σόοι	so/os	- no urn found -	σόος
σόοι	so/os	- no urn found -	σόος
σόον	so/os	- no urn found -	σόος
σόον	so/os	- no urn found -	σόος
σόον	so/os	- no urn found -	σόος
σόον	so/os	- no urn found -	σόος
σόος	so/os	- no urn found -	σόος
σώσεις	sw/zw	- no urn found -	σώζω
σώσεις	sw/zw	- no urn found -	σώζω
σῆς	se/w	- no urn found -	σέω
σῆς	se/w	- no urn found -	σέω
σῇ	se/w	- no urn found -	σέω
σῇ	se/w	- no urn found -	σέω
σῇ	se/w	- no urn found -	σέω
σῴζειν	sw/zw	- no urn found -	σώζω
σῴζεσθαι	sw/zw	- no urn found -	σώζω
σῴζοντες	sw/zw	- no urn found -	σώζω
σῴζοντες	sw/zw	- no urn found -	σώζω
σῴζωνται	sw/zw	- no urn found -	σώζω
σῴζωσι	sw/zw	- no urn found -	σώζω
σῶν	se/w	- no urn found -	σέω
σῶσαι	sw/zw	- no urn found -	σώζω
σῶσαι	sw/zw	- no urn found -	σώζω
σῶσι	se/w	- no urn found -	σέω
σῷζε	sw/zw	- no urn found -	σώζω
σῷζε	sw/zw	- no urn found -	σώζω
ταχίστην	ta/xistos	- no urn found -	τάχιστος
ταχίστῳ	ta/xistos	- no urn found -	τάχιστος
ταχίστῳ	ta/xistos	- no urn found -	τάχιστος
ταχύτερα	taxu/teros	- no urn found -	ταχύτερος
ταχύτερα	taxu/teros	- no urn found -	ταχύτερος
ταχύτερα	taxu/teros	- no urn found -	ταχύτερος
ταχύτερον	taxu/teros	- no urn found -	ταχύτερος
ταχύτερον	taxu/teros	- no urn found -	ταχύτερος
ταχύτερον	taxu/teros	- no urn found -	ταχύτερος
ταχύτερον	taxu/teros	- no urn found -	ταχύτερος
ταύτῃ	tau/th|	- no urn found -	ταύτῃ
τεθνεός	qnh/skw	- no urn found -	θνήσκω
τεθνεός	qnh/skw	- no urn found -	θνήσκω
τεθνεός	qnh/skw	- no urn found -	θνήσκω
τεθνεώς	qnh/skw	- no urn found -	θνήσκω
τεθνεώς	qnh/skw	- no urn found -	θνήσκω
τεθνεῶσι	qnh/skw	- no urn found -	θνήσκω
τεθνεῶσι	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτα	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτα	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτα	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτα	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτες	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτες	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτος	qnh/skw	- no urn found -	θνήσκω
τεθνεῶτος	qnh/skw	- no urn found -	θνήσκω
τεθνάναι	qnh/skw	- no urn found -	θνήσκω
τιμωρητέον	timwrhte/os	- no urn found -	τιμωρητέος
τιμωρητέον	timwrhte/os	- no urn found -	τιμωρητέος
τιμωρητέον	timwrhte/os	- no urn found -	τιμωρητέος
τιμωρητέον	timwrhte/os	- no urn found -	τιμωρητέος
τιμωρητέον	timwrhte/os	- no urn found -	τιμωρητέος
τοιοισίδε	oi(o/sde	- no urn found -	οἱόσδε
τοιοισίδε	oi(o/sde	- no urn found -	οἱόσδε
τοιῃσίδε	oi(o/sde	- no urn found -	οἱόσδε
