Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	urn:cite2:hmt:lsj.chicago_md:n2219	a-s---mn-
σκιερόν	skiero/n	σκιερός	skiero/s	urn:cite2:hmt:lsj.chicago_md:n94858	a-s---ma-
σκιερόν	skiero/n	σκιερός	skiero/s	urn:cite2:hmt:lsj.chicago_md:n94858	a-s---nn-
σκιερόν	skiero/n	σκιερός	skiero/s	urn:cite2:hmt:lsj.chicago_md:n94858	a-s---nv-
σκιερόν	skiero/n	σκιερός	skiero/s	urn:cite2:hmt:lsj.chicago_md:n94858	a-s---na-
σκιοειδέα	skioeide/a	σκιοειδής	skioeidh/s	urn:cite2:hmt:lsj.chicago_md:n94894	n-p---nn-
σκιοειδέα	skioeide/a	σκιοειδής	skioeidh/s	urn:cite2:hmt:lsj.chicago_md:n94894	n-p---nv-
σκιοειδέα	skioeide/a	σκιοειδής	skioeidh/s	urn:cite2:hmt:lsj.chicago_md:n94894	n-p---na-
σκιοειδέα	skioeide/a	σκιοειδής	skioeidh/s	urn:cite2:hmt:lsj.chicago_md:n94894	n-s---ma-
σκιοειδέα	skioeide/a	σκιοειδής	skioeidh/s	urn:cite2:hmt:lsj.chicago_md:n94894	n-s---fa-
σκιάδειον	skia/deion	σκιάδειον	skia/deion	urn:cite2:hmt:lsj.chicago_md:n94821	n-s---nn-
σκιάδειον	skia/deion	σκιάδειον	skia/deion	urn:cite2:hmt:lsj.chicago_md:n94821	n-s---nv-
σκιάδειον	skia/deion	σκιάδειον	skia/deion	urn:cite2:hmt:lsj.chicago_md:n94821	n-s---na-
σκοπεῖν	skopei=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v--pna---
σκοπεῖν	skopei=n	σκοπέω	skope/w	urn:cite2:hmt:lsj.chicago_md:n95111	v--pna---
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppamv-
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppann-
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppanv-
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppana-
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppamn-
σκοπῶν	skopw=n	σκοπάω	skopa/w	urn:cite2:hmt:lsj.chicago_md:n95100	v-sppamn-
σκοπῶν	skopw=n	σκοπέω	skope/w	urn:cite2:hmt:lsj.chicago_md:n95111	v-sppamn-
σκοπῶν	skopw=n	σκοπή	skoph/	urn:cite2:hmt:lsj.chicago_md:n95112	n-p---fg-
σκοπῶν	skopw=n	σκοπός	skopo/s	urn:cite2:hmt:lsj.chicago_md:n95121	n-p---mg-
σκοπῶν	skopw=n	σκοπός	skopo/s	urn:cite2:hmt:lsj.chicago_md:n95121	n-p---fg-
σκυλοδέψαι	skulode/yai	σκυλοδέψης	skulode/yhs	urn:cite2:hmt:lsj.chicago_md:n95320	n-p---mn-
σκυλοδέψαι	skulode/yai	σκυλοδέψης	skulode/yhs	urn:cite2:hmt:lsj.chicago_md:n95320	n-p---mv-
σκυλοδέψαι	skulode/yai	σκυλοδέψης	skulode/yhs	urn:cite2:hmt:lsj.chicago_md:n95320	n-s---md-
σκυτάλι’	skuta/li'	σκύταλον	sku/talon	urn:cite2:hmt:lsj.chicago_md:n95354	n-p---nn-
σκυτάλι’	skuta/li'	σκύταλον	sku/talon	urn:cite2:hmt:lsj.chicago_md:n95354	n-p---nv-
σκυτάλι’	skuta/li'	σκύταλον	sku/talon	urn:cite2:hmt:lsj.chicago_md:n95354	n-p---na-
σκυτάλι’	skuta/li'	σκυτάλιον	skuta/lion	urn:cite2:hmt:lsj.chicago_md:n95351	n-p---nn-
σκυτάλι’	skuta/li'	σκυτάλιον	skuta/lion	urn:cite2:hmt:lsj.chicago_md:n95351	n-p---nv-
σκυτάλι’	skuta/li'	σκυτάλιον	skuta/lion	urn:cite2:hmt:lsj.chicago_md:n95351	n-p---na-
σκυτῆς	skuth=s	σκυτεύς	skuteu/s	urn:cite2:hmt:lsj.chicago_md:n95361	n-p---mn-
σκυτῆς	skuth=s	σκυτεύς	skuteu/s	urn:cite2:hmt:lsj.chicago_md:n95361	n-p---mn-
σκυτῆς	skuth=s	σκυτεύς	skuteu/s	urn:cite2:hmt:lsj.chicago_md:n95361	n-p---mv-
σκάπτειν	ska/ptein	σκάπτω	ska/ptw	urn:cite2:hmt:lsj.chicago_md:n94584	v--pna---
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94630	n-s---nn-
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94631	n-s---nn-
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94630	n-s---nv-
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94631	n-s---nv-
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94630	n-s---na-
σκάφιον	ska/fion	σκάφιον	ska/fion	urn:cite2:hmt:lsj.chicago_md:n94631	n-s---na-
σκέλει	ske/lei	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-d---nn-
σκέλει	ske/lei	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-d---nv-
σκέλει	ske/lei	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-d---na-
σκέλει	ske/lei	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-s---nd-
σκέλει	ske/lei	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-s---nd-
σκέλος	ske/los	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-s---nn-
σκέλος	ske/los	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-s---nv-
σκέλος	ske/los	σκέλος	ske/los	urn:cite2:hmt:lsj.chicago_md:n94677	n-s---na-
σκήπτρου	skh/ptrou	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-s---ng-
σκήπτρων	skh/ptrwn	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-p---ng-
σκόλιον	sko/lion	σκόλιον	sko/lion	urn:cite2:hmt:lsj.chicago_md:n95057	n-s---nn-
σκόλιον	sko/lion	σκόλιον	sko/lion	urn:cite2:hmt:lsj.chicago_md:n95057	n-s---nv-
σκόλιον	sko/lion	σκόλιον	sko/lion	urn:cite2:hmt:lsj.chicago_md:n95057	n-s---na-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	a-p---nn-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	a-p---nv-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	a-p---na-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	n-p---nn-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	n-p---nv-
σκότιά	sko/tia/	σκότιος	sko/tios	urn:cite2:hmt:lsj.chicago_md:n95200	n-p---na-
σκότῳ	sko/tw|	σκότος	sko/tos	urn:cite2:hmt:lsj.chicago_md:n95221	n-s---md-
σκώπτετον	skw/pteton	σκώπτω	skw/ptw	urn:cite2:hmt:lsj.chicago_md:n95432	v2dpma---
σκώπτετον	skw/pteton	σκώπτω	skw/ptw	urn:cite2:hmt:lsj.chicago_md:n95432	v3dpia---
σκώπτετον	skw/pteton	σκώπτω	skw/ptw	urn:cite2:hmt:lsj.chicago_md:n95432	v2dpia---
σκώπτετον	skw/pteton	σκώπτω	skw/ptw	urn:cite2:hmt:lsj.chicago_md:n95432	v2diia---
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-p---nn-
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-p---nv-
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-p---na-
σκῆπτρον	skh=ptron	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-s---nn-
σκῆπτρον	skh=ptron	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-s---nv-
σκῆπτρον	skh=ptron	σκῆπτρον	skh=ptron	urn:cite2:hmt:lsj.chicago_md:n94808	n-s---na-
σμερδαλέον	smerdale/on	σμερδαλέος	smerdale/os	urn:cite2:hmt:lsj.chicago_md:n95467	a-s---ma-
σμερδαλέον	smerdale/on	σμερδαλέος	smerdale/os	urn:cite2:hmt:lsj.chicago_md:n95467	a-s---nn-
σμερδαλέον	smerdale/on	σμερδαλέος	smerdale/os	urn:cite2:hmt:lsj.chicago_md:n95467	a-s---nv-
σμερδαλέον	smerdale/on	σμερδαλέος	smerdale/os	urn:cite2:hmt:lsj.chicago_md:n95467	a-s---na-
σμικρόν	smikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---ma-
σμικρόν	smikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nn-
σμικρόν	smikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nv-
σμικρόν	smikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---na-
σμικρόν	smikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---ma-
σμικρόν	smikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nn-
σμικρόν	smikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nv-
σμικρόν	smikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---na-
σμινύην	sminu/hn	σμινύη	sminu/h	urn:cite2:hmt:lsj.chicago_md:n95525	n-s---fa-
σοβοῦντος	sobou=ntos	σοβέω	sobe/w	urn:cite2:hmt:lsj.chicago_md:n95567	v-sppamg-
σοβοῦντος	sobou=ntos	σοβέω	sobe/w	urn:cite2:hmt:lsj.chicago_md:n95567	v-sppang-
σοι	soi	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
σου	sou	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----g-
σοφοί	sofoi/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---mn-
σοφοί	sofoi/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---mv-
σοφοί	sofoi/	σοφόω	sofo/w	urn:cite2:hmt:lsj.chicago_md:n95663	v2spse---
σοφοί	sofoi/	σοφόω	sofo/w	urn:cite2:hmt:lsj.chicago_md:n95663	v2spie---
σοφοί	sofoi/	σοφόω	sofo/w	urn:cite2:hmt:lsj.chicago_md:n95663	v3spsa---
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nn-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nv-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---na-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-d---fn-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-d---fv-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-d---fa-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---fn-
σοφά	sofa/	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---fv-
σοφίας	sofi/as	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-p---fa-
σοφίας	sofi/as	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-s---fg-
σοφόν	sofo/n	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---ma-
σοφόν	sofo/n	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---nn-
σοφόν	sofo/n	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---nv-
σοφόν	sofo/n	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---na-
σοφώτατα	sofw/tata	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-------s
σοφώτατα	sofw/tata	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nns
σοφώτατα	sofw/tata	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nvs
σοφώτατα	sofw/tata	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nas
σοφώτατε	sofw/tate	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---mvs
σοφώτατοι	sofw/tatoi	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---mns
σοφώτατοι	sofw/tatoi	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---mvs
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-------s
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nns
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nvs
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---nas
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---mvs
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---fns
σοφώτατ’	sofw/tat'	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-p---fvs
σοφώτερον	sofw/teron	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	x--------
σοφώτερον	sofw/teron	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---ma-
σοφώτερον	sofw/teron	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---nn-
σοφώτερον	sofw/teron	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---nv-
σοφώτερον	sofw/teron	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---na-
σοφῆς	sofh=s	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---fg-
σοφῷ	sofw=|	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---md-
σοφῷ	sofw=|	σοφός	sofo/s	urn:cite2:hmt:lsj.chicago_md:n95661	a-s---nd-
σοί	soi/	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---mn-
σοί	soi/	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---mv-
σοί	soi/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
σοί	soi/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
σοῖς	soi=s	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---md-
σοῖς	soi=s	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---nd-
σοῦ	sou=	σεύω	seu/w	urn:cite2:hmt:lsj.chicago_md:n93762	v2spmm---
σοῦ	sou=	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-s---mg-
σοῦ	sou=	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-s---ng-
σοῦ	sou=	σοῦ	sou=	urn:cite2:hmt:lsj.chicago_md:n95612	x--------
σοῦ	sou=	σοῦ	sou=	urn:cite2:hmt:lsj.chicago_md:n95613	x--------
σοῦ	sou=	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----g-
σπερμολόγων	spermolo/gwn	σπερμολόγος	spermolo/gos	urn:cite2:hmt:lsj.chicago_md:n95884	n-p---mg-
σπερμολόγων	spermolo/gwn	σπερμολόγος	spermolo/gos	urn:cite2:hmt:lsj.chicago_md:n95884	n-p---fg-
σπερμολόγων	spermolo/gwn	σπερμολόγος	spermolo/gos	urn:cite2:hmt:lsj.chicago_md:n95884	n-p---ng-
σπείρειν	spei/rein	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v--pna---
σπείρεται	spei/retai	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v3sasm---
σπείρεται	spei/retai	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v3spie---
σπείρουσι	spei/rousi	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v3pasa---
σπείρουσι	spei/rousi	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-pppamd-
σπείρουσι	spei/rousi	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v-pppand-
σπείρουσι	spei/rousi	σπείρω	spei/rw	urn:cite2:hmt:lsj.chicago_md:n95836	v3ppia---
σπλαγχνεύειν	splagxneu/ein	σπλαγχνεύω	splagxneu/w	urn:cite2:hmt:lsj.chicago_md:n95955	v--pna---
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	urn:cite2:hmt:lsj.chicago_md:n95961	n-p---nn-
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	urn:cite2:hmt:lsj.chicago_md:n95961	n-p---nv-
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	urn:cite2:hmt:lsj.chicago_md:n95961	n-p---na-
σπλάγχνων	spla/gxnwn	σπλάγχνον	spla/gxnon	urn:cite2:hmt:lsj.chicago_md:n95961	n-p---ng-
σποδεῖν	spodei=n	σποδέω	spode/w	urn:cite2:hmt:lsj.chicago_md:n96001	v--pna---
σπολάδα	spola/da	σπολάς	spola/s	urn:cite2:hmt:lsj.chicago_md:n96020	n-s---fa-
σπολάς	spola/s	σπολά	spola/	urn:cite2:hmt:lsj.chicago_md:n96019	n-p---fa-
σπολάς	spola/s	σπολάς	spola/s	urn:cite2:hmt:lsj.chicago_md:n96020	n-s---fn-
σπονδάς	sponda/s	σπονδή	spondh/	urn:cite2:hmt:lsj.chicago_md:n96042	n-p---fa-
σπένδεσθ’	spe/ndesq'	σπένδω	spe/ndw	urn:cite2:hmt:lsj.chicago_md:n95849	v2ppme---
σπένδεσθ’	spe/ndesq'	σπένδω	spe/ndw	urn:cite2:hmt:lsj.chicago_md:n95849	v2ppie---
σπένδεσθ’	spe/ndesq'	σπένδω	spe/ndw	urn:cite2:hmt:lsj.chicago_md:n95849	v--pne---
σπένδεσθ’	spe/ndesq'	σπένδω	spe/ndw	urn:cite2:hmt:lsj.chicago_md:n95849	v2piie---
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---nn-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---nv-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---na-
σπίνους	spi/nous	σπίνος	spi/nos	urn:cite2:hmt:lsj.chicago_md:n95951	n-p---ma-
σταθμοῖσι	staqmoi=si	σταθμάω	staqma/w	urn:cite2:hmt:lsj.chicago_md:n96171	v-pppamd-
σταθμοῖσι	staqmoi=si	σταθμάω	staqma/w	urn:cite2:hmt:lsj.chicago_md:n96171	v-pppand-
σταθμοῖσι	staqmoi=si	σταθμόν	staqmo/n	urn:cite2:hmt:lsj.chicago_md:n96193	n-p---nd-
σταθμοῖσι	staqmoi=si	σταθμός	staqmo/s	urn:cite2:hmt:lsj.chicago_md:n96196	n-p---md-
σταθμοῖσι	staqmoi=si	σταθμός	staqmo/s	urn:cite2:hmt:lsj.chicago_md:n96196	n-p---nd-
στασιάζετε	stasia/zete	στασιάζω	stasia/zw	urn:cite2:hmt:lsj.chicago_md:n96255	v2ppma---
στασιάζετε	stasia/zete	στασιάζω	stasia/zw	urn:cite2:hmt:lsj.chicago_md:n96255	v2ppia---
στασιάζετε	stasia/zete	στασιάζω	stasia/zw	urn:cite2:hmt:lsj.chicago_md:n96255	v2piia---
στεφανοῦσι	stefanou=si	στεφανόω	stefano/w	urn:cite2:hmt:lsj.chicago_md:n96666	v-pppamd-
στεφανοῦσι	stefanou=si	στεφανόω	stefano/w	urn:cite2:hmt:lsj.chicago_md:n96666	v-pppand-
στεφανοῦσι	stefanou=si	στεφανόω	stefano/w	urn:cite2:hmt:lsj.chicago_md:n96666	v3ppia---
στεφάνῳ	stefa/nw|	στέφανος	ste/fanos	urn:cite2:hmt:lsj.chicago_md:n96662	n-s---md-
στείχων	stei/xwn	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v-sppamn-
στομάτων	stoma/twn	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-p---ng-
στρατεύου	strateu/ou	στρατεύω	strateu/w	urn:cite2:hmt:lsj.chicago_md:n97108	v2spme---
στρατεύου	strateu/ou	στρατεύω	strateu/w	urn:cite2:hmt:lsj.chicago_md:n97108	v2siie---
στρατηγικῶς	strathgikw=s	στρατηγικός	strathgiko/s	urn:cite2:hmt:lsj.chicago_md:n97117	x--------
στρατηγούς	strathgou/s	στρατηγός	strathgo/s	urn:cite2:hmt:lsj.chicago_md:n97121	n-p---ma-
στρεψοδικοπανουργίαν	streyodikopanourgi/an	στρεψοδικοπανουργία	streyodikopanourgi/a	urn:cite2:hmt:lsj.chicago_md:n97195	n-s---fa-
στρούθων	strou/qwn	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-p---mg-
στρούθων	strou/qwn	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-p---fg-
στρούθῳ	strou/qw|	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-s---md-
στρούθῳ	strou/qw|	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-s---fd-
στροῦθε	strou=qe	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-s---mv-
στροῦθε	strou=qe	στρουθός	strouqo/s	urn:cite2:hmt:lsj.chicago_md:n97285	n-s---fv-
στρώματα	strw/mata	στρῶμα	strw=ma	urn:cite2:hmt:lsj.chicago_md:n97331	n-p---nn-
στρώματα	strw/mata	στρῶμα	strw=ma	urn:cite2:hmt:lsj.chicago_md:n97331	n-p---nv-
στρώματα	strw/mata	στρῶμα	strw=ma	urn:cite2:hmt:lsj.chicago_md:n97331	n-p---na-
στυφοκόπου	stufoko/pou	στυφοκόπος	stufoko/pos	urn:cite2:hmt:lsj.chicago_md:n97431	n-s---mg-
στυφοκόπου	stufoko/pou	στυφοκόπος	stufoko/pos	urn:cite2:hmt:lsj.chicago_md:n97431	n-s---fg-
στυφοκόπου	stufoko/pou	στυφοκόπος	stufoko/pos	urn:cite2:hmt:lsj.chicago_md:n97431	n-s---ng-
στάδια	sta/dia	στάδιον	sta/dion	urn:cite2:hmt:lsj.chicago_md:n96160	n-p---nn-
στάδια	sta/dia	στάδιον	sta/dion	urn:cite2:hmt:lsj.chicago_md:n96160	n-p---nv-
στάδια	sta/dia	στάδιον	sta/dion	urn:cite2:hmt:lsj.chicago_md:n96160	n-p---na-
στάδια	sta/dia	στάδιος	sta/dios	urn:cite2:hmt:lsj.chicago_md:n96161	a-p---nn-
στάδια	sta/dia	στάδιος	sta/dios	urn:cite2:hmt:lsj.chicago_md:n96161	a-p---nv-
στάδια	sta/dia	στάδιος	sta/dios	urn:cite2:hmt:lsj.chicago_md:n96161	a-p---na-
στάντες	sta/ntes	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-papamn-
στάντες	sta/ntes	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-papamv-
στέμματα	ste/mmata	στέμμα	ste/mma	urn:cite2:hmt:lsj.chicago_md:n96454	n-p---nn-
στέμματα	ste/mmata	στέμμα	ste/mma	urn:cite2:hmt:lsj.chicago_md:n96454	n-p---nv-
στέμματα	ste/mmata	στέμμα	ste/mma	urn:cite2:hmt:lsj.chicago_md:n96454	n-p---na-
στέφανον	ste/fanon	στέφανος	ste/fanos	urn:cite2:hmt:lsj.chicago_md:n96662	n-s---ma-
στήλην	sth/lhn	στήλη	sth/lh	urn:cite2:hmt:lsj.chicago_md:n96702	n-s---fa-
στήλης	sth/lhs	στήλη	sth/lh	urn:cite2:hmt:lsj.chicago_md:n96702	n-s---fg-
στίλβων	sti/lbwn	στίλβω	sti/lbw	urn:cite2:hmt:lsj.chicago_md:n96814	v-sppamn-
στίλβων	sti/lbwn	στίλβων	sti/lbwn	urn:cite2:hmt:lsj.chicago_md:n96817	n-s---mn-
στόλος	sto/los	στόλος	sto/los	urn:cite2:hmt:lsj.chicago_md:n96979	n-s---mn-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---nn-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---nv-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---na-
στόμασιν	sto/masin	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-p---nd-
στόματος	sto/matos	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---ng-
στύομαι	stu/omai	στύω	stu/w	urn:cite2:hmt:lsj.chicago_md:n97439	v1spie---
στῆθ’	sth=q'	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2pama---
στῆθ’	sth=q'	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2pasa---
στῆθ’	sth=q'	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v3sasm---
στῆθ’	sth=q'	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2sama---
στῆθ’	sth=q'	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2paia---
στῆθ’	sth=q'	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v2pfia---
στῆθ’	sth=q'	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v3sfim---
στῆθ’	sth=q'	στέαρ	ste/ar	urn:cite2:hmt:lsj.chicago_md:n96362	n-p---nn-
στῆθ’	sth=q'	στέαρ	ste/ar	urn:cite2:hmt:lsj.chicago_md:n96362	n-p---nv-
στῆθ’	sth=q'	στέαρ	ste/ar	urn:cite2:hmt:lsj.chicago_md:n96362	n-p---na-
στῆθ’	sth=q'	στέαρ	ste/ar	urn:cite2:hmt:lsj.chicago_md:n96362	n-s---nd-
